comment,cleaned_comment
"Best CRISPR video, thank you so much!",best crispr video thank much
Wow. Dangerous but very helpful to ppl who need it. Just don’t let the military have it lol,wow dangerous helpful ppl need dont let military lol
"Crispr is satans technology, it will only harm humanity",crispr satan technology harm humanity
Holy shit,holy shit
Giving it a goofy name like crisper makes it difficult to take seriously.,giving goofy name like crisper make difficult take seriously
Simple and nicely explained... easy to understand,simple nicely explained easy understand
Covid have left the chat..,covid left chat
It was helpfull indeed. Thank you very much... great job.,helpfull indeed thank much great job
CRUD Operation  DNA,crud operation dna
I'm a Science teacher and we watch your videos all the time. They're a great combo of info and visuals- thanks!,im science teacher watch video time theyre great combo info visuals thanks
This is fantastic thank you!,fantastic thank
Only saddens me that I was born 50 years ago. What a grand time people will have in a hundred years.,saddens born year ago grand time people hundred year
"I feel like YouTube is a perfect example of how our education system is failing. I couldn't retain shit bc I was always so stressed, literally every science YouTube video has stuck like glue and I know more about chemistry and biology from YouTube than I ever learned in any AP class. What's that say? Maybe stress inhibits certain types of learning and I'm never stressed when I'm on YouTube lmaoo, and even in college courses you're not nearly as stressed as you are in highschool. Crazy",feel like youtube perfect example education system failing couldnt retain shit bc always stressed literally every science youtube video stuck like glue know chemistry biology youtube ever learned ap class whats say maybe stress inhibits certain type learning im never stressed im youtube lmaoo even college course youre nearly stressed highschool crazy
still too complicated for me.,still complicated
"I watched this video around six times, it helped me so much with my seminar paper",watched video around six time helped much seminar paper
"Fluent, enjoyable visuals--in other words, great TV and computer stuff.  Without a previous, hard-earned background in genetics, chemistry, etc. one ""understands"" CRISPR from this only in the most shallow, non-retainable way.  A good effort at explaining a terrifying technology but an effort undercut by its medium.",fluent enjoyable visualsin word great tv computer stuff without previous hardearned background genetics chemistry etc one understands crispr shallow nonretainable way good effort explaining terrifying technology effort undercut medium
Excellent exposition,excellent exposition
My gratitude to Dr Osaoji on YouTube who helped my eliminate herpes virus within 21days of using his medication,gratitude dr osaoji youtube helped eliminate herpes virus within day using medication
"Great explanation, thank you very much",great explanation thank much
Which application do you use? I mean I needed to know as I am a newbie YouTuber!  someone pls help me out!,application use mean needed know newbie youtuber someone pls help
You are a great teacher!,great teacher
Subhanallah,subhanallah
How is this actually put into the cell though?,actually put cell though
i'm learning this right now in my college biology class and god why can't you be my professor i understand this better off you,im learning right college biology class god cant professor understand better
"Idk man, i always think it's too much like a photo-editing tool😵",idk man always think much like photoediting tool
Finally!!!,finally
Wow that's amazing ❤️,wow thats amazing
I've been struggling to understand this for MONTHS! Thank you for simplifying it😁,ive struggling understand month thank simplifying
Exelente!,exelente
This man is a fucking legend,man fucking legend
Legit one of the best videos on CRISPR!,legit one best video crispr
wonderful,wonderful
excellent video,excellent video
Can you be my teacher? Pwease,teacher pwease
"very good video, thank you!",good video thank
really helpfull thank u,really helpfull thank u
It's amazing 🔥🔥🔥 thanx for making it so simple!!!,amazing thanx making simple
What the hell is all this even for??? Nothing good of course,hell even nothing good course
"I'm currently working on graduate research at an infectious disease institute, specifically focusing on knockout techniques with mycobacteria abscessus. This is the best explanation of CRISPR I have ever seen.",im currently working graduate research infectious disease institute specifically focusing knockout technique mycobacteria abscessus best explanation crispr ever seen
"Wow, very easy to understand. Thank you very much!",wow easy understand thank much
When is possible build nanotecnology medicine for kill cancer or infections?,possible build nanotecnology medicine kill cancer infection
This is the greatest video on youtube,greatest video youtube
Your explanation are well thought out,explanation well thought
With the way you speak I can see you fully understand the subject matter. Which is respectful,way speak see fully understand subject matter respectful
You're a great man..,youre great man
Thats crystal clear,thats crystal clear
"Hey Paul--you knocked it out of the ball park again! This is a hot topic, and we love how you break it down in terms everyone can understand.",hey paulyou knocked ball park hot topic love break term everyone understand
Imagine you invested in this company 5 years ago 😩,imagine invested company year ago
this is in the covid19 vax,covid vax
"Plls explain,  what happen to the viral dna after cas9 cuts it ? does the   break tries to repair itself  like  human dna ?",plls explain happen viral dna ca cut break try repair like human dna
Best video explaining CRISPR/Cas9 I have ever seen! Thank you so much!,best video explaining crisprcas ever seen thank much
"ufff amazing thank you!!! 
this is the first time that I can understand this",ufff amazing thank first time understand
"Very good explanation, thank you.",good explanation thank
and now you know what the Covid vaccines are all about.,know covid vaccine
Awesome! Spent all week trying to sort this out.  Should have looked here first!  Thank you!,awesome spent week trying sort looked first thank
"Why dont you quit fucking with God's work and let Nature be the healer. like it was intended.You can never be as good, or replace God. You will fail miserably.",dont quit fucking god work let nature healer like intendedyou never good replace god fail miserably
"1 2 jumps, 1 2 jumps... They follow me everywhere",jump jump follow everywhere
YOU MISSED PAM!!!,missed pam
hiçbi şey anlamadım,hibi ey anlamadm
"You are absolutley right! All videos on this topic are either too complex or too simple and you explained it perfectly!



I also found this one which is also nicely explained:

https://www.youtube.com/watch?v=2pp17E4E-O8",absolutley right video topic either complex simple explained perfectly also found one also nicely explained
One of the best CRISPR videos out there...,one best crispr video
You are amazing! Thanks a lot for this informative video,amazing thanks lot informative video
you switched up DNA and RNA for 6:29 and now I'm very confused. :(,switched dna rna im confused
"great explanation, concise and informative, thanks a lot.",great explanation concise informative thanks lot
"A video could only be so helpfull... AWESOME! Thank you, I understood everything thanks to you ! <3",video could helpfull awesome thank understood everything thanks
Amazing job,amazing job
"Genetic hy-brid species
Presents a complex thesis
Bio-chem mystery trace
Outer Space Earthly Race
You ain't nothin'Baby but an
Alien Chimp......",genetic hybrid specie present complex thesis biochem mystery trace outer space earthly race aint nothinbaby alien chimp
"I'm studying for my med school entry exam. The book doesn't explain CRISPR very well, but since it's such a revolutionary technology I'm almost certain that this will be on the exam. Thank you.",im studying med school entry exam book doesnt explain crispr well since revolutionary technology im almost certain exam thank
That was very much coool.. Got that nicely👍,much coool got nicely
Have a hard time believing Virus are real... same with germ theory... Did they land on the moon? There is no solid moon... Can you kill germs/viruses...? Are they even real! The education systems have proven them selves to be too dam stupid... Academia is a joke and they sound like idiots and even arrogant about it.,hard time believing virus real germ theory land moon solid moon kill germsviruses even real education system proven self dam stupid academia joke sound like idiot even arrogant
"Yes helpful, but very scary.",yes helpful scary
"Hope  this technique help DMD children  very soon 
Thanks",hope technique help dmd child soon thanks
"Great video, never fully understood CRISPR until this vid, thanks for making it!",great video never fully understood crispr vid thanks making
Perfect intermediate-level explanation!!! Thanks so much :) Studying for my cancer pharmacology final exam and we did a special topics lecture on CRISPR Cas9 in cancer therapy,perfect intermediatelevel explanation thanks much studying cancer pharmacology final exam special topic lecture crispr ca cancer therapy
Loved this video!,loved video
Wow! That was super helpful. Thanks a milion,wow super helpful thanks milion
Cure HIV ......,cure hiv
Such a good video! This helped me a lot in my CRISPR unit of CHEM 482,good video helped lot crispr unit chem
I bet this technology is what is really being used in the covid vaccine.,bet technology really used covid vaccine
Too simple brah. Please explain how PAM sequences work. That is a critical part.,simple brah please explain pam sequence work critical part
Can you do treatment for autism?,treatment autism
sir i adore you thank you so much,sir adore thank much
This is  what I have puzzled over - trying to understand CRSPR and getting further and further in the weeds. You accomplished breaking something so brilliant  down to where an  ordinary mortal can begin to understand   - which takes another special type of brilliance.  Thank you for recognizing the need.   You made my day,puzzled trying understand crspr getting weed accomplished breaking something brilliant ordinary mortal begin understand take another special type brilliance thank recognizing need made day
great explanation !! thank you !,great explanation thank
Thank you king,thank king
Well then are the short  repeats segments what they call in genetic genaology the same as SNPs? Just curious...,well short repeat segment call genetic genaology snp curious
For CCP flu vaccine...,ccp flu vaccine
You're the best!!,youre best
"Amazing video, perfectly and simply explained",amazing video perfectly simply explained
I like that video is really beneficial for everyone. Thanks,like video really beneficial everyone thanks
You have not explained how the CAS9 knows where to cut the dna.,explained ca know cut dna
I bacteria genetics are not contained in a nucleus how do they have memory??,bacteria genetics contained nucleus memory
"Regarding the 2m48s mark on CAS1, it seems if the cell can detect the invader  (i.e. no previous dna history), and still neutralize it, why does it need to save a dna (vaccination-card) record of it?   

I get the cas9 is just the scissors, and must be combined with the ""chimera"" guide gRNA.   But if the gRNA is composed of the CRISPR crRNA (the spacer segment to match)  +  the tracrRNA is what *HOLDS* the crRNA in place..  What moves this RNA complex to the desired spot?  And what is the bacteria's version of the ""chimera"" tracrRNA?  


And if you have a single-gene disorder, ex. Huntington's, and assuming you draw White-Blood-Cells, inject with a plasmid of CC5/CAS9, and incubate until you grow enough modified cells under the hood, how is this CAS9/CRISPR complex delivered (as to avoid the human immune system)?   Is it injected to a specific tissue, into the bone marrow, into an egg/sperm?  For example, often mentioned is the off-target danger of Gene Therapy for cancer.. and how modified viruses can insert themselves into any part of the chromosome, rather than the gene of interest... does CRISPR have this concern?  What percentage of cells, over which tissues would need to be altered in order to prevent the disease?  


Also, why isn't silencing the gene expression preferable?   Similarly, after the cut, if you insert your own genetic material, how do you know if this segment will get expressed?  And if making a gene edit still requires another mechanism on top to express it, how does this compare with epigenetics, RNAi/RISC complex?

Finally, on the Bio Eats World podcast, Dr. Jennifer Doudna describes how pre-Cas9,  the utility of CRISPR proteins that can target RNA for cutting wasn't very exciting (19m30s), why?   See also the Life Scientific podcast (9/19/17 16m mark).",regarding m mark ca seems cell detect invader ie previous dna history still neutralize need save dna vaccinationcard record get ca scissors must combined chimera guide grna grna composed crispr crrna spacer segment match tracrrna hold crrna place move rna complex desired spot bacteria version chimera tracrrna singlegene disorder ex huntington assuming draw whitebloodcells inject plasmid cccas incubate grow enough modified cell hood cascrispr complex delivered avoid human immune system injected specific tissue bone marrow eggsperm example often mentioned offtarget danger gene therapy cancer modified virus insert part chromosome rather gene interest crispr concern percentage cell tissue would need altered order prevent disease also isnt silencing gene expression preferable similarly cut insert genetic material know segment get expressed making gene edit still requires another mechanism top express compare epigenetics rnairisc complex finally bio eats world podcast dr jennifer doudna describes precas utility crispr protein target rna cutting wasnt exciting m see also life scientific podcast mark
"Honestly, thank you so much. I have a Science Olympiad regional in two days, and they threw this topic on me last minute. I have no background in this field, and watching all these videos with words I didn't know (I basically was looking up every word). Your video gave me the basics to understand the rest of the complicated videos. Thank you again.",honestly thank much science olympiad regional two day threw topic last minute background field watching video word didnt know basically looking every word video gave basic understand rest complicated video thank
Really excellent video!,really excellent video
This video was my best choice,video best choice
THATS WHAT IM TALKING ABOUT!!! THATS WHY HES THE MVP!!! THATS WHY HES THE GOAT! THE GOAAAAAAAT!!!!!!!!!!!!!!!!,thats im talking thats he mvp thats he goat goaaaaaaat
"is it host RNA or host DNA,. i think DNA right RNA wouldnt make sense.",host rna host dna think dna right rna wouldnt make sense
"Very helpful, thank you kindly",helpful thank kindly
"I wish you spoke slower, and speak not as if you are reading, give more describing analogy",wish spoke slower speak reading give describing analogy
I'm a little confused.  Is the original palindrome detected or created?,im little confused original palindrome detected created
Jhjh,jhjh
"Fantastic!
Liked and subscribed.",fantastic liked subscribed
The best video I have watched for explaining CRISPR/Cas9 system,best video watched explaining crisprcas system
Amazing! Wonderful! Fascinating! Thanks man!,amazing wonderful fascinating thanks man
Too bad this is illegal now.,bad illegal
"I'd like to ask you, if it is possible to identify edited CRISPR-plants and their progenies? How? Thanks!",id like ask possible identify edited crisprplants progeny thanks
Thanks for your useful lesson!,thanks useful lesson
"I actually unintentioanly clapped at the end. Bravo, great video",actually unintentioanly clapped end bravo great video
And this system evolved naturally over millennia?,system evolved naturally millennium
"So what do you say to someone who thinks that the new Covid vaccines have Crispr devices in them? I don’t even know where to begin to correct all the impossibilities here, so I thought I’d ask for your help? Thank you!🙏🙏🙏",say someone think new covid vaccine crispr device dont even know begin correct impossibility thought id ask help thank
Absolute beast,absolute beast
Had to watch this like 3 times and only took notes the third time for most of it to sink in. God help me this is just the beginning,watch like time took note third time sink god help beginning
Can you edit the gene of a grown up human or only the embryo?,edit gene grown human embryo
"Unclear on how the hairpin structure and guide-RNA are related, and how the chimera including thr host-DNA fits together with the cleave-guiding cRNA piece - to make the entire complex ?

Generally better video than most I've seen though.",unclear hairpin structure guiderna related chimera including thr hostdna fit together cleaveguiding crna piece make entire complex generally better video ive seen though
shut the fuck up,shut fuck
Wasssuppp,wasssuppp
"i still dont understand one thing. can someone help me? when we cut the dna we want to cut, it cut all the twenty base pairs or it only do one cut in DNA??",still dont understand one thing someone help cut dna want cut cut twenty base pair one cut dna
Hijack?....,hijack
"I really like the unusual way he pronounces the word REPEAT...as REEEE-PEAT ar 0:36 and 3:11!
Great video dude.",really like unusual way pronounces word repeatas reeeepeat ar great video dude
"Who even thinks of giving this a thumbs down? My guess is some backwards flat earther, science denier... WTF?",even think giving thumb guess backwards flat earther science denier wtf
how are genes fed to this sytem....is it like feeding blood through a tube to a a machine containing a solution of this cas9 cells?   please advise.,gene fed sytemis like feeding blood tube machine containing solution ca cell please advise
"The law of unintended consequences can result in Frankenstein's and supermen but there are ethical concerns see "" on man "" by alexander pope. Or watch "" blade runner "" 1 .",law unintended consequence result frankenstein superman ethical concern see man alexander pope watch blade runner
Thank you!! Great explanation!,thank great explanation
man this took long time and i understood nothing,man took long time understood nothing
KFC asked me to cut their chicken. They wanted something more crisPR. Srr for the joke xD,kfc asked cut chicken wanted something crispr srr joke xd
The CRISPR stocks $EDIT $NTLA $CRSP and $BEAM,crispr stock edit ntla crsp beam
thank you so much. the only clear explanation i've been able to find on this!,thank much clear explanation ive able find
Why  worry  take  sour ecoli home  made  curd,worry take sour ecoli home made curd
Can you do a video on gene drive?  Could you engineer a virus with Crispr and gene drive to make a biological weapon?  (Asking for a friend),video gene drive could engineer virus crispr gene drive make biological weapon asking friend
Good effort. Still hellishly complicated.,good effort still hellishly complicated
Rev 18.23c thy MERCHANTS were great men of the earth decieved all nation by SORCERIES pharmakeus drugs medicine..,rev c thy merchant great men earth decieved nation sorcery pharmakeus drug medicine
"Thank you, can you do a video on sequencing that doesn't require to cut the DNA?",thank video sequencing doesnt require cut dna
can you explain why do we need vaccines anymore if we can encode stuff based on crispr and fight viruses with it?,explain need vaccine anymore encode stuff based crispr fight virus
zhang feng is the best.,zhang feng best
CRISPR is an immune system.. Wow.,crispr immune system wow
Thanks for explaining this marvellous CRISPR cas9 invention in a simple way. This is somewhat beyond human imaginative work.,thanks explaining marvellous crispr ca invention simple way somewhat beyond human imaginative work
Every time when I hear about crispr  only thing that comes in mind is .....X MEN 😂😂😂,every time hear crispr thing come mind x men
How to use the CRISPR to schistosoma japonicum?It is a trouble.,use crispr schistosoma japonicumit trouble
"It's so helpful really, thank you so much!",helpful really thank much
Reality’s Brave New World manifestation. Wow.,reality brave new world manifestation wow
Yes.. But how do you use it?,yes use
It was a really great explanation!,really great explanation
"it was very helpful, thank you sir",helpful thank sir
Absolutely excellent video.,absolutely excellent video
Sounds like it could be used for evil. Just sayin,sound like could used evil sayin
Understanding this makes me feel smart,understanding make feel smart
They is never been proof that viruses exist.,never proof virus exist
CRISPR IS DOOMSDAY FOR THE HOLE PLANET - HUMANS ARE NOT GOD'S THAT KNOW WHAT THEY ARE DOING.,crispr doomsday hole planet human god know
"Politishens Allways Lie,
Q-tip convid swabs with NANO ROBOTS 🤔
https://youtu.be/z-wrqrwhXM4
Every person that's promotes convid tests ect are HUMANITY'S enemy.",politishens allways lie qtip convid swab nano robot every person thats promotes convid test ect humanity enemy
"Thank goodness I bought CRSP two years ago, but I get up this morning and four Executives are selling off stock and the company too 350M
They’re coming off a Nobel peace prize and a super high return this month,  so these guys may just want to cash out some money and build a bigger house, however we have to think about how will this be perceived???
Will this give us a chance to buy back in when it goes a little bit lower based on this news? 
If anyone knows more about finances than I do (should be legions,) please give me a clue.",thank goodness bought crsp two year ago get morning four executive selling stock company theyre coming nobel peace prize super high return month guy may want cash money build bigger house however think perceived give u chance buy back go little bit lower based news anyone know finance legion please give clue
Cyristal clear explanation,cyristal clear explanation
Can I have you as as prof? I have terrible ones rn lol,prof terrible one rn lol
"This was a great breakdown, I'm in College for microbiology and specifically for crispr. Videos like this help me learn more and more, and make me excited to learn.",great breakdown im college microbiology specifically crispr video like help learn make excited learn
Nice explanation - thank you,nice explanation thank
"BIG like. That was an incredibly clear, and incredibly helpful, explanation. Thank you!!",big like incredibly clear incredibly helpful explanation thank
"Thank you so much! I am being asked to read an article for an upcoming paper I have to write, and I just could not make sense of any of it! Thank you for making this!",thank much asked read article upcoming paper write could make sense thank making
"This is by far the best explanation of CRISPR Cas9, love the video!",far best explanation crispr ca love video
Great effort Sir and transparency in your work is outstanding.,great effort sir transparency work outstanding
probiotics bacteria & yeast do all this naturally.,probiotic bacteria yeast naturally
seriously the best explanation,seriously best explanation
Absolutely helpful. Thanks a lot,absolutely helpful thanks lot
That was the best clip that i have ever seen about crispr. Thanks a lot.,best clip ever seen crispr thanks lot
God bless you  Paul,god bless paul
Such an amazing video. Great job.,amazing video great job
Do you believe by doing crispr human are playing GOD WHY OR WHY NOT,believe crispr human playing god
'this bacteria' is grammatically incorrect.,bacteria grammatically incorrect
this explanation was amazing omg,explanation amazing omg
It was so helpful for just a short 7 min video!! Thank you!!!!,helpful short min video thank
As in the days of Noah,day noah
"Thank you so much, absolutely nothing else made sense, but this did!",thank much absolutely nothing else made sense
Beautifully explained,beautifully explained
For the love of God please don't do any more explanations- you can't explain things in an easy to understand manner.,love god please dont explanation cant explain thing easy understand manner
"this is the first CRISPR video i've watched that actually made sense, thank you",first crispr video ive watched actually made sense thank
This was extremely helpful. Thank you so much.,extremely helpful thank much
Thanks for making this simple!,thanks making simple
Beautiful explanation 😁👌😊,beautiful explanation
People say it would be terrible if we made all girls pretty. I think it would be great.,people say would terrible made girl pretty think would great
Excellent job in explaining !! Many Thanks !,excellent job explaining many thanks
awesome，thank u so much!!!!,awesomethank u much
Do they just do this on one piece of DNA and it changes the billions of other DNA in the body?,one piece dna change billion dna body
"Your video was really amazing. The best CRISPR video I saw so far. 
I just wanted to ask one thing ...... How is CRISPR/Cas9 system superior to other gene-editing technologies like recombinant DNA technology?",video really amazing best crispr video saw far wanted ask one thing crisprcas system superior geneediting technology like recombinant dna technology
"Is the entire human genome made up of this CRISPR 'spacer-repeat-spacer-repeat-etc.', or is CRISPR just a specific section of the genome?",entire human genome made crispr spacerrepeatspacerrepeatetc crispr specific section genome
All of them are so perfect if this technique gets developed in the futurw everything will ne mor different in the future,perfect technique get developed futurw everything ne mor different future
"#NobelPrize - haha, you called it!",nobelprize haha called
"I watched your videos in my Biology class sophomore year of high school, and here I am watching for my biology class sophomore year of college.",watched video biology class sophomore year high school watching biology class sophomore year college
"excellent video.   At 3:18 you say ""this is exactly....""   This may have been a little too strong.  ""exactly""  no, not really.  good video.",excellent video say exactly may little strong exactly really good video
"You forgot to tell how many bases of the gRNA hybridize on the genomic DNA ? 
As far as I know it is 17 to 20 bases. 
Have anybody ever tried to blastn a 17 to 20 base sequence on the human or mouse genome ? It produces multiple perfect matches.",forgot tell many base grna hybridize genomic dna far know base anybody ever tried blastn base sequence human mouse genome produce multiple perfect match
Hey Paul. Thanks for teaching me stuff in gen chem..,hey paul thanks teaching stuff gen chem
"3:45 October 7, 2020 https://www.nobelprize.org/prizes/chemistry/2020/press-release/",october
Nostradamus' soul was here,nostradamus soul
Wasn’t the smartest bio student but I learned something today,wasnt smartest bio student learned something today
Great work... anyone can understand... woww..,great work anyone understand woww
Who's here after Nobel Prize 2020?,who nobel prize
Best video on CRISPR.,best video crispr
Un grand merci pour ces explications bien illustrées,un grand merci pour ce explication bien illustres
"Really I understood about CRISPR, great job 👌👌 thanks for uploading this 😊",really understood crispr great job thanks uploading
why did you hashtag noble prize https://youtu.be/MnYppmstxIs?t=225. was it your prediction that they will win noble prize in future?,hashtag noble prize prediction win noble prize future
"I came to comment 3:45 
Ever since that timestamp I've just been waiting for the announcement, good prediction!",came comment ever since timestamp ive waiting announcement good prediction
Here after the announcement of 2020 Nobel Prize in Chemistry.,announcement nobel prize chemistry
"Thank you so much for this video, what equipment do I need to perform CRISPR system modifications to my bacteria?",thank much video equipment need perform crispr system modification bacteria
"To understand it, I need to watched again; just saved it",understand need watched saved
Very clear explanation.  Thumbs up.,clear explanation thumb
"Thank you for the ""crisp"" delivery of information!",thank crisp delivery information
"Wow! clear explanation, thank you so much,  they won Nobel prize 2020.....🤩",wow clear explanation thank much nobel prize
Who's here after the 2020 Nobel Prize in Chemistry?,who nobel prize chemistry
"Awesome! But two questions... 1) why are only some bacteria resistant to new viruses if they have the ability to add new virus DNA to their watch list? Is it just a matter of which happens first, cell death vs immunity? 2) How are we able to change living cells' DNA within an organism at scale? Does one set of cells maintain the old DNA when the edited cells are mixed in? Over time do the cells reproduce and compete with one another?",awesome two question bacteria resistant new virus ability add new virus dna watch list matter happens first cell death v immunity able change living cell dna within organism scale one set cell maintain old dna edited cell mixed time cell reproduce compete one another
This was going well then I got lost after the chimera,going well got lost chimera
You have done a Terrific job👍🏽👍🏽👍🏽,done terrific job
This is the very video I have been looking for. Thank you!,video looking thank
"I have watched you for years. After watching multiple videos, specifically with Crispr, yours is truly the perfect balance between complex and simplified. Thank you for your work!",watched year watching multiple video specifically crispr truly perfect balance complex simplified thank work
"Thank god I found this. After fighting for 1h with CRISPR terms that I could not understand, THIS WAS ALL I NEEDED AND EVERYTHING MAKES SENSE NOW, THANK YOU!",thank god found fighting h crispr term could understand needed everything make sense thank
this man.,man
Viruses do the same thing as CRISPR,virus thing crispr
"what a great explanation.. brief,clear and useful thank you so much",great explanation briefclear useful thank much
this was so helpful..thank you so much. i might just pass my test thanks to you. :),helpfulthank much might pas test thanks
What happens when the attacking virus DNA does not match the stored matching DNA? Does it create another protein with the next stored DNA?,happens attacking virus dna match stored matching dna create another protein next stored dna
I am just stunned how you were able to explain that in just 7 mins and my professor took like ine hour . Thanks a lot !!!,stunned able explain min professor took like ine hour thanks lot
"thanks for the informative video ,   God bless!    life is short, death is real.    needGod.com",thanks informative video god bless life short death real needgodcom
So the disassembly day coming soon with less questions or doubts thank you great video & keep smiling with lol politely & safely  Don't follow me,disassembly day coming soon less question doubt thank great video keep smiling lol politely safely dont follow
"I was suffering from Parkinson's since 2014 & life had become disastrous for me,75 % of my body was covered by Tremors.After taking product from www .multivitamincare .org under supervision of Dr. Casey, I started getting results within 3 weeks of their dosage .One day I got extremely sick, could not keep anything down, difficulty standing, restless sleep,Started taking this remedies twice daily. I am writing this to inform others that nothing was really working to help my PD other than this product.I went off my previous medications (with the doctor’s knowledge) and started on their Parkinson’s disease herbal formula.Treatment went very well and tremors are gone.",suffering parkinson since life become disastrous body covered tremorsafter taking product www multivitamincare org supervision dr casey started getting result within week dosage one day got extremely sick could keep anything difficulty standing restless sleepstarted taking remedy twice daily writing inform others nothing really working help pd producti went previous medication doctor knowledge started parkinson disease herbal formulatreatment went well tremor gone
What crisper protein do you recommend me to cure osteoarthritis?,crisper protein recommend cure osteoarthritis
Cảm ơn nhiều ạ!,cm n nhiu
very useful,useful
Repent for the day of the Lord is at hand!  This is one of the very sins that the antediluvian world committed prior to deluge.,repent day lord hand one sin antediluvian world committed prior deluge
"Pretty much everything I needed, just would have loved to hear you speak about the PAM targeting mechanism... other than that this is great",pretty much everything needed would loved hear speak pam targeting mechanism great
You make money from disease not a cure. I doubt this will be used for good- sorry!,make money disease cure doubt used good sorry
Oh my god gracious!!! This is the best video for Crispr. Thank you. Love from India.,oh god gracious best video crispr thank love india
"Now, lets write a C++ code for it",let write c code
"Oh, now I know how they named the ""tracer"" for the CRISPR created Covid-19.",oh know named tracer crispr created covid
CRISPR can cut ancestry?,crispr cut ancestry
Explained so well. Thanks.,explained well thanks
thank you so much! very clarifying!!!,thank much clarifying
"so why can't they use this to identify and neutralize DNA of a disease?  For example, if you know the genome of a disease that has invaded the cells of a person, can you then program the CAS9 to  go in and look for and identify just that offending DNA or RNA then neutralize if by cutting it or placing a nulling piece of DNA or RNA?  In our current C19 condition a solution like this seems like a great weapon...it seeks out the offending viral DNA/RNA and renders it inert.",cant use identify neutralize dna disease example know genome disease invaded cell person program ca go look identify offending dna rna neutralize cutting placing nulling piece dna rna current c condition solution like seems like great weaponit seek offending viral dnarna render inert
Thank you! very informative and usefull!,thank informative usefull
"This video is really helpful, I have learned a lot of things from this video, 
Thank you <3",video really helpful learned lot thing video thank
"thank you so much, now I can write my academic research easily because of you",thank much write academic research easily
Awesome,awesome
"Do you know what  is krispr?

Me: Yes I believe every potato chip could be krispr",know krispr yes believe every potato chip could krispr
I dont know Anyone Interested in this Frankenstein Technology.....My Experience is with the Science of Nutrition..Organic Foods ...etc...& When you look at (GMO)Frankenfoods it hasn't adequately fed the world or kept the People Healthy in which i can only refer to the people believing in it as Frankenfools.,dont know anyone interested frankenstein technologymy experience science nutritionorganic food etc look gmofrankenfoods hasnt adequately fed world kept people healthy refer people believing frankenfools
"there were no good crispr videos so this man's really did just say ""screw it gonna make it myself""",good crispr video man really say screw gon na make
I had a twin kids both having a G6PD syndrome.Is this will works to fixed their genetics disorder?,twin kid gpd syndromeis work fixed genetics disorder
god bless,god bless
"im a bio major at uc berkeley and i've taken 3 biology classes so far that all tried to explain crispr, one of those classes was taught by professor doudna. i never fully understood the mechanism until i watched this video. thank you",im bio major uc berkeley ive taken biology class far tried explain crispr one class taught professor doudna never fully understood mechanism watched video thank
Why does Cas9 reminds me of Casper?,ca reminds casper
Brillianttttttttttttttt(n),brilliantttttttttttttttn
"Very helpful, thank u thank u",helpful thank u thank u
Thank you! it helped me.,thank helped
"I am so grateful for your channel, you never explain something, and I did not understand it.",grateful channel never explain something understand
"Designer babies..our twisted and demented future is here. Like cloning, CRISPR should be banned.
Gotta say I am sooooo glad i chose to never have children - what an absolute hell we have created from this beautiful Earth, it breaks my heart.",designer babiesour twisted demented future like cloning crispr banned got ta say sooooo glad chose never child absolute hell created beautiful earth break heart
Best description of CRISPR I have seen,best description crispr seen
With your science people will die,science people die
You people are screwing up the world,people screwing world
its all about them diagrams! <3 Love it! Thank you so much!,diagram love thank much
Amazing to understand what Arrowhead pharmaceuticals trying to do,amazing understand arrowhead pharmaceutical trying
In 6:11 how do we put the sequence of dna in the guided rna??,put sequence dna guided rna
why do you have such nice jaw bones 😻😻😻,nice jaw bone
I had a genetics professor point to this video as a great explanation for CRISPR and boy was she right. Strikes a great balance between the simple and advanced,genetics professor point video great explanation crispr boy right strike great balance simple advanced
"so simple to understand the complexity, thank you",simple understand complexity thank
"Can we use this to fight the coronavirus  if we were to inserting a copy of the messenger mRNA into a similar vascular or monocytes similar to the virus package lysosome or monocytes? The messenger mRNA of installing two stopped codons on both ends of the messenger mRNA ,so when the virus enters the cell RNA from the virus is then match to the  messenger RNA that is waiting for the mRNA for the binding once the messenger mRNA It is now considered to be a safe proteins ,and RNA molecule and once it is duplicated with the chaperones through the nuclear tides being tied together forming new inactivate DNA strand that will be not be able to be used within the cell.",use fight coronavirus inserting copy messenger mrna similar vascular monocyte similar virus package lysosome monocyte messenger mrna installing two stopped codon end messenger mrna virus enters cell rna virus match messenger rna waiting mrna binding messenger mrna considered safe protein rna molecule duplicated chaperone nuclear tide tied together forming new inactivate dna strand able used within cell
I think you probabily omit FENG ZHENG the chinese biochest who has also dicovered this?,think probabily omit feng zheng chinese biochest also dicovered
When the street vendor in Highlander says to Lt Moran - baffled? What does that mean? That's a great video but that science is still absolutely mental.,street vendor highlander say lt moran baffled mean thats great video science still absolutely mental
That was close to perfect for me thanks 🙏🏽,close perfect thanks
Is possible build human organs?,possible build human organ
Thank you for the terrific video that was more in depth than other videos but not too much into the weeds.  Great video. It really helped my understanding as I read scientific papers now.,thank terrific video depth video much weed great video really helped understanding read scientific paper
Awesome Video!! Definitely helped me to understand the concepts!,awesome video definitely helped understand concept
WOW... :) Thx you very much :),wow thx much
"Have been away from molecular biology for several decades.  Now in retirement, I am adjuncting at a local college.  This was quite helpful in understanding a major advance in a mechanism for treatment of genetic based disease.  Many thanks!",away molecular biology several decade retirement adjuncting local college quite helpful understanding major advance mechanism treatment genetic based disease many thanks
