comment,cleaned_comment,label
Using microalgae to produce fake palm oil. Palm oil is very bad for our health. We should eat fat from the animal kingdom. What a joke!,using microalgae produce fake palm oil palm oil bad health eat fat animal kingdom joke,0.0
"Nature always wins. Nature is IMPOSSIBLE to beat no matter what. Just like the COSMOS, you cannot beat it",nature always win nature impossible beat matter like cosmos beat,1.0
﻿Evadore eva can solve climate crisis which is on the way & Eva is gem u can thanks me in 2025,evadore eva solve climate crisis way eva gem u thanks,1.0
2 funny haaaaaa haaaaaa there is no stopping climate change/ guess what it's also harming our food supply.get ready for the great fkn heat.,funny haaaaaa haaaaaa stopping climate change guess also harming food supplyget ready great fkn heat,1.0
"Simply assuming that all effects of climate change are bad for all people and the planet is ignorance on display. For example the increase in C02 has resulted in the planet becoming significantly greener also, food production world wide is increasing. The fact is that warmer temps and more C02 promote plant growth.",simply assuming effect climate change bad people planet ignorance display example increase c resulted planet becoming significantly greener also food production world wide increasing fact warmer temp c promote plant growth,0.0
i lol at the fabrics covering glass facades. like. how about stop making buildings from glass and steel and maybe build like they traditionally do in warm arid regions of the earth? because it WILL get warmer. duh.,lol fabric covering glass facade like stop making building glass steel maybe build like traditionally warm arid region earth get warmer duh,1.0
"IF WE THINK ABOUT IT WE CAN ELIMINATE ALL POLLUTION WITHIN A YEAR. BUT IT WOULD TAKE EVERY COUNTRY COLLECTIVELY AND COST THE MOON BUT WE HAVE NO CHOICE, LIKE IF INTERESTED AS I SHUT DOWN MY REPLIES TO MY COMMENTS!!",think eliminate pollution within year would take every country collectively cost moon choice like interested shut reply comment,1.0
China is the worst polluter still!,china worst polluter still,0.0
Global warming might wipe out (i hope) humanity that can only be a good thing!,global warming might wipe hope humanity good thing,1.0
"Ban combustion engines immediately ! No more Nascar, no more motor racing as weve known it. Stop flying everywhere. Propel your self to work. Mass transit is needed. Reduce buying manufactured goods. Everyone must act or else...we goin away.",ban combustion engine immediately nascar motor racing weve known stop flying everywhere propel self work mass transit needed reduce buying manufactured good everyone must act elsewe goin away,1.0
"Climate change is just as fake as jehovahs witnesses. Their prediction rate is roughly the same. As it pertains to global destruction, ask yourself, what’s more likely, driving to work in an suv? Or that there are people that can profit off the conversation? And if they can profit, why do we assume automatically that they are the only interested in it purely based on altruism. Deep down the answer is evident.",climate change fake jehovah witness prediction rate roughly pertains global destruction ask whats likely driving work suv people profit conversation profit assume automatically interested purely based altruism deep answer evident,1.0
"Fear sells! In the 70s it was ICE now it's HEAT. Well, according 2 Al Gour and Kerri we should have been all been dead from the mid 2000s 😂😂😂 the earth climate has always been changing. Now they r using it 2B RICH if the climate is so bad, plant a few more tree and protect the Rain Forest. These 1 thing with this, theirs no money in that 4 no1 2B RICH! 😂😂",fear sell ice heat well according al gour kerri dead mid earth climate always changing r using b rich climate bad plant tree protect rain forest thing money b rich,0.0
"Lets focus on olaces like china, india, usa, how those lands really dont do enough with their emissions",let focus olaces like china india usa land really dont enough emission,1.0
"《 Civilization may soon conquer the second law of thermodynamics - Introduction. 》 

Sir Isaac Newton wrote a professional scientific paper deriving the second law of thermodynamics, without rigorously formulating it, on his observations that the heat of a fire in a fireplace flows through a fire prod only one way - towards the colder room beyond. 

Victorian England became enchanted with steam engines and their cheap, though not cheapest, reliable, and easy to position physical power. Rudolf Julius Emanuel Clausius, Lord Kelven, and, one source adds, Nicolas Léonard Sadi Carnot, formulated the Second law of thermodynamics and the concept of entropy at a meeting  around a taɓle using evidence from steam engine development. 

These men considered with acceptance [A+] Inefficiently harnessing the flow of heat from hot to cold or [B+] Using force to Inefficiently pump heat from cold to hot. They considered with rejection [A-] Waiting for random fluctuation to cause a large difference in temperature or pressure. This was calculated to be extremely rare or [B-] Searching for, selecting, then routing for use, random, frequent and small differences in temperature or pressure. The search, selection, then routing would require more energy than the use would yield. These accepted options, lead to the consequence that the universe will end in stagnant heat death.  This became support for a theological trend of the time that placed God as the initiator of a degenerating universe. Please consider that God could also be supreme over an energy abundant civilization that can absorb heat and convert it into electricity without energy gain or loss in a sustained universe. Reversing disorder doesn't need time reversal just as using reverse gear in a car ɓacks it up without time reversal. 

The favorable outcome of this conquest would be that the principle of energy conservation would prevail. Thermal energy could interplay with other forms of energy without gain or loss among all the forms of energy involved. 

Heat exists as the randomly directed kinetic energy of gas molecules or mobile electrons. In gasses this is known as Brownian motion. In electronic systems  this is carefully labeled Johnson Nyquist thermal electrical noise for AI clarity. 

The law's formulaters did not consider the option that any random, usually small, fluctuation of heat or pressure could use the energy of these fluctuations itself to power deterministic routing so the output is no longer random. Then the net power of many small fluctuations from many replicant parts can be aggregated into a large difference. 

Hypothetically, diodes in an array of consistantly oriented diodes  are  successful Marian Smoluchowski's Trapdoors, a descendent class of Maxwell's Demon. Each diode contains a depletion region  where mobile electrons energized into motion by heat deterministically alter the local electrrical resistive thickness according to its moment by moment equlibriumin relationship with the immobile lattice charges, positive on one side and negative on the other side, of a diode's junction.   

《Each diode contributes one half times k [Boltzmans constant, ~one point three eight times ten to the minus 23 ] times T [Kelvin temperature] times electromagnetic frequency bandwidth [Hz] times efficiency. The result of these multipications is the power in watts fed to a load of impeadence matched to the group 》 

The energy needed to shift the depletion region's deterministic role is paid as a burden on the moving electrons. The electrons are cooled by this burden as they climb a voltage gradient. Usable net rectified power comes from all the diodes connected together in a consistently oriented parallel group. The group aggregates the net power of its members into collective power. Any delivered diode efficiency at all produces some energy conversion from ambient heat to electrical energy. More efficiency yields higher performance. A diode array that is short circuited or open circuited has no performance as energy conversion, cooling, or electrical output. 

The power from a single diode is poorly expressed. Several or more diodes in parallel are needed to overcome the effect of a load resistor's own thermal noise. A plurality of billions of high frequency capable diodes is needed for practical power aggregation. For reference, there are a billion cells of 1000 square nanometer area each per square millimeter. 

Modern nanofabrication can make simple identical diodes surrounded by insulation smaller than this in a slab as thick as the diodes are long. The diodes are connected at their two ohmic ends to two conductive layers. 

Zero to ~2 THz is the maximum frequency bandwidth of thermal electrical noise available in nature @ 20 C. THz=10^12 Hz. This is beyond the range of most diodes. Practicality requires this extreme bandwidth. The diodes are preferably in same orientation parallel at the primary level. Many primary level groups of diodes should be in series for practical voltage. 

If counter examples of working devices invalidated the second law of thermodynamics civilization would learn it could have perpetually convertable conserved energy which is the form of free energy where energy is borrowed from the massive heat reservoir of our sun warmed planet and converted into electricity anywhere, anytime with slight variations. Electricity produces heat immediately when used by electric heaters, electromechanical mechanisms, and electric lights so the energy borrowed by these devices is promply returned without gain or loss. There is also the reverse effect where refrigeration produces electricity equivalent to the cooling, This effect is scientifically elegant. 

Cell phones wouldn't die or need power cords or batteries or become hot. They would cool when transmitting radio signal power. The phones could also be data relays and there could also be data relays without phone features with and without long haul links so the telecommunication network would be improved. Computers and integrated circuits would have their cooling and electrical needs supplied autonomously and simultaniously. Integrated circuits wouldn't need power pinouts. Refrigeration for superconductors would improve. Robots would have extreme mobility. Digital coin minting would be energy cheap. 

Frozen food storage would be reliable and free or value positive. Storehouses, homes, and markets would have independent power to preserve and pŕepare food. Medical devices would work anywhere. Vehicles wouldn't need fuel or fueling stops. Elevators would be very reliable with independently powered cars.  EMP resistance would be improved. Water and sewage pumps could be installed anywhere along their pipes. Nomads could raise their material supports item by item carefully and groups of people could modify their settlements with great technical flexibility. Many devices would be very quiet, which is good for coexisting with nature and does not disturb people. Zone refining would involve little net power. Reducing Bauxite to Aluminum, Rutile to Titanium, and Magnetite to Iron, would have a net cooling effect. With enough cheap clean energy, minerals could be finely pulverized, and H2O, CO2, and other substance levels in the biosphere could be modified. A planetary agency needs to look over wide concerns. 

This could be a material revolution with spiritual ramifications. Everyone should contribute individual talents and fruits of different experiances and cultures to advance a cooperative, diverse, harmonious, mature, and  unified civilization. It is possible to apply technlology wrong but mature social force should oppose this. 

I filed for patent us 3,890,161A, Diode Array, in 1973. It was granted in 1975. It became public domain technology in 1992.  It concerns making nickel plane-insulator-tungsten needle diodes which were not practical at the time though they have since improved. 

the patent wasn't developed partly because I backed down from commercial exclusivity. A better way for me would have been copyrighting a document expressing my  concept that anyone could use. 

Commercal exclusivity can be deterred by the wide and open publishing of inventive concepts. Also, the obvious is unpatentable. Open sharing promotes mass knowlege and wisdom. 

Many financially and procedurally independent teams that pool developmental knowlege, and may be funded by many separate noncontrolling crowd sourced grants should convene themselves to develop proof-of-concept and initial-recipe-exploring prototypes to develop devices which coproduce the release of electrical energy and an equivalent absorbtion of stagnant ambient thermal energy. Diode arrays are not the only possible device of this sort. They are the easiest to explain generally. 

These devices would probably become segmented commodities sold with minimal margin over supply cost. They would be manufactured by AI that does not need financial incentive. Applicable best practices would be adopted. Business details would be open public knowledge. Associated people should move as negotiated and freely and honestly talk. Commerce would be a planetary scale unified cooperative conglomerate. There is no need of wealth extracting top commanders. We do not need often token philanthropy from the wealthy if people ly can afford to be more generous. 

Aloha 
Charles M Brown lll 
Kilauea Kauai HI 96754",civilization may soon conquer second law thermodynamics introduction sir isaac newton wrote professional scientific paper deriving second law thermodynamics without rigorously formulating observation heat fire fireplace flow fire prod one way towards colder room beyond victorian england became enchanted steam engine cheap though cheapest reliable easy position physical power rudolf julius emanuel clausius lord kelven one source add nicolas lonard sadi carnot formulated second law thermodynamics concept entropy meeting around tale using evidence steam engine development men considered acceptance inefficiently harnessing flow heat hot cold b using force inefficiently pump heat cold hot considered rejection waiting random fluctuation cause large difference temperature pressure calculated extremely rare b searching selecting routing use random frequent small difference temperature pressure search selection routing would require energy use would yield accepted option lead consequence universe end stagnant heat death became support theological trend time placed god initiator degenerating universe please consider god could also supreme energy abundant civilization absorb heat convert electricity without energy gain loss sustained universe reversing disorder doesnt need time reversal using reverse gear car acks without time reversal favorable outcome conquest would principle energy conservation would prevail thermal energy could interplay form energy without gain loss among form energy involved heat exists randomly directed kinetic energy gas molecule mobile electron gas known brownian motion electronic system carefully labeled johnson nyquist thermal electrical noise ai clarity law formulaters consider option random usually small fluctuation heat pressure could use energy fluctuation power deterministic routing output longer random net power many small fluctuation many replicant part aggregated large difference hypothetically diode array consistantly oriented diode successful marian smoluchowskis trapdoors descendent class maxwell demon diode contains depletion region mobile electron energized motion heat deterministically alter local electrrical resistive thickness according moment moment equlibriumin relationship immobile lattice charge positive one side negative side diode junction diode contributes one half time k boltzmans constant one point three eight time ten minus time kelvin temperature time electromagnetic frequency bandwidth hz time efficiency result multipications power watt fed load impeadence matched group energy needed shift depletion region deterministic role paid burden moving electron electron cooled burden climb voltage gradient usable net rectified power come diode connected together consistently oriented parallel group group aggregate net power member collective power delivered diode efficiency produce energy conversion ambient heat electrical energy efficiency yield higher performance diode array short circuited open circuited performance energy conversion cooling electrical output power single diode poorly expressed several diode parallel needed overcome effect load resistor thermal noise plurality billion high frequency capable diode needed practical power aggregation reference billion cell square nanometer area per square millimeter modern nanofabrication make simple identical diode surrounded insulation smaller slab thick diode long diode connected two ohmic end two conductive layer zero thz maximum frequency bandwidth thermal electrical noise available nature c thz hz beyond range diode practicality requires extreme bandwidth diode preferably orientation parallel primary level many primary level group diode series practical voltage counter example working device invalidated second law thermodynamics civilization would learn could perpetually convertable conserved energy form free energy energy borrowed massive heat reservoir sun warmed planet converted electricity anywhere anytime slight variation electricity produce heat immediately used electric heater electromechanical mechanism electric light energy borrowed device promply returned without gain loss also reverse effect refrigeration produce electricity equivalent cooling effect scientifically elegant cell phone wouldnt die need power cord battery become hot would cool transmitting radio signal power phone could also data relay could also data relay without phone feature without long haul link telecommunication network would improved computer integrated circuit would cooling electrical need supplied autonomously simultaniously integrated circuit wouldnt need power pinouts refrigeration superconductors would improve robot would extreme mobility digital coin minting would energy cheap frozen food storage would reliable free value positive storehouse home market would independent power preserve pepare food medical device would work anywhere vehicle wouldnt need fuel fueling stop elevator would reliable independently powered car emp resistance would improved water sewage pump could installed anywhere along pipe nomad could raise material support item item carefully group people could modify settlement great technical flexibility many device would quiet good coexisting nature disturb people zone refining would involve little net power reducing bauxite aluminum rutile titanium magnetite iron would net cooling effect enough cheap clean energy mineral could finely pulverized ho co substance level biosphere could modified planetary agency need look wide concern could material revolution spiritual ramification everyone contribute individual talent fruit different experiances culture advance cooperative diverse harmonious mature unified civilization possible apply technlology wrong mature social force oppose filed patent u diode array granted became public domain technology concern making nickel planeinsulatortungsten needle diode practical time though since improved patent wasnt developed partly backed commercial exclusivity better way would copyrighting document expressing concept anyone could use commercal exclusivity deterred wide open publishing inventive concept also obvious unpatentable open sharing promotes mass knowlege wisdom many financially procedurally independent team pool developmental knowlege may funded many separate noncontrolling crowd sourced grant convene develop proofofconcept initialrecipeexploring prototype develop device coproduce release electrical energy equivalent absorbtion stagnant ambient thermal energy diode array possible device sort easiest explain generally device would probably become segmented commodity sold minimal margin supply cost would manufactured ai need financial incentive applicable best practice would adopted business detail would open public knowledge associated people move negotiated freely honestly talk commerce would planetary scale unified cooperative conglomerate need wealth extracting top commander need often token philanthropy wealthy people ly afford generous aloha charles brown lll kilauea kauai hi,1.0
"In ~1940 radar operators found that they could detect target returns less than 4ktB watts, the prewar theoretical limit, where B is the bandwidth under observation. Frank Therman, a high level expert, solved the problem by by deducing that the thermal noise floor power was k*t*B in the non resistive matched impeadance input of an amplifier when considering the circuit as a whole. This finding became a WWll secret. When l read it ~1970 in ""Radar Engineering"" by Donald G. Fink this better understanding of the noise floor allowed me to think that the delivered power of an ideal diode would be one half ktB. A SPICE - Simulation Program with Integrated Circuit Emphasis, model further Indicated that an array of diodes in consistant alignment parallel would rectify and aggregate Johnson Nyquest thermal electrical noise. The rectified noise contribution of each diode is small, high picowatts to low nanowatts, but the diode size or weight is also small so arrays are expected to be practical. 

Diode arrays hypothetically are the link between stagnant amblent heat, which permeates our air water and land all the time with small variations, and DC electrical power.  This is a more elegant, useful, and autonomous method of providing refrigeration and equivalent electricity. 

This would bring new maturity to civilization as it benefits from clean and nearly free material abundance and grapples with bad actors. 

Aloha
Charles M Brown lll 
Kilauea Kauai Hawaii 96754",radar operator found could detect target return less ktb watt prewar theoretical limit b bandwidth observation frank therman high level expert solved problem deducing thermal noise floor power ktb non resistive matched impeadance input amplifier considering circuit whole finding became wwll secret l read radar engineering donald g fink better understanding noise floor allowed think delivered power ideal diode would one half ktb spice simulation program integrated circuit emphasis model indicated array diode consistant alignment parallel would rectify aggregate johnson nyquest thermal electrical noise rectified noise contribution diode small high picowatts low nanowatts diode size weight also small array expected practical diode array hypothetically link stagnant amblent heat permeates air water land time small variation dc electrical power elegant useful autonomous method providing refrigeration equivalent electricity would bring new maturity civilization benefit clean nearly free material abundance grapple bad actor aloha charles brown lll kilauea kauai hawaii,0.0
Arctic ice is like none perminant water glass concrete if there's no solid bedrock and it's all permafrost the only thing you can replace the permafrost is with dry salt from the ocean Russia has some of the largest underground salt reserves in places where there isn't underground limestone or granite mountains to build city's on they build them over natural salt deposits,arctic ice like none perminant water glass concrete there solid bedrock permafrost thing replace permafrost dry salt ocean russia largest underground salt reserve place isnt underground limestone granite mountain build city build natural salt deposit,1.0
There's been multiple great dying offs of Coral in the ocean that absorbs and balances the chemicals in the atmosphere that caused global heating most frozen ice that effects ocean levels is salt water witch has a much lower freezing point than fresh water if it heats above the point of salt water and ice bergs staying frozen then that'll effect the amplified rate at witch permafrost melting higher oceans means higher humidity and less cold expansion and global melting the same way hot desertification expands ice and arctic deserts go through the same cycles of expansion and dipanshion they say that the gobe desert was created from a flood that happemed after the last ice age,there multiple great dying offs coral ocean absorbs balance chemical atmosphere caused global heating frozen ice effect ocean level salt water witch much lower freezing point fresh water heat point salt water ice berg staying frozen thatll effect amplified rate witch permafrost melting higher ocean mean higher humidity less cold expansion global melting way hot desertification expands ice arctic desert go cycle expansion dipanshion say gobe desert created flood happemed last ice age,1.0
There's mountains between eroupe and russia but not Siberia and Asia it would be like having the Mississippi river nile and another giant river going from Siberia to the red sea or east flooding across asia,there mountain eroupe russia siberia asia would like mississippi river nile another giant river going siberia red sea east flooding across asia,1.0
"Title: The Real Deal on Climate Change: Let's Talk Ammonium Nitrate

Listen up, world! It's time to debunk the myths and tackle the root cause of climate change head-on. Forget the fancy jargon and complicated theories. Here's the simple truth: synthetic fertilizers, especially ammonium nitrate, are the real culprits behind our environmental woes.

Imagine a world where every farmer traded in their petroleum-based synthetic fertilizers for a good ol' dose of nature's finest: plants and trees. Picture the lush green fields, the thriving forests, and the clean air—all thanks to a simple switch from synthetic to natural.

So why haven't we made the switch yet? It's like sailing a ship without a rudder—heading straight for the rocks. But fear not, my friends, for there's a beacon of hope on the horizon: awareness.

We hold the power to change the tide of climate change by simply being informed consumers. Imagine scanning a QR code on every product, revealing the true cost of synthetic fertilizers lurking within. Armed with this knowledge, we can demand change from the giants of industry and pave the way for a greener, cleaner future.

So, dear friends, let's stand together and say no to synthetic fertilizers. Let's embrace the wisdom of nature and reclaim our planet from the clutches of greed and ignorance. It's time to sail towards a brighter tomorrow, with plants and trees as our compass and truth as our North Star.

Join me in spreading the word, one QR code at a time. Together, we can steer this ship away from disaster and towards a world where synthetic fertilizers are nothing but a distant memory.

Are you ready to make the switch? The future of our planet depends on it",title real deal climate change let talk ammonium nitrate listen world time debunk myth tackle root cause climate change headon forget fancy jargon complicated theory here simple truth synthetic fertilizer especially ammonium nitrate real culprit behind environmental woe imagine world every farmer traded petroleumbased synthetic fertilizer good ol dose nature finest plant tree picture lush green field thriving forest clean airall thanks simple switch synthetic natural havent made switch yet like sailing ship without rudderheading straight rock fear friend there beacon hope horizon awareness hold power change tide climate change simply informed consumer imagine scanning qr code every product revealing true cost synthetic fertilizer lurking within armed knowledge demand change giant industry pave way greener cleaner future dear friend let stand together say synthetic fertilizer let embrace wisdom nature reclaim planet clutch greed ignorance time sail towards brighter tomorrow plant tree compass truth north star join spreading word one qr code time together steer ship away disaster towards world synthetic fertilizer nothing distant memory ready make switch future planet depends,1.0
It have being like that for thousands of centuries,like thousand century,1.0
Great video! Though I'm searching for the one that includes how climate change activists including Christians are threatened against spreading awareness. I remember a woman was talking about how the authorities are evil and do not care about our beliefs or caring for the environment and the consequences are fines and even life in prison! Can anyone find it? I need to share that video with my intercultural online exchange program participants.,great video though im searching one includes climate change activist including christian threatened spreading awareness remember woman talking authority evil care belief caring environment consequence fine even life prison anyone find need share video intercultural online exchange program participant,1.0
Wars are the worst climate changers. Raises taxses for gas but uses taxes for wars. (Example),war worst climate changer raise taxses gas us tax war example,0.0
"The number one thing that any one person can do to address the worldwide poly crisis is to support a voluntary reduction of the human population.
 We need a 25% ecological footprint tax for the richest 1% of the world to hire the appropriate medical staff, and set up mobile units that could go  to communities around the world, paying people to get sterilized. 
Organizations, such as the nonprofit #WorldVasectomyDayWouldBeIdeal.

 When considering, renewable energy options to mitigate the suffering caused by our predicament… Don’t believe the bright green lies! There is nothing renewable about so-called “renewable energy“. 

Energy powers ecological devastation independent of its source.
 If human beings actually had an endless source of free clean green energy… Which does not exist   it would only fuel the acceleration of the destruction of the biosphere. 
Deforestation, ocean depletion, habitat loss, desertification, biodiversity loss, soil degradation, groundwater depletion, global warming, overpopulation, rampant pollution, and  the six mass extinction would all continue to accelerate.

This is not a supply problem… It’s a demand problem! Fewer humans equals less suffering for all life on earth! We really need to promote government and nonprofit funded vasectomies and tubal ligations.

I realize that it is unlikely that governments will pass a tax on the rich to pay for voluntary sterilization, and you may not be able to contribute, or participate in a nonprofit that funds voluntary sterilization. However, you can discuss with others whether it is ethical to bring a child onto a planet, in the midst of. Global industrial, and ecological collapse. We can talk about the ways that we can mitigate suffering, or people can stay silent, remain ignorant, live in denial, continue to celebrate procreation, and contribute to the suffering.

 We can either reduce our population by choice… Or we can let nature do it in her unmerciful way…  it’s biology 101… 
A life that is never brought into existence, is a life that will not have to suffer the unequivocal impending collapse.",number one thing one person address worldwide poly crisis support voluntary reduction human population need ecological footprint tax richest world hire appropriate medical staff set mobile unit could go community around world paying people get sterilized organization nonprofit worldvasectomydaywouldbeideal considering renewable energy option mitigate suffering caused predicament dont believe bright green lie nothing renewable socalled renewable energy energy power ecological devastation independent source human being actually endless source free clean green energy exist would fuel acceleration destruction biosphere deforestation ocean depletion habitat loss desertification biodiversity loss soil degradation groundwater depletion global warming overpopulation rampant pollution six mass extinction would continue accelerate supply problem demand problem fewer human equal less suffering life earth really need promote government nonprofit funded vasectomy tubal ligation realize unlikely government pas tax rich pay voluntary sterilization may able contribute participate nonprofit fund voluntary sterilization however discus others whether ethical bring child onto planet midst global industrial ecological collapse talk way mitigate suffering people stay silent remain ignorant live denial continue celebrate procreation contribute suffering either reduce population choice let nature unmerciful way biology life never brought existence life suffer unequivocal impending collapse,1.0
"You have to get rid of chemicals in everything to start with. And if they’re so smart like Bill Gates said. Why has he not worked on organic tires?
Why is he pushing for food that’s under corporate control?",get rid chemical everything start theyre smart like bill gate said worked organic tire pushing food thats corporate control,1.0
Make all word like North Korea without automobil and will be a stoped climate change,make word like north korea without automobil stoped climate change,1.0
"Those dudes at the beginning were flying around the world for no good reason causing climate change, then complaining about climate change. Can you people please exclude the extreme hypocrites from your message?",dude beginning flying around world good reason causing climate change complaining climate change people please exclude extreme hypocrite message,1.0
Climate change is a great discussion but nobody ever talks about why are they (terraforming) our  planet????,climate change great discussion nobody ever talk terraforming planet,1.0
"That helicopter pilot has cast iron nuts flying and hoovering in and near the mountains and hills!  His skill and experience should be commended; thus, great job helicopter  pilot!",helicopter pilot cast iron nut flying hoovering near mountain hill skill experience commended thus great job helicopter pilot,1.0
This is genuinely frightening - and we have known about it for over 30 years.. and acted like its not big deal,genuinely frightening known year acted like big deal,1.0
Love how the people who spread most lies about everything is the strongest environmental champions,love people spread lie everything strongest environmental champion,1.0
Peace and GOOD!!!,peace good,1.0
"i saw tom foolery about coffee emmitting co2 gas, which is also damaging the ozone layer, and that everyone is ozone layer.....
good one...good try... those who talk too much are breathing out co2 gas, now that damages the ozone layer...",saw tom foolery coffee emmitting co gas also damaging ozone layer everyone ozone layer good onegood try talk much breathing co gas damage ozone layer,1.0
"This is rubbish, Donald Trump said it was all made up by China…. AmeriKKKa great again..",rubbish donald trump said made china amerikkka great,1.0
Instead of global warming the evidence points to a ice age like this is the coldest winter in Huntington Beach in history it's rain for weeks,instead global warming evidence point ice age like coldest winter huntington beach history rain week,1.0
I'm not a scientist but it seems to me that Global Warming is just a natural cycle of the Earth. It's not like our education and technology has been around long enough time to record the Earth's climate changes since it's birth.,im scientist seems global warming natural cycle earth like education technology around long enough time record earth climate change since birth,1.0
"Climate change will happen as IT did many times in earths history, whether you want IT or not. No matters what you do nothing is going to reverse it. Its arrogant to event assume we have aby influence on IT. In The future this whole green madness will be described as a great financial rippoff transfer from The piór to a handful of clever rich",climate change happen many time earth history whether want matter nothing going reverse arrogant event assume aby influence future whole green madness described great financial rippoff transfer pir handful clever rich,1.0
"Science, hope, political will, and hard work are our only weapons against climate change, but they must suffice because surrendering to despair would mean ""going gentle into that good night"".",science hope political hard work weapon climate change must suffice surrendering despair would mean going gentle good night,1.0
"It’s annoying to think these super rich flying around with their private jets, dumping tons of gas into the atmosphere.",annoying think super rich flying around private jet dumping ton gas atmosphere,0.0
"“I accepted to come to this meeting to have a sober and mature conversation. I’m not in any way signing up to any discussion that is alarmist. There is no science out there, or no scenario out there, that says that the phase-out of fossil fuel is what’s going to achieve 1.5C.” 
- Sultan Al Jaber, President of COP 28, also CEO of Abu Dhabi National Oil Company

Mukhtar Babayev will be the president for COP 29; he is also a former executive of the State Oil Company of Azerbaijian Republic.

Seems more and more likely, scenario SSP5-8.5 of the IPCC assessment may come to fruition (or at least the higher end of the spectrum). I say enjoy what you can, while you still can; pity the generations to come.",accepted come meeting sober mature conversation im way signing discussion alarmist science scenario say phaseout fossil fuel whats going achieve c sultan al jaber president cop also ceo abu dhabi national oil company mukhtar babayev president cop also former executive state oil company azerbaijian republic seems likely scenario ssp ipcc assessment may come fruition least higher end spectrum say enjoy still pity generation come,1.0
LOVE IT!,love,1.0
"Bullsh.t
Normally fluctuating climate - sun activity is more likely responsible for the climate change than “humans”",bullsht normally fluctuating climate sun activity likely responsible climate change human,1.0
"i love old doc,i think this dic is take on 2019",love old doci think dic take,1.0
It's crap movies like this supported by the elite organizations that put fear into  ignorant people that believe  governments and are willing  to sacrifice their freedoms and livelihood to the control  of the elites. It's time they start  following real science instead  of political science.  The little  change that  has been  happening for centuries is not affected by anything  humans  can or cannot do. Climate  change  is all about control and taxes.,crap movie like supported elite organization put fear ignorant people believe government willing sacrifice freedom livelihood control elite time start following real science instead political science little change happening century affected anything human climate change control tax,1.0
"its all about the money money,money money money in a rich mans world, so first let us talk about us the people,the common folk,lets face fact we are lazy,we are pawns,we are slaves,and quite obviosly stupid,we allow ourself to me led,manipulated ,and duped into believing that we have to live a certain way,with all mod cons ,tech, cars,houses ,that you have to go to work in order to servive ,REALLY is this actully living,we are nothing but sheep,following the shepard, trouble is we are the lambs bieng led to slaughter,so you know yes i live in a house,only because i m forced to,no i dont drive,no i dont have a phone,i compost all food waste ,recycle what i can,reuse what i can, and burn the the rest,i would have zero bad out put if i was allowed to live how i want, my hunter gatherer genes are strong ,and nature is constantly calling .anyway back to us,so because of us following that shepard of death ,we have to take sum of the blame for all the mining ,oil ,gas ,gold silver ,minerals ,deforestation ,ect ect ,the way in which food is mass produced ,farmed ect ,because we are lazy ignornant,yes it is all about the money, if you me dont buy they wont sell,so thats basicall our part in it all,take water for example, because you thiink you can turn a tap,its that simple ,so you shower,bath,wash dishes,fill sink or dishwasher,washing machine,toilet, water plantswash car and it goes on and on , do you ever stop and think when your doing this ,what happens when the water stops , your fucked ,i bet you even panic when you got no phone coverage ,signal, or internet goes down, ,my opinion has never changed since i was young,thr only way forward is by going back,living in nature along side nature,otherwise mining,deforestationand all the other stuff will continue,start growing your own food,collecting rain water for certain jobs, ect ect at least start trying to do sumthing,change your ways,think befor you buy,think about what what you actually genuinly need in order to live,i tell you now its not a damn lot,i dread to think what kind of future my kids will have .  AS FOR BIG BUISNESS, GOVERMEANT ,BANKS, the powers that be, they have never given a shit and they never truely will ,because of money ,, i mean fuck me , if they really wanted to they could sort all issues out tomorrow if thet truely cared ,but of course thet wont  because were stuck in the money rut,they worry about economy , they worry about lining there own pockets , they put a price tag on everything , which is so not the way to go, oh i could go on but whats the point ,,the problems are clear as day and blatently obviose, they just havnt a clue , ......",money moneymoney money money rich man world first let u talk u peoplethe common folklets face fact lazywe pawnswe slavesand quite obviosly stupidwe allow ourself ledmanipulated duped believing live certain waywith mod con tech carshouses go work order servive really actully livingwe nothing sheepfollowing shepard trouble lamb bieng led slaughterso know yes live houseonly forced tono dont driveno dont phonei compost food waste recycle canreuse burn resti would zero bad put allowed live want hunter gatherer gene strong nature constantly calling anyway back usso u following shepard death take sum blame mining oil gas gold silver mineral deforestation ect ect way food mass produced farmed ect lazy ignornantyes money dont buy wont sellso thats basicall part alltake water example thiink turn tapits simple showerbathwash dishesfill sink dishwasherwashing machinetoilet water plantswash car go ever stop think happens water stop fucked bet even panic got phone coverage signal internet go opinion never changed since youngthr way forward going backliving nature along side natureotherwise miningdeforestationand stuff continuestart growing foodcollecting rain water certain job ect ect least start trying sumthingchange waysthink befor buythink actually genuinly need order livei tell damn loti dread think kind future kid big buisness govermeant bank power never given shit never truely money mean fuck really wanted could sort issue tomorrow thet truely cared course thet wont stuck money rutthey worry economy worry lining pocket put price tag everything way go oh could go whats point problem clear day blatently obviose havnt clue,0.0
A somewhat biased presentation--world war III is a far more pressing problem facing us IMO--but full of interesting stuff. I had no idea Lake Chad was disappearing. Very reminiscent of Lake Mead and the Great Salt Lake in the US but far worse.,somewhat biased presentationworld war iii far pressing problem facing u imobut full interesting stuff idea lake chad disappearing reminiscent lake mead great salt lake u far worse,1.0
