comment,cleaned_comment
Solution: Love for the Earth and planting trees worldwide. 📌,solution love earth planting tree worldwide
Leaders of Strongest countries like Germany are busy supporting wars and Genocides meanwhile ignoring the most dangerous danger eating the planet gradually.,leader strongest country like germany busy supporting war genocide meanwhile ignoring dangerous danger eating planet gradually
"Underestimating the pace of climate change seems to be a chronic problem even among scientists because of the many variables that are contributing in one way or another and the degree to which they make their contributions, as well as their constants, many of which are adjustable; if we can only reach a political consensus. This is the biggest hurdle and clearing it is as unlikely as being able to see with the naked eye the difference made to the ocean by the addition of a single drop of water. 😢",underestimating pace climate change seems chronic problem even among scientist many variable contributing one way another degree make contribution well constant many adjustable reach political consensus biggest hurdle clearing unlikely able see naked eye difference made ocean addition single drop water
All this dangerous climate propaganda is the #1 reason I'll be voting for Trump!,dangerous climate propaganda reason ill voting trump
Ah climate change is a made up narrative to enable governments to control people for government benifit. Climate is cyclical over hundreds of years.,ah climate change made narrative enable government control people government benifit climate cyclical hundred year
Limies...more intrusive R.,limiesmore intrusive r
Is it too late? Or we can still commit into something that can contribute to preserving what can be done no matter how insignificant.,late still commit something contribute preserving done matter insignificant
Yes Russia is very worried about climate change😢,yes russia worried climate change
"All of this was already expected to happen. Read Matthew 24 in the Bible. Prepare for the rapture, only for those who are waiting in Jesus Christ, He will come to seek your Faithful Church. Repent of your sins and seek Jesus Christ, because only He is: The Way, the Truth and the Life. No one will go to God without first recognizing that Jesus Christ is the Messiah, son of God. Those who deny Jesus Christ will remain on this earth in destruction and will go through the ""Great Tribulation"". You will have to deny the mark of the beast that will be marked on the population, this mark is man's number ""666"". Here on earth the false anti-Christ will rule and perform great signs and wonders that many will believe he is the Messiah. You will have to deny him in order to go to Heaven. Read Revelation 13",already expected happen read matthew bible prepare rapture waiting jesus christ come seek faithful church repent sin seek jesus christ way truth life one go god without first recognizing jesus christ messiah son god deny jesus christ remain earth destruction go great tribulation deny mark beast marked population mark man number earth false antichrist rule perform great sign wonder many believe messiah deny order go heaven read revelation
You have been lied to about climate change nothing on earth was ever black building black roofs roads solar panels is bad for the environment dark colors will be 40 degrees warmer than say white do your own research it’s facts.,lied climate change nothing earth ever black building black roof road solar panel bad environment dark color degree warmer say white research fact
Imagine Living with this Female. ' hi honey how was Your day?' You ask.. Sje replies  ' i thjnk the World will end. Im g oing to abort. Its too much',imagine living female hi honey day ask sje reply thjnk world end im g oing abort much
"Change climate 
The problem is 
The government conspiracy HAARP 
Kill the weather",change climate problem government conspiracy haarp kill weather
"Nature doesn't distinguished b/w rich and poor, it's only their foolishness that makes them think it that way. But by now them much have wooken up and should start investing all their resources in preventing our extensions.❤🙏🙏🙏",nature doesnt distinguished bw rich poor foolishness make think way much wooken start investing resource preventing extension
Paradise Lost…..,paradise lost
"unless china and india were to get on board, no amount of change would even make a dent sadly. The earth will be just fine. Humans, maybe not so much.",unless china india get board amount change would even make dent sadly earth fine human maybe much
"Lies and fear mongering which will cause the destruction of our Western civilisation! There is nothing without cheap reliable energy. And even if climate is warming, the causes are far from clear, not to mention it can be a natural cycle, so there is a good chance that our self-inflicting pain is for nothing. Funny how DW has environmental concerns, but has no problems with fuelling the ongoing wars with tens of billions of dollars and killing hundreds of thousands of innocent people in the process.",lie fear mongering cause destruction western civilisation nothing without cheap reliable energy even climate warming cause far clear mention natural cycle good chance selfinflicting pain nothing funny dw environmental concern problem fuelling ongoing war ten billion dollar killing hundred thousand innocent people process
"These fools don’t even understand the problem, how can they come up with solutions?",fool dont even understand problem come solution
The climate is always in a constant state of change.  Nothing new here on earth.,climate always constant state change nothing new earth
"The big Governments' Corporations have all been messing up with our Sacred Mother Earth...and,now she has had enough of their Greed,and Corruption,so she's taking matters into her hands !...",big government corporation messing sacred mother earthandnow enough greedand corruptionso shes taking matter hand
"the climate has changed for thousands of years, deal with it 🤦‍♀️",climate changed thousand year deal
"We’ll be fine, as long as we can evolve our building materials to be self sustaining (recycled trash or concrete) and more durable/preferable to the new climate issues…",well fine long evolve building material self sustaining recycled trash concrete durablepreferable new climate issue
"There's a common belief that increasing CO2 levels in the atmosphere leads to more global warming.
However, this idea is challenged by some scientists and the basic laws of physics: Beer's – Lambert’s Law. A study of this by H. Hug from about 50 years ago using FTIR spectroscopy supports this view. Michel van Biezen also has a series of 4-minute YouTube lectures, Astronomy and the Atmosphere, that provide easily understandable information on this topic.

The absorption of infrared heat from the Earth’s surface by CO2 is most effective at a specific wavelength (14.97 micrometers). This absorption reaches a maximum, or becomes saturated, at relatively low CO2 levels (less than 100 parts per million) just meters from the earth’s surface. Beyond this concentration, adding more CO2 doesn’t significantly increase heat absorption because all the infrared (IR) radiation that CO2 can absorb is already being fully absorbed close to the Earth’s surface. This accounts for about 10 degrees Celsius of basic Greenhouse warming.

The speculation that CO2 can re-emit absorbed IR radiation into the upper atmosphere and cause further warming from CO2 conflicts with Beer’s – Lambert’s Law and with the spectroscopy data that confirms the end point to absorption. Virtually all of the heat that CO2 can absorb is already accomplished. Other wavelengths of CO2 absorption, near 2, 3, and 4 micrometers, and even in the proposed wider band of 14.8 to 16 micrometers, excluding 14.97 of course, contribute very little to overall absorption.

Given these points, the focus on increasing CO2 levels and their catastrophic potential is greatly overemphasized. Instead, redirecting efforts to other effects CO2 might have, and investing in nuclear energy development would be a more effective use of resources.
Sincerely, Don Kloos, Chemist.",there common belief increasing co level atmosphere lead global warming however idea challenged scientist basic law physic beer lambert law study h hug year ago using ftir spectroscopy support view michel van biezen also series minute youtube lecture astronomy atmosphere provide easily understandable information topic absorption infrared heat earth surface co effective specific wavelength micrometer absorption reach maximum becomes saturated relatively low co level less part per million meter earth surface beyond concentration adding co doesnt significantly increase heat absorption infrared ir radiation co absorb already fully absorbed close earth surface account degree celsius basic greenhouse warming speculation co reemit absorbed ir radiation upper atmosphere cause warming co conflict beer lambert law spectroscopy data confirms end point absorption virtually heat co absorb already accomplished wavelength co absorption near micrometer even proposed wider band micrometer excluding course contribute little overall absorption given point focus increasing co level catastrophic potential greatly overemphasized instead redirecting effort effect co might investing nuclear energy development would effective use resource sincerely kloos chemist
"This is mumbo  jumbo 'science' because there is no evidence that C2 causes global warming, the globe has had 10 times the current levels in previous millenia, which was responsible for the 'freening' of the planet. Also, we have absolutely NO IDEA of what temperature increase or decrease will cause any so-called 'catastrophe' we only have what amounts to dodgy forecasts, so until we have any real evidence, these people should be ignored and avoided for the scaremongers they really are.",mumbo jumbo science evidence c cause global warming globe time current level previous millenia responsible freening planet also absolutely idea temperature increase decrease cause socalled catastrophe amount dodgy forecast real evidence people ignored avoided scaremonger really
"Climate change is a hoax, but it gives government more control and power over the population.",climate change hoax give government control power population
👽 ALIENS RIDE PAST EARTH & LOCK THEIR DOORS! 👽,alien ride past earth lock door
"They think this system will last til the end of the century, lol😂 it won’t make it past 2027,and it won’t end how you think. There is a group of honest individuals out there that have been warning people from door to door that this system is ending g but no one listens. Well, it’s time to listen, and live.",think system last til end century lol wont make past wont end think group honest individual warning people door door system ending g one listens well time listen live
"climate change has become a victim of ""the boy who called wolf"" syndrome. not even considering the fact that all the so-called ""green"" attempts, aren't actually green at all. it all about the money now.",climate change become victim boy called wolf syndrome even considering fact socalled green attempt arent actually green money
"Oil producing countries are produced more heats especially natural gas plant, the earth becomes hotter and hotter big economies nations are liable for the global warming",oil producing country produced heat especially natural gas plant earth becomes hotter hotter big economy nation liable global warming
🇺🇸  MAGA 🇺🇸 TRUMP 2024 🇺🇲,maga trump
"Global warming is a globalist scam .........
Point blank.....         It's just one tool to implement Global communist control",global warming globalist scam point blank one tool implement global communist control
"When I lived in southern Germany for three years, we were constantly under a thick cloud of industrial pollution from northern industry. If you drove to a higher point, you could see where you lived and the constant soup you lived under. This must change and hopefully all over the world, where this is the case there will be groups like this one who push for change. The answers are in our hands.",lived southern germany three year constantly thick cloud industrial pollution northern industry drove higher point could see lived constant soup lived must change hopefully world case group like one push change answer hand
"A quick and easy fix to stop Global Warming.

Turn off all air conditioners in government buildings worldwide - immediately.  This will reduce global warming emissions by 10% to 15% immediately.",quick easy fix stop global warming turn air conditioner government building worldwide immediately reduce global warming emission immediately
Reform We should not be taken in by global warming as the world has been warm before. Believe the science and you stay poor and corporates get rich. They are not doing anything about making thing last longer such as white goods and electronic items like computers they stop supporting them and make upgrade to new where are the climate change on this- no that will lose money they will nat act on that only make us pay for green energy  Look what goes up in the atmosphere when they sell weapons to these other countries. As I say it's all money.,reform taken global warming world warm believe science stay poor corporates get rich anything making thing last longer white good electronic item like computer stop supporting make upgrade new climate change lose money nat act make u pay green energy look go atmosphere sell weapon country say money
"There is NO climate change, there's only a climate shift, which is perfectly normal and purely natural!
It has happened many times over billions of years!
We've got various tropical eras, droughts and ice ages!
Should we blame the dinasaurs, saber tooth tigers, mammoths, polar bears, penguins and bisons for these climate shifts??
Europe is getting warmer on average while South America is getting cooler and the same counts for Alaska and Siberia getting warmer while North East Asia is cooling down!
Snowfall has broken records in Brazil in the 20th century compared to the 19th!
Most likely as mother nature continues what she's doing we'll break that record this century and the one after that!",climate change there climate shift perfectly normal purely natural happened many time billion year weve got various tropical era drought ice age blame dinasaurs saber tooth tiger mammoth polar bear penguin bison climate shift europe getting warmer average south america getting cooler count alaska siberia getting warmer north east asia cooling snowfall broken record brazil th century compared th likely mother nature continues shes well break record century one
None of this will stop none of this will even slow down we are destined for Extinction.  Consumerism making and buying of products will never stop it is the system and the system is our end… No matter what anybody says billions of tons of waste are produced in our atmosphere land and water every single day… So you can have your bag of chips your cell phone whatever… We will become extinct sooner than you think,none stop none even slow destined extinction consumerism making buying product never stop system system end matter anybody say billion ton waste produced atmosphere land water every single day bag chip cell phone whatever become extinct sooner think
War and/or military actions are a huge contributor to the toxins that cause global warming!,war andor military action huge contributor toxin cause global warming
"Why should africa , the least poluting contributer go along with this ? We need coal and will use it to develope.",africa least poluting contributer go along need coal use develope
"These changes happen on a cyclical basis for many thousands of years, the ice cores show this, and all the perma frost melting was never really considered in the equation.",change happen cyclical basis many thousand year ice core show perma frost melting never really considered equation
Then go to bed at night and stop heating uo the atmosphere with street lights....DUHHHH.bunch of idiots  !!! Light =Heat...DUHHHHH,go bed night stop heating uo atmosphere street lightsduhhhhbunch idiot light heatduhhhhh
Biden next term should outlaw air conditioning to save the planet.,biden next term outlaw air conditioning save planet
"Scientists say maybe I thought they didn't use maybe, also what about icebergs like the one that struck the Titantic and what about the glaciers melting was that global warming too stop lying to people .",scientist say maybe thought didnt use maybe also iceberg like one struck titantic glacier melting global warming stop lying people
"Clean up the environment by all means.  
In the 70s the sky's were yellow and breathing burned, in California.  Regulations and innovations and now we breath easier.  But humans don't cause global warming.",clean environment mean sky yellow breathing burned california regulation innovation breath easier human dont cause global warming
"Looks like evaporation and rain will follow after the glacials, until another glacial GOD protect us for ever that's his promes...",look like evaporation rain follow glacials another glacial god protect u ever thats promes
I think wail life parasites and wile live without borders and live stock including are creating plagues and trees are dying of plagues and forest fires....,think wail life parasite wile live without border live stock including creating plague tree dying plague forest fire
Population explosion is the only reason...every other reason is consequence of that but still no steps on population control instead people like Elon Musk shamelessly boast that increase  population to settle in Mars...such a Alien man. And yes people like him who are ultra rich do carbon emissions the most for personal purposes or to please his investors.,population explosion reasonevery reason consequence still step population control instead people like elon musk shamelessly boast increase population settle marssuch alien man yes people like ultra rich carbon emission personal purpose please investor
"Well I just realized , adding 1 trillion tonnes of co2 to atmosphere would not just change the jet streams,  it should likely disorder the electrical activity of the sky,  as co2 is likely a bad conductor , where as water and moist air is better , so it’s like adding a 30 % stronger resistor or capacitor to a circuit , the capacitor,  high sky , building up a bigger charge when finally released  . Thus likely More violent weather . 
Carbon and co2 are bad conductors",well realized adding trillion tonne co atmosphere would change jet stream likely disorder electrical activity sky co likely bad conductor water moist air better like adding stronger resistor capacitor circuit capacitor high sky building bigger charge finally released thus likely violent weather carbon co bad conductor
Either I have gotten too sensitive to heat or the summers in northern Finland have gotten much more hot recently,either gotten sensitive heat summer northern finland gotten much hot recently
Early 50s 110 with no air conditioning  not hotter now People are out shape kids played outside then without bottled water they walked instead of riding in air conditioning. conditioning condition,early air conditioning hotter people shape kid played outside without bottled water walked instead riding air conditioning conditioning condition
"all the strange weather (climate change) was foretold by Jesus himself as a warning, could these things be precursors to the end ?",strange weather climate change foretold jesus warning could thing precursor end
"Nice Explain full video watching without skipping want to know more about Global warming. 
Thanks you D.w. documentary and all Team members.",nice explain full video watching without skipping want know global warming thanks dw documentary team member
Less the population.,less population
So sad😢,sad
Huge respect and gratitude to these scientists and environmental activists!,huge respect gratitude scientist environmental activist
Global warming is destroying 😔,global warming destroying
can we face reality..the planets climate is changing and because of human greed it can not be stopped...maybe delayed..all we can hope for is to adapt...,face realitythe planet climate changing human greed stoppedmaybe delayedall hope adapt
My work place of only 5 peoples and I’m the only person who recycles and eat meat only 1 or twice a month. In these climate change one person doesn’t make a difference but I still do what I can,work place people im person recycles eat meat twice month climate change one person doesnt make difference still
Hahahaha! The earth has no salvation and humans are going to live it through the bullcrap they ve done to the planet…. playback baby!😊,hahahaha earth salvation human going live bullcrap done planet playback baby
Glaciers have always melted and reformed thats way you find bodies and aairplanes and many other things !,glacier always melted reformed thats way find body aairplanes many thing
"No one, scientists included have any idea what will happen in 10-30 years.  These researchers must 'toe the line' to get funding.
This surely how this video was funded.  If they had questioned Climate Change?  - No money and tossed from the scientific community. Too bad.",one scientist included idea happen year researcher must toe line get funding surely video funded questioned climate change money tossed scientific community bad
I wonder how much co2 was produced to create this video?,wonder much co produced create video
"There AINT NO global warming, except that they put on us!!!",aint global warming except put u
Living in the desert was never the best idea to start with.,living desert never best idea start
Que Dieu nous protège de ce changement ainsi que les suivants,que dieu nous protge de ce changement ainsi que le suivants
its simple regardless we can't move on until we crack nuclear fussion for energy and find a alternative for manufacturing. Other than nuclear fussion for energy I don't see what else can replace our energy needs,simple regardless cant move crack nuclear fussion energy find alternative manufacturing nuclear fussion energy dont see else replace energy need
Using microalgae to produce fake palm oil. Palm oil is very bad for our health. We should eat fat from the animal kingdom. What a joke!,using microalgae produce fake palm oil palm oil bad health eat fat animal kingdom joke
Bangladesh has been suffering a lot for climate change..,bangladesh suffering lot climate change
Propaganda documentary. Anyone who believes in anthropogenic climate change is incapable of. Critical thinking!,propaganda documentary anyone belief anthropogenic climate change incapable critical thinking
"Nature always wins. Nature is IMPOSSIBLE to beat no matter what. Just like the COSMOS, you cannot beat it",nature always win nature impossible beat matter like cosmos beat
﻿Evadore eva can solve climate crisis which is on the way & Eva is gem u can thanks me in 2025,evadore eva solve climate crisis way eva gem u thanks
2 funny haaaaaa haaaaaa there is no stopping climate change/ guess what it's also harming our food supply.get ready for the great fkn heat.,funny haaaaaa haaaaaa stopping climate change guess also harming food supplyget ready great fkn heat
Climate Change is code for Globalist Communism.,climate change code globalist communism
"The wisdom of man is foolishness to God. Seek first His Kingdom and Righteousness and all these things shall be added unto you. This earth is destined for a consuming fire! God is in control, NOT MANKIND! It is God’s earth and everything in it, on it and around it are His! People should stop trying to scare others with deceptive narratives such as “ global warming” and “ climate change” and concentrate on their hearts and souls! This earth is going to be completely destroyed by the wrath and fire of Almighty God. Leave the climate to the One who created it and seek Him!",wisdom man foolishness god seek first kingdom righteousness thing shall added unto earth destined consuming fire god control mankind god earth everything around people stop trying scare others deceptive narrative global warming climate change concentrate heart soul earth going completely destroyed wrath fire almighty god leave climate one created seek
"include the effects of oil fields, wars and weapons, lunching humans and satellites to space and conventional airlines.",include effect oil field war weapon lunching human satellite space conventional airline
Scientists can't come to rescue in the climate crisis without citizens fighting disinformation and making better choices to individually reduce emissions,scientist cant come rescue climate crisis without citizen fighting disinformation making better choice individually reduce emission
You cant stop the sun.,cant stop sun
What an absolute joke! Trillions being spent by thousands of delusional people on a total non-problem.,absolute joke trillion spent thousand delusional people total nonproblem
War doesn’t help😢,war doesnt help
Stop buy unnecessary things from across the world 🌎 and only buy what you need to lob from your local store make sure you don’t buy stuff from the store that is from out of your state or country turn off your lights get off your phone seriously 😒 go for a walk go buy a dog no more kids people seriously 😳 to many baby are not helping one kids is enough to make you happy 😃 two in this planet it’s not ideal 😢,stop buy unnecessary thing across world buy need lob local store make sure dont buy stuff store state country turn light get phone seriously go walk go buy dog kid people seriously many baby helping one kid enough make happy two planet ideal
We really do not know this but I think this global warming is a natural season of the earth same as the ice age.,really know think global warming natural season earth ice age
We cannot imagine what is happening next.❤,imagine happening next
"Simply assuming that all effects of climate change are bad for all people and the planet is ignorance on display. For example the increase in C02 has resulted in the planet becoming significantly greener also, food production world wide is increasing. The fact is that warmer temps and more C02 promote plant growth.",simply assuming effect climate change bad people planet ignorance display example increase c resulted planet becoming significantly greener also food production world wide increasing fact warmer temp c promote plant growth
"""We""know what to do but ""we""don't want",weknow wedont want
haha showing ads for sea cruises on a climate change doc,haha showing ad sea cruise climate change doc
When I heard the Global world Leaders trying to change..... yeah right bro. I already lost hope.,heard global world leader trying change yeah right bro already lost hope
i lol at the fabrics covering glass facades. like. how about stop making buildings from glass and steel and maybe build like they traditionally do in warm arid regions of the earth? because it WILL get warmer. duh.,lol fabric covering glass facade like stop making building glass steel maybe build like traditionally warm arid region earth get warmer duh
"Nothing we can do, these events are cyclical and have been for thousands of years. Indians have records.",nothing event cyclical thousand year indian record
Rich countries who started the Industrial Revolution should start fixing what they have ruined.,rich country started industrial revolution start fixing ruined
"IF WE THINK ABOUT IT WE CAN ELIMINATE ALL POLLUTION WITHIN A YEAR. BUT IT WOULD TAKE EVERY COUNTRY COLLECTIVELY AND COST THE MOON BUT WE HAVE NO CHOICE, LIKE IF INTERESTED AS I SHUT DOWN MY REPLIES TO MY COMMENTS!!",think eliminate pollution within year would take every country collectively cost moon choice like interested shut reply comment
"Have you known about Space Based Solar Power/SBSP done by Communist China, USA, UK etc. ?   They want to create new electricity and heat power from space then beam those back to earth in quantity enough to generate electricity.   This create much higher temperature around the area beamed  and could effect rain cloud to the point of drought and storm unintentionally.   More than ten high companies around for test run already.  So……………Space Future Frontier of War is highly possible, to me.  Global Warming become true story highly as a result of this SBSP.",known space based solar powersbsp done communist china usa uk etc want create new electricity heat power space beam back earth quantity enough generate electricity create much higher temperature around area beamed could effect rain cloud point drought storm unintentionally ten high company around test run already sospace future frontier war highly possible global warming become true story highly result sbsp
"Do you know that one of the main reasons for climate change is non-vegetarianism because humans have to rear many animals to eat non-vegetarian food and to increase the number of animals, they are bred unnaturally, which increases their number a lot. Grains and fodder are grown for these animals to eat. Many trees are cut to grow grains and fodder. In this way, forests are being destroyed, due to which the amount of carbon dioxide in the atmosphere is increasing and carbon dioxide traps the heat of the sun. This increases the temperature of the earth. Due to which climate change occurs. Therefore, to save the earth, give up non-vegetarianism. Let the number of animals increase naturally. Nature maintains its balance through the food chain.",know one main reason climate change nonvegetarianism human rear many animal eat nonvegetarian food increase number animal bred unnaturally increase number lot grain fodder grown animal eat many tree cut grow grain fodder way forest destroyed due amount carbon dioxide atmosphere increasing carbon dioxide trap heat sun increase temperature earth due climate change occurs therefore save earth give nonvegetarianism let number animal increase naturally nature maintains balance food chain
Extreme cold hits Finland. Take that global warming!,extreme cold hit finland take global warming
German media is hsitorically a master on normalising genocides 👏👌🥇🏆,german medium hsitorically master normalising genocide
"Just 4 months ago I witnessed a 1mile long train and every car on that train had open cars full of coal!! I was dumbfounded not ever seeing such a long train!! And carrying just coal,nothing else.....😢😮",month ago witnessed mile long train every car train open car full coal dumbfounded ever seeing long train carrying coalnothing else
More people around the world need to be counted and step up to the plate to help save our tiny blue planet.....we are now at the tipping point of no return.....let's all unite together and save our blessed mother earth......it has to happen now or never!!!!thank you!!!!!❤❤❤❤😊,people around world need counted step plate help save tiny blue planetwe tipping point returnlets unite together save blessed mother earthit happen neverthank
"Absolte GARBAGE, please stop this bullshit.",absolte garbage please stop bullshit
Humans suck,human suck
China is the worst polluter still!,china worst polluter still
"What about the massive numbers of cell phones, cell towers and satellites emitting microwave radiation onto the earth?",massive number cell phone cell tower satellite emitting microwave radiation onto earth
Academic propaganda.,academic propaganda
"Our mistake is, we don’t appreciate the Mother Nature !!! The earth 🌏 will survive but human will not !!",mistake dont appreciate mother nature earth survive human
"One minute in, and this ""documentary"" is laughable. Stupid, and undocumented statements is state, and funny enough, no warnings from YouTube about the verification of this nonsense comes up. But if some of the brightest professors and Nobel price winners states in another video, that climate change is a natural phenomenon and Co2 is nor a poluter neither toxic (and can prove it!) Green socialists and YouTube blocks it. Laughable.",one minute documentary laughable stupid undocumented statement state funny enough warning youtube verification nonsense come brightest professor nobel price winner state another video climate change natural phenomenon co poluter neither toxic prove green socialist youtube block laughable
Global warming might wipe out (i hope) humanity that can only be a good thing!,global warming might wipe hope humanity good thing
"The populations of the world rely upon farming for food,
Farming in turn relies upon predictable weather,
as climate changes and reacts to changes in atmospheric chemistry, weather will be less predictable, and farming will suffer consequences.
I don't ponder about 'when' climate change will ware up 2 3 5 degrees C, instead I ponder the crop failures floods and droughts in the news and evident in grocery store price increases.",population world rely upon farming food farming turn relies upon predictable weather climate change reacts change atmospheric chemistry weather less predictable farming suffer consequence dont ponder climate change ware degree c instead ponder crop failure flood drought news evident grocery store price increase
"We want LGBTQ rights in Bangladesh. 
🏳️‍🌈🇧🇩🏳️‍🌈",want lgbtq right bangladesh
"I live in the rocky mountains. 4,000 is a hill, not an extreme mountain.",live rocky mountain hill extreme mountain
Use the ocean and the facilities already in place (dams etc) for renewable and zero usage energy,use ocean facility already place dam etc renewable zero usage energy
It is sad. Devastating to those who always lived there.,sad devastating always lived
Where did the MASToDON’s GO??,mastodon go
Ahh another lefty presentation! BYE BYE! Grifters!,ahh another lefty presentation bye bye grifter
"We live on a planet that is constantly evolving, from the sun's energy to the elliptical orbit around the sun , but every one is blaming us and trying to make us pay for countries with no pollution limits 😮",live planet constantly evolving sun energy elliptical orbit around sun every one blaming u trying make u pay country pollution limit
Climate change is not based on batteries aline !,climate change based battery aline
"In the last 20y the earth has been greening, food prices have come down, no catastrophe so far.",last earth greening food price come catastrophe far
Grande problème par ton,grande problme par ton
"Ban combustion engines immediately ! No more Nascar, no more motor racing as weve known it. Stop flying everywhere. Propel your self to work. Mass transit is needed. Reduce buying manufactured goods. Everyone must act or else...we goin away.",ban combustion engine immediately nascar motor racing weve known stop flying everywhere propel self work mass transit needed reduce buying manufactured good everyone must act elsewe goin away
I live in eastern europe when i was little we had snow heavy in winter right now we have altmost no snow and is very sad,live eastern europe little snow heavy winter right altmost snow sad
"United States is funding two wars, that is a serious problem….. We are headed for disaster 😮😢",united state funding two war serious problem headed disaster
Nauseatengly stupid notions and document,nauseatengly stupid notion document
"One thingh is cleare THE 'F"" FOSSILS HAVE NOT TURN INTO OIL (PETROLEUM...PETROS ROCK OLEOUM  OIL) ISCEHOLESS!",one thingh cleare f fossil turn oil petroleumpetros rock oleoum oil isceholess
"Combat climate change??? HOW??? You iceholes?? 
There in no climate without temperature CHANGE!! UP and DOWN!!
To much cowshittt...so little time!!",combat climate change iceholes climate without temperature change much cowshitttso little time
Elites will find new planet ..commoners will be toasted here  only,elite find new planet commoner toasted
And people are still buying this,people still buying
"Climate change , the sometimes question of causes , while we have lost planetary mass in system there are less planets to absorb the same energy output , while the rise in the  e c r  goes hand in hand with deforestation and to the real reason we need trees to earth the energy as we breath the ocean after it's been slammed by forty lightning strikes per second making the gas we call atmosphere , the sad truth , we probably sterilise ourselves before we have the man power to replant and cable up as the open network in microwave and ultrasound tech in about three generations will destabilise the womb temperature to allow an egg to settle or burst it's core. But I'm sure knowing will have way",climate change sometimes question cause lost planetary mass system less planet absorb energy output rise e c r go hand hand deforestation real reason need tree earth energy breath ocean slammed forty lightning strike per second making gas call atmosphere sad truth probably sterilise man power replant cable open network microwave ultrasound tech three generation destabilise womb temperature allow egg settle burst core im sure knowing way
"Já existiram inúmeros aquecimentos e arrefecimentos globais no planeta.
É só mais um na sua idade geologica do planeta Terra.
Não sejam ridículos",j existiram inmeros aquecimentos e arrefecimentos globais planeta mais um na sua idade geologica planeta terra sejam ridculos
"Climate change is just as fake as jehovahs witnesses. Their prediction rate is roughly the same. As it pertains to global destruction, ask yourself, what’s more likely, driving to work in an suv? Or that there are people that can profit off the conversation? And if they can profit, why do we assume automatically that they are the only interested in it purely based on altruism. Deep down the answer is evident.",climate change fake jehovah witness prediction rate roughly pertains global destruction ask whats likely driving work suv people profit conversation profit assume automatically interested purely based altruism deep answer evident
DW = Dim Wit documentarys,dw dim wit documentary
Lets listen to this BS...Climate change Bs,let listen bsclimate change b
"Fear sells! In the 70s it was ICE now it's HEAT. Well, according 2 Al Gour and Kerri we should have been all been dead from the mid 2000s 😂😂😂 the earth climate has always been changing. Now they r using it 2B RICH if the climate is so bad, plant a few more tree and protect the Rain Forest. These 1 thing with this, theirs no money in that 4 no1 2B RICH! 😂😂",fear sell ice heat well according al gour kerri dead mid earth climate always changing r using b rich climate bad plant tree protect rain forest thing money b rich
Think I'd better get some quotes for air con,think id better get quote air con
"Real problem is a consumptionism, economy based on growth and pushing production processes away from apparently so ecological eu.  No euro7 norms or electric cars will help with the issue",real problem consumptionism economy based growth pushing production process away apparently ecological eu euro norm electric car help issue
"Lets focus on olaces like china, india, usa, how those lands really dont do enough with their emissions",let focus olaces like china india usa land really dont enough emission
Materialistic approach has got humanity to this point. Btw I don't mind as I am quite sick of my life. 💔,materialistic approach got humanity point btw dont mind quite sick life
"You can count on ""DW"" to shill this deep state propaganda.  Yeah, that's right - we're catching on and your days of manipulating are numbered.",count dw shill deep state propaganda yeah thats right catching day manipulating numbered
"When people talk about global warming, is it logical to start by measuring Co2 on a volcano Mauna Loa, to be correct, I don't understand it well on a volcano? Het  oudste en bekendste meetstation is Mauna Loa op Hawaii. Hier vinden sinds 1958 CO2-metingen plaats. Sinds die tijd is de concentratie gestegen van 315 parts per million (ppm) tot recent 400 ppm. Ook satellieten meten CO2, bijvoorbeeld de Japanse GOSAT-satelliet.",people talk global warming logical start measuring co volcano mauna loa correct dont understand well volcano het oudste en bekendste meetstation mauna loa op hawaii hier vinden sind cometingen plaats sind die tijd de concentratie gestegen van part per million ppm tot recent ppm ook satellieten meten co bijvoorbeeld de japanse gosatsatelliet
We aren’t stopping the greed that’s causing this.  Sorry.,arent stopping greed thats causing sorry
"Global Warming is a symptom of planetary overshoot. The termites will continue to eat the base of the tree until it collapses on the colony. The sustainable carrying capacity of this finite planet is 2 billion, give or take.",global warming symptom planetary overshoot termite continue eat base tree collapse colony sustainable carrying capacity finite planet billion give take
"If rare fossils are resurfacing, there must not have been ice there then 🤔.. so people are scared of things going back to it's original state. There's a documentary of a find in the ice that was supposedly thousands of years old, until they found a plane underneath it 🤔",rare fossil resurfacing must ice people scared thing going back original state there documentary find ice supposedly thousand year old found plane underneath
The Bible says hell enlarges itself continuously for the unbelievers. Hell is below and making the earth hotter for the souls going below it's just making room. Trust God and go to heaven. Cool the earth,bible say hell enlarges continuously unbeliever hell making earth hotter soul going making room trust god go heaven cool earth
