cleaned_comment,sentiment_score,sentiment
youtube quality really gone way hill pure trash content,0.0,neutral
one thing cant understand hawkins radiation escape black hole escape velocity greater speed light,0.5994,positive
background music make difficult follow along thanks valuable video,0.5423,positive
watching brain cox,0.0,neutral
think god made black hole completely mess physicist pretty sure seriously black hole super cool unless im close,0.8615,positive
chinese genetics ai chose team say correctly elon enoch dont say,0.0,neutral
interesting,0.4019,positive
black hole anarchy computer intelligently designed police youtube song blue black wont anarchy blindness benefit anarchy imagination universe anarchy poem nice went completely black hole anarchy poem made rendering video game technology better picture,0.7367,positive
phenomenal scientific communicator,0.0,neutral
damn like he keeanu reaves,-0.0516,negative
matter go black hole come end new universe matter compacted tightly explodes like new big bang side,0.4019,positive
horrible background music really needed,-0.5423,negative
understanding absolutely crazy possible explain well,-0.1513,negative
view time anything measurement youre talking scientific fiction,0.0,neutral
could might dont know short list thing dont matter,-0.0191,neutral
love brian cox,0.6369,positive
survive going singularity start many year ahead dont know beginning many year behind know,0.0,neutral
get quantum entangled particle shoot half black hole measure one keep lab,-0.34,negative
brian cox black hole couldnt picked better person,-0.3412,negative
waitlist class must banana,0.0,neutral
beautifully explained,0.5719,positive
somethings meant known think human thinking limit observation dimensional being end intellectual brick wall arrived intellect limit crossing ironically human therefore human,0.743,positive
matter simple explains blow mind learnt much,0.0258,neutral
nothing hidden except revealed anything secret would come light mark thus say lord stand way see ask ancient path jeremiah,0.0,neutral
maybe black hole like giant time capsule holding everything end time universe go dark itll reset true purely speculation mean universe endless loop,0.6486,positive
event horizon brian cox tombstone explanation he guy thought whole life nothing,0.0,neutral
dont believe atom pull apart black hole black hole admits radiation,0.296,positive
dieing happens photon sphere light emitted blackhole come particle gone past event horizon sucked infinity moment time light bend around blackhole also believe great attractor much light unable see largest blackhole existence pulling everything space gravitational pull beyond wildest dream,0.6486,positive
loan depends fee,0.0,neutral
keanu,0.0,neutral
dont exist,0.0,neutral
physic quantum principle able explain deeper level biology,0.0,neutral
wish could speak complex thing ease like brian coxsuch pleasure listen guy,0.886,positive
need man alive forever,0.3818,positive
need go far finalize cure cancer diabetes easier figuring black hole,-0.3818,negative
photon even though dont mass get attracted gravity distorted,-0.6164,negative
he much better neil,0.4404,positive
already one,0.0,neutral
please read seyed kazem mousavis article sixdimensional spacetime solved problem physicsgeneral balance sixdimensions spacetime,0.1779,positive
could object exists end time also within object,0.0,neutral
two cent watch black hole may basically invisible there room heat radiation inside black hole indeed solid dissipated gamma ray burst back cosmic webfields outside much like pulse electric fence energy run outside wire inside action act thrust keeping thing balance spinning around black hole without thrust dont gravity without galaxy thrust leave world reverse thrust return balance thrust cosmos move hold u matter together nutrinos high energy particle may play part keeping mass like asteroid still floating let say mass energy consumed let say thing left black hole black hole thrust fall gather one selfie nihilates adding thrust matter consume thrust repeatect selfstarting harmonically balanced oscillation wave form think radio wave sound travel space u doesnt black hole gather one particular size black hole quake like wow signal star could set chain reaction amongst black hole sound wave wave could travel tillions light year direction galaxy would look old look younger time something whether anything else exist something physical something help conceive thing stage tool come math plane observation would im physicist stay holiday inn,0.9787,positive
think black hole digest material add expanding space,0.0,neutral
darkness travel far universal mass allow expect light sun given source previously mentioned brian cox every light cast shadow wed stupid think shadow end light mass shadow absorbed nearest blackhole mass energy,-0.34,negative
brian cox like cilian murphy science,0.3612,positive
black hole exist physical realm math operate real physical space together theory quantum mechanic dark matter energy cosmic biological evolution relativity part occult yinyang like dualistic religion rule world preach impose religion science scientific world society present interdependence creative destructive force nature equality good evil actually religion trying justify evil needed good known exist deception ultimate reality life creator light darkness necessary exist evil order exist good necessary know god complete trust,-0.6808,negative
way explaining fantastic thing simple folk like,0.7269,positive
person watch im hitting pen going sleep,0.0,neutral
end state black hole new big bang big bang first universe entire universe black hole,0.0,neutral
obvious finding anything universal travel would unlock knowledge lol wow,0.765,positive
like idea disagree logic retain keep every quantum state particle sub atomic particle etc way black hole doeswould theory able recreate information conserved he right energy always conserved doesnt mean irreversible conservation reversed burning often regarded irreversible process even contain event keep energy matter accounted still irreversible physically changing matter different energy thats quantized differently get idea overall massenergy balance reverse irreversible process like god power,0.9075,positive
brian cox niel tyson,0.0,neutral
distorted particle emitted directly tangled dark matter almost black hole collection point everything universe way intaking info emitting dark energy continue expansion universe,-0.128,negative
everytime see cientist talk stuff feel like high,0.3612,positive
beautiful single person,0.5994,positive
song pls help,0.4588,positive
p,0.0,neutral
brilliant rationally mystical great sage eastern philosophy would love hooray dr cox,0.9468,positive
read erasmus montanus still relevant today oh showed interstellar blackhole look like b imagine black hole looked like really close,0.6124,positive
never able understand infinity try would drive u insane,-0.4019,negative
even heard ramanujan first spoke black hole pity scientist,-0.296,negative
love man science,0.6369,positive
black hole god garbage disposal system,0.2732,positive
need video brian cox,0.0,neutral
often think eye black hole,0.0,neutral
student caltech felt listening feynman lecture speaking seem understand sooner lecture lost,-0.3182,negative
black hole evolve entropy decrease towards order information preserved progressively organized manner emitted entangled hawking radiationipil,0.0,neutral
gravity pull pushing force pushed towards black hole pushed towards reason push requires energy length cross distance true attractive force would require infinite energy thereby violating conservation energy planck force differential gradient result planck mass differential meter space rather general relativistic space contracted meter less pushing power v longer meter general relativistic space gravity planck force differential bisector reflection inverse directional momentum local intersect core transform mechanic universe render force get every action equal opposite reaction,0.7579,positive
need brian cox start youtube channel,0.0,neutral
block hole disappearcollapsedies think yes black hole burst surrounding materialmeans star black hole collapsedie wild theory think mr brian please answer see comment,0.2732,positive
lie center black hole answer nothing black hole cosmic low pressure surrounding material gravitational pull determines size black hole,-0.5106,negative
universe old enough singlearty exist,0.0,neutral
round dot like quartz particle also uncertain quantum state velocity position rotation property color odor fact string theory theory complex lengthy take scientist hundred year solve equation requirement absolutely accurate result ignored many leading scientist find theory everything every time stalemate string theory added dimension form theory put thousand wonderful thing small universe perspective creature already defined limit matter observer use mathematics calculate record time stop astronaut plunge black hole fact esteemed astronaut plunge black hole speed light,0.617,positive
black hole like pupil eye,0.3612,positive
nawet bym si nie udzi na milimetr jedyne co bdzie je rozwizywao kwestie ktrych ani nie znamy ani tym bardziej nie widzimy sam nie wiem co bymy w ogle bez tych miesznych oczu zrobili xd te rzeczy ktrych nie znamy nie widzimy bd amay wszelkie teorie jakie dotychczas powstay tak zacicie je wakujecie w tym tubie pki co wiemy e nic nie wiemy,0.5859,positive
allah greatest,0.6369,positive
think earth fell black hole reset thats dont knowledge,0.0,neutral
impossible black hole move right streching fabric space,0.0,neutral
stated quite correct thought would case wrote point different perspective may occurring blacksphere born emf flip creates boundary spin believe increase decrease available material increase decrease strength said boundary charge whats used material destroyed information youre describing people call dark matter material unable hold charge best guess peace boundary grows equally strength material available overwhelming nothing get nothing get boundary grows sphere opinion,0.9493,positive
hawking radiation purely termal information,0.0,neutral
clue talking could still listen hour,0.0,neutral
yesd,0.0,neutral
keanu reef play character,0.34,positive
im sad say think black hole discovered uncle ben putzing around kitchen aunt jamima,-0.4767,negative
cox man explain complex thing simple language,0.0,neutral
brian smile seems entire unverse within speaking fact complexity god voice thank brian,0.7269,positive
year back used watch documentary space discovery channel dubbed bengali thats know really good explaining,0.4927,positive
really interesting,0.4576,positive
people like prof cox child looking celebrity sport figure even musician people inspire challenge unknown answer question betterment humanity,0.7579,positive
love wise word topic bro look like great value keanu reef,0.946,positive
could listen talk hour,0.0,neutral
brian cox,0.0,neutral
cant truely accept thing keep saying dont know god rest,-0.4585,negative
universe big bang actually death black hole previous universe,-0.5994,negative
brian cox sure heard veda erdinger einstein many physicist mathematician make reference hindu veda astronomical physic understanding universe per veda space time imagination everything happening,0.3182,positive
know arent black hole,0.0,neutral
mamma got black hole,0.0,neutral
black hole hawking radiation like big bag universe job cleaning stuff like vacuum recreating new stuff hawking radiation like recycling machine,0.7579,positive
way determine black hole actually begin able detect exist gravity wave hawking radiation,0.0,neutral
ive heard theory someday black hole dissolve basically question ive never heard raised answered process black hole turn back star sort loses mass longer escape velocity higher speed light look like already see recognize rebounding black hole,0.2263,positive
everything know space fake people still believe blackhole bullshit,-0.7845,negative
wish video could go super wonderful,0.8834,positive
thinking bookshelf scene movie interstellar,0.0,neutral
make think ufo technology manipulate gravity manipulating gravity also time time passing normally ufo like normal car ride u outside observors ship look like theyre zipping incredible speed stopping dime manipulate gravity manipulate time relative everything else,0.2263,positive
many people clearly lack even basic understanding scientific concept taken century effort evidence develop confidently dismissive frustrating see misplaced certainty apparent lack capability critical scientific thinking,-0.25,negative
science religion,0.0,neutral
im glad dream keyboard player blather theoretical physic he credible man science,0.6124,positive
thisthat,0.0,neutral
always flat doesnt look like star glowing round everything kind flat,0.316,positive
let light,0.0,neutral
brown dwarf considered failed star would neutron star considered failed black hole,-0.765,negative
greatest mystery know love good mystery,0.9062,positive
holl like storm space temperatue difference space cant see wind unless carry sand kind regard netherlan,0.7096,positive
black hole exist,0.0,neutral
brians explanation entropy possible best thing ever heard im big roughty toughty bouncer im ashamed say realised understood talking tiered actually understanding scientific principal first time could watch year get bored always come away thing significant remember like never really accrued black hole black escape velocity photon,0.6124,positive
everything consumed blackholes everything brought end time opposite end perception would instantly appearing location doesnt exist time never happened sound like beginning everything happening end everything,-0.2755,negative
keep coming back video way describes singularity moment time rather point space riveting,0.0,neutral
brian seems alluding seems support simulation theory black hole node whereby reality time fabricated quantum level deeper go seems like creator kindcall god ai whatever,0.743,positive
black hole would destroy information explode erase right matter destroyed,-0.765,negative
scientist ive watching alot brian cox niel degras tyson past month ive idea universe ever expanding odds seeing universe spaghettify black hole watched one video brian said would virtually way knowing black hole one big one someone tell thats crazy get back getting sufficient sleep hight,-0.34,negative
never understood end time explanation black hole yesterday still tomorrow still definite thing cause destroys information must account something different size,-0.3612,negative
fraud flat earther one thing saying universe flat quite another,-0.5859,negative
wonder science realizing god exists nothing came mere happenstance brian believe time running short remain disbelief,0.2732,positive
force u think existence,0.0,neutral
sure stop interrupting talk,-0.2732,negative
occam toe nickname summarized hope worthy esteemed friend moniker einstein equivalence principle particulate mass object held suspended specific height earth surface ie specific radial distance earth single point gravitational center mass subjected constant point radially outward vertically upward accelerating force thereby undergoing rate proper acceleration upward ftsec instant mass object released vertical acceleration respect earth single point gravitational center mass cease stillpoint radially outward accelerating surface earth rush upward catch overtake stationary traditionally understood referred falling mass object slam relative velocity determined vertical distance height earth surface object released equivalently relative velocity kinetic energy determined time defined term relative eg cyclic motion mass body relative size scale elapsed since object vertical acceleration ceased applied platform released aka freefall toward earth surface reword correspondingly reconceptualize scenario way recognize dimensional spatial extension massobject planet call earth actually point radial extension space constituted body sustained progressively increasing rate proportional radial distance surface gravitational center pointradial acceleration might validly conceptually reorient recognize understand constitution body package pure claim pointradial momentum contemporary human observe mean term sequential impingement multiple light wave surface otherwise experience traditionally linguistically refer indicate internally conceptually index inertial mass note since velocity light taken human likewise massobserverobjects baseline universal constant acceleration undergone pointradially spatially extended outer surface massobject continuous overas time change velocity eg definition constitutes sustained overas time displacement constant velocity light time manifested multiple light wavephoton impingement acceleration take place note also acceleration continuous change velocity massbodys relative motion proper acceleration described state selfrelative motion motion relative throughas space overas time following likewise relevant elaborative upon commentary response veritasiums hidden universe video note well hyperbolic geometry universe distance perceivedmeasured term spatially extended ie mass object observer also mass object atas center edge universe defined distance light big bang thusfar traveled effectively infinitely far away every direction around center mass sense event horizon black hole would massbody inside however observer mass outside black hole event horizon black hole spatially extended size diameter distance away appear term multiple sequentially impinging light wave measured described finite whats going might perhaps unseen path individual light wavesphotons one particulate ie asymptotically finitebounded mass object another hyperbolic motion relative subluminal velocity necessitated reciprocal multilight wave impingement manifested appearance motion individual particulate mass object relative linear separate individual particulate mass object manifested term multiple sequentially impinging light wave gravitational curved spacetime lensfocused standing waveform case material universe particulate mass object including others physical body comprise content one anothers consciousness clearly comprises single selfconfiguring network spatially distributed io infrared light wave minimum due degree kelvin temperature device ie single selfaware entity settled upon network architecture mechanism selfconstructing manifestation descartes declared foundational premise philosophy cognito ergo sum sum absence selfrelative motion scaleuniform medium may bold must conscious contemplate conjecture existence ive linguistically encoded shared body onboard conceptual ie neurological map part operational sensoryenvironment response program fellow anthropos cartographer prefer greek homo cartographus specie member dont consider might take epic story linguistically encoded neurological map,0.9758,positive
one exposed deeper understanding universe creation believe existence supreme higher power existence god question plausible answer formulated content question exceeds human comprehension event exceeds human comprehension except higher power except god ever answer unseen unknown god truly great powerful supreme existing knowledge come,0.9723,positive
pastor replace man would never asleep church,0.0,neutral
black hole bh end time information also end physical reality case bh end history also indicates end future existence physical reality know consciousness limited physical reality therefore transformed singularity time information another dimension existence,-0.2263,negative
far better explainer neil degrasse tyson,0.4404,positive
call b part around yeah could recreate book information gathered dont know assemble every detail could create book scrambled word letter thats assuming prior knowledge exact book want create,0.6908,positive
way thinking make black hole easier understand black hole small space filled much matter get extreamly heavy make like pit grows deaper deaper materia get filled make heavier think like get easier picture planet sun fit small space get sucked inside black hole begin exist exact reason much mass example two colliding sun get centerd small space make object heavy pit deep way explained every object nearby sink turn make pit even deeper depth go within way picture make easier understand see like something heavy earth begin sinking ground creates hole turn make thing fall hole make weight heavier hole deeper,0.9337,positive
bigthink way thinking make black hole easier understand black hole small space filled much matter get extreamly heavy make like pit grows deaper deaper materia get filled make heavier think like get easier picture planet sun fit small space get sucked inside black hole begin exist exact reason much mass example two colliding sun get centerd small space make object heavy pit deep way explained every object nearby sink turn make pit even deeper depth go within way picture make easier understand see like something heavy earth begin sinking ground creates hole turn make thing fall hole make weight heavier hole deeper,0.9337,positive
like us principal,0.3612,positive
anyone ever thought maybe end time beginning time gravitational pull strong emulates big bang,0.5106,positive
scientist still think two theory accurate there way anything know human modern day space accurate know black hole could living being god wormhole organically artificially created remnant bomb intelligent specie set war personal theory space light already passed meaning light portion universe stopped started light appears bend started stopped creates appearance black hole,-0.4019,negative
fascinating,0.5423,positive
physic hard hate however physicist like brian cox explain thing way even brain start like,-0.0258,neutral
hate way wear lip,-0.5719,negative
nah,-0.1027,negative
even matter black hole went dimension still mass dimension find fascinating,0.5574,positive
knowledge exumes voice could make listen whole day,0.0,neutral
escape velocity get though ergo sphere black hole,0.1779,positive
keanu reef alternate universe,0.0,neutral
could get uncomfortable chair,-0.3818,negative
help look like james blunt,0.6369,positive
th extinction wont matter,-0.0191,neutral
happening atom toenail,0.0,neutral
believe singularity black hole think polarized gravity hole,0.0,neutral
energy fuel universe completely spent there nothing left atomic level complete zero energy universe wouldnt black hole still exist black hole would combine one another every one became one singularity hense would absorb every particle dead universe crush point beginning moment last infatesimal particle reached final destination inside black hole wouldnt create another big bang really high,-0.4791,negative
man sure low voice,0.0516,positive
think black hole,0.0,neutral
remember universe created u could study universe isnt evidence god way idk proof universe discovered figured still make go crazy,-0.3847,negative
didnt know keanu reef scientist,0.0,neutral
one clearest explanation black hole ive ever seen thanks mr brian cox big think channel,0.4404,positive
nothing fall,0.0,neutral
got something boy,0.0,neutral
massive black hole one size solar system beyond surly must part event horizon weaker gravitation part whats stopping u peaking inside look see strong tether good winch anchored somewhere,0.4019,positive
think false equivalency say information isnt destroyed cant preform alchemy proposed quantum computer technology otherwise part assemble change state matter burned book cant reconstructed black hole pull spacetime way slows time really youre falling spacetime accelerated rate spaghettification matter time accelerating relative massgravitational force question could ripped apart right wouldnt also make sense radiation emitted black hole matter went smashed ripped apart dont really understand quantum vacuum fluctuation pair thing seems like anything escape black hole itd reach kind escape velocity somehow unaffected spacetime,0.8573,positive
brian explains well,0.2732,positive
discovered black ho addicted,0.0,neutral
brother swear everything give wife kid milli send black hole,-0.0516,negative
professor cox always make complicated topic palatable average viewer literally listen day actually work thing say relative ease sure he saying hard work really make lot easier lot people,0.8428,positive
black hole tunnel another universe another universe makse sun little thinking,0.0,neutral
black hole infinite point mass gravity still weak nuclear force mass including infinite point mass black hole also tremendous source energy concentrated mass energy content energy point mass black hole high phase take give everything business pleasure also universe ensure take phase black hole flip around turn give phase energy production significantly significantly better energy consumption law science perfect,0.9552,positive
theory wrong black hole real would physic counter space,-0.4767,negative
send cancer black hole,-0.6597,negative
cult b prove black hole debunked f way even spot star milky way center made cult big sun appears different distance using moon ruler calculated trigonometry size kilometer moon absolute best telescope resolution meter moon seen mar km seen saturn km seen pluto km one light lightyear away ten light lightyear away light lightyear away cm center milky way light lightyear away mm,0.6369,positive
brian cox universal treasure way explained black hole really thinking happens consciousness die death black hole life time consciousness released back universe death oh man heavy stuff,-0.8885,negative
one greatest broadcaster time thought could make theoretical physic compelling u idiot dont understand damn thing,0.6197,positive
sake relevance well fact great information space time dynamic lie knowledge life death dnt read life death predicted islam brain cox,0.0,neutral
nothing escape black hole sound memory information even light perhaps possible black hole go pas away,-0.1326,negative
according theory end time time viewed cyclic rather linear cusp oscillating universe fundamental principle universe randomly arranged unique combination underlying principle led existence today black holeemitted particle carry information beginning time newly originated light carry information however better understanding dark matter energy required improve theory everything,0.7906,positive
probably best person alive right,0.7783,positive
much ado nothing check back million yearsand maybe well better understanding,0.6124,positive
inside black hole another demension th,0.0,neutral
universe know hawking radiation,0.0,neutral
fundamental idiot,-0.5106,negative
unrelated topic find admiring clearly communicates complicated physic concept u like could never,0.7783,positive
guy say global warming sea level rise yet plymouth rock roman tidal bath malta prove climate change dont believe man total bell,0.1531,positive
think universe bounce elf n keep creating universe u like jumping bouncy castle,0.5719,positive
wtf say,-0.5859,negative
like explains thing detail feel dumb good teacher,0.2732,positive
asking wrong question thing time distance yes gravity course time merely mathematical variable man kind created explain b,0.6124,positive
key understanding universe blank hole first correct cord space existent explosion chemical reaction start happening chemical reaction opposite gas collage together cause chain reaction see space conceive photograph colourful lengthen colourful land united flight space show gas spread put miracle colour see gas getting poured gas pulled gas oq obtained black hole content going explain point perspection thats black hole created assume sort electrical gas way gas occur gas closed dont cause chain reaction inside need element solid element clash together space cause spark eruption explosion one exposed gas flare get exhorged back opening space space constituty pressurise pressure absorbs finn go must come back im explained point perspection black hole created natural gas two hard element causing united spot chain reaction chemical doesnt mean element depends co existent planet chain reaction chemical cause nuclear chain reaction bought everything frozen space maybe there gas make solid liquid maybe rose melt liquid solid never know particular kind infrastructure behaviour need cold vacuum air,0.9067,positive
dr cox joint podcast dr smethurst excellent science communicator even massive round table dr tyson lol,0.7579,positive
renamed arent hole theyre infinite singularity immense mass,0.0,neutral
imagine bible wasnt written atom book repurposed secretion disc black hole meaning information old time universe,0.0,neutral
refreshing see joe listen agog stuff doesnt think know,0.4404,positive
time created human based observation earth sun star irrelevant universe know black hole dont know everything planet live people want explain universe probably belief one day travel time good luck punch irrelevant number good luck end hate break ya universe doesnt operate measurement time,0.8658,positive
good night,0.4404,positive
mental,0.0,neutral
black hole another star stronger gravity magnetar light cant escapesame speed ligthof course travel faster pointmy opinionconvince wrong,-0.128,negative
pretty darn good really really big texas standard,0.7269,positive
black hole like hairy mole unrelated anybody know good dermatologist,0.6597,positive
try analyse nature universe fail grasp quantified human mathematics blackhole gate time spewing life isnt organism combination time space endless struggle cyclic entropic event happen end,-0.7003,negative
could say black hole basically interstellar hard drive memory stick,-0.1027,negative
cox hole def go together sorry,-0.0772,negative
watched many video trying explain concept recently become fascinated space time continuum succinct explanation heard far mind still blown least put word,0.4767,positive
like antagonism there aggression take he learned say believe think based he learned someone like belief god good understanding science enjoy work he atheist said dont know uncommon today aggressive pick side generation enjoy work result mind isnt thinking thing divide u people genuinely love enjoys passing he learned think thing mean without belittling dont know may feel differently,0.9531,positive
universe one black hole,0.0,neutral
kinda look like keanu reef,0.3008,positive
fan man year youtube still recommends content much love respect brother,0.8885,positive
ik zou uren aan stuk naar brian cox kunnen luisteren,0.0,neutral
n opinion early universe big bang u coming black hole expansion unvierse increasing speed universe stilll ejected side black hole beleive endless dance cycle universe swallowed black hole ejected othe side swallowed,0.0,neutral
boom flatearthers deal blackholers,0.0,neutral
avp get status natural world right try theach softly,0.3612,positive
look like james blunt,0.3612,positive
cox making fortune pushing sort unproven theory wish would evaporate leave science real scientist,0.3612,positive
wish high,0.4019,positive
want he smokinnn,0.0772,positive
yo brian cox fucking rad,0.0,neutral
mystery universe,0.0,neutral
using mile medieval,0.0,neutral
really enjoy brian touched subject bit faith bit science bit harmony large amount humility could b black hole universal recycling bin maybe birthplace recorder every moment vector,0.8399,positive
wrap head around bit omg fascinating exciting love brian he best,0.9442,positive
jeremy bearimy,0.0,neutral
black hole port hard drive simulation random data point collected,-0.1027,negative
stellar mass black hole star destroyer portal new universe multiverse however also known lake fire bible there time get caught one youll crushed holographic singularity imploded star electrocuted forever big bang usually set cycle sometimes already explode time sit infinityx,-0.802,negative
someone tell count information,0.0,neutral
inside youll find pixy chaos interdimensional entity inhabit infinite inside space time exist,-0.5719,negative
lee cynthia robinson frank lopez sandra,0.0,neutral
center black hole portal final moment universe line time thin intersects first moment big bang called white hole separate universe calculated side black hole simply beginning next cycle universe light basically ruler speed time light move outside perspective time go go infinitely fast black hole window singular point time space time space end way black hole,0.0,neutral
try force theory work eachother,0.0,neutral
black hole universe entropy regulator disolve entropy put together may repeated else inverse entropy nature else space time stop allowing antientropy,-0.296,negative
thinking achieving lead colossal destruction damage obvious war weapon side note black hole dope lolz,-0.8519,negative
weve already shown whats centre black hole tesseract made future human infinitely see murphy cooper room th dimension,0.0,neutral
could math pointing u back transition life big bang know time didnt exist mass didnt packed togethertensions explode time space time traveling experience reality worldphysicys slowly melting away beginning time mass begin time even start like onion first go time next go mass calculation longer calculate beyond point matthew cardenas,0.3612,positive
ive seen black hole life indeed swallowed matter high intensity,0.0258,neutral
based theory black hole erase information finite lifespan taking account concept hawking radiation possible looking idea big bang way universe expanding together possibly point towards big bang simply end lifespan black hole discharging remainder particle give back space choice word likely confusing incorrect idea black reaching endending discharging remainder particle possible explanation big bang would really love know others think would happily like know idea ruled already,0.8883,positive
great hear educated,0.6249,positive
boring,-0.3182,negative
put white screen behind either show personal library naturally use screen purpose look dumb producer,-0.5106,negative
challenge brian cox public debate,0.0772,positive
worst science ive ever seen black hole void solid mass made matter antiwhich repel yet held together gravity rotation ingests ejects guy renowned scientist top example build physic around model model around real physic,-0.3818,negative
black hole mixture matter antimatter weve known since,0.0258,neutral
brian youve done,0.0,neutral
think people take granted magnetic field creation role play understanding creation gravity etc study done role magnetic field spinning object planet molecule probably gravity result magnetic field due spinning object,0.765,positive
someone please help understand earth term black hole question human corpse incinerated ash could take ash frankenstein human back together im feeling huge disconnect help appreciated,0.8442,positive
voice soothingor,0.0,neutral
always thought big bang result multiple supermassive black hole extent larger even think collided together couldnt hold gravity anymore collapsed sparking big bang obviously multiple supermassive black hole would swallowed pretty much everything universe well happen black hole point singularity start end time like say wouldnt make sense singularity black hole could start universal time always thought infinite cycle one giant universe corrects every whatever billion year take reach end process universe teach u death necessary new life reaction without action first done something well something spark big bang,0.5994,positive
prefer white one,0.0,neutral
saw lot black hole pornhub,0.0,neutral
leave em closed trust thing side dont want see even know,0.4363,positive
one best video ive watched,0.6369,positive
space time man made,0.0,neutral
looking information black hoe lol joke woke cancel culture,0.4588,positive
nice informative,0.4215,positive
second inaccurately state think full controle physic entire problem cosmology trying work around fact formula gravity time ratio even highly respected could answer asked percentage moon time move faster earth time beyond asserting gravity slows time neither college formula point escape velocity beyond saying gravity slows time formula time dilation yet nasa moment struggling calibrate moon time earth time time move faster moon say math even utterly ignore time dilation cosmology theory call ongoing bangcontinuing inflation essentially combine fluid dynamical nature time effect gravity entropy whether gravity slows time time gravity symptom definition cant trough note effect forcewhere time flow slower everything vibrates slower entropy increase thus slow time attracts matter imagine road density traffic moving one direction density caused due something slowing front car second volume traffic moving much faster speed yet slowed catch grater density caused nothing relative speed differential always cosmic scale everything considered relativistically presence mass gravity slows time follows matter time flowing faster say dense stellar cluster cosmic egg shell galaxy dense space around cosmic void demonstrate get empty mass relative time speed inside gravity longer shell thus gravitationally attracted matter accumulates upon encountering slow time consider recent lmc survey usable topographical time map lmc first time giving u causal effect perspective search dark matter given u usable topographical time interaction galaxy vortex fed external energy environment essentially consequence conservation angular momentum physic maximum creation speed limited time needed gravity gather compress matter huge space time sorry prefer gravity time whirlpool vortex currant gravity time carried mass maximum creation speed limited magnitude force subsequent carrying capacity theory would predict suggested powerful vectoral linear call flow induce ventaran sub stream sucked along path thus magnifying carrying capacity counter intuitive high pressure bottle neck flow increase pressure rather rejecting extra mass speed constantly creating vacuum around dragging space time cavitation secondary acceleration mechanism dark energy part overall energy universe best visualised global maritime tidal pattern vortex submarine leaf trail vacuum bubble cavitations caused much energy hitting environment suddenly close secondary acceleration cavitations spacetime quantum voidsare reason acceleration expansion universe acceleration patchy dark mass refuse call matter simple consequence mec simply proof movement consider application theory singularity biggest paradigm shifting aspect gravity increase time slows singularity stop time stop everything stop entropy pressure heat vibration fact location universe zero kelvin stopped time zone fill volume area inside event horizon may someday explain difference large small black hole james webb telescope cant image black hole absorb light cold sensor minimum reach kelvin ever actual temperature event horizon would apear colder due time dilation slowing perception rate vibration apply thermo dynamic cosmology,0.9001,positive
need know universe wanting unlocked key abyss think im going use think human stop lying killed jesus jealous ppl lying king point got sick jewish ppl crucified jesus god going remove humanity save son gave life told father faith humanity stop lying become well god way becoming designer planet become multi planet specie long road know done tell elon robot better adapted space lead u space dangerous bio specie best something ready using robotics human death going epic moon woot h h h h lmao,-0.7003,negative
beware know like beyond event horizon take speed sound finite speed light go supersonic plane thunder strike behind never hear emit sound supersonic plane backwards plane go subsonic sound never reach subsonic plane beyond event horizon term sound way hear anything subsonic plane vise versa paralel work speed light time however swap sound light time sound heard image light seen black hole black went superluminous speed spaceship looked behind would also see total darkness despite fact star behind butthat darkness mere optical illusion triggered finite speed light star thereslow subluminous wiil see star event horizon friend sound pararel slow plane subsonic hear thunder backwards conclusion space time deformation seems optical illusion triggered finite speed light speed light infinite would black hole event horizon black hole would look like gigantic star would space deformation visible deformation really exist deformation time dilatation mere optical illusion triggered finite speed light,0.5612,positive
pulling lever behind curtain,0.0,neutral
im gay love man loved film since kid,0.8442,positive
knew always big shredder whormehole,0.0,neutral
really tragic human spending much money bullshit many problem guy brilliant brain would end global warming minute billion spent thing useless mankind word einstein thing infinite universe stupidity,-0.8777,negative
space space eg solid possibly hole like saying hole air breath,0.4767,positive
cast,0.0,neutral
one always see image black hole head physical dimension always surface area volume close zero third dimension would plank dimension smaller,0.0,neutral
black hole vacuum cleaner universe,0.1779,positive
indian philosophy word shabd brahm eternal emphatically stated reverberates discussion well profound thinker technology even scarce love explanation prof cox,0.743,positive
well guy ignorant historical past great flood atlantian aristocracy left earth two planet alpha centauri prepared fr thousand year ever since come visit u past confused god angel mid chase fire power made contact head state last decade kept secret u cosmic law cant intervene big scale due karmic evolution answer great lord universeits mainly hybrid synthetic alien risk breaking law,0.7506,positive
video masterpiece channel,0.6249,positive
center rip space enter another part universe,0.0,neutral
know gravitational wave pas u time mean physic work beyond event faster light,0.0,neutral
exactly look answer look pattern also inside every u astrophysics psychologist coming together halleluja det var da pa tiden,0.0,neutral
black hole eternal prison best news ever bad family eternal prison many manage escape cut toxics life hardest thing ever worth every try,-0.6597,negative
thanks im starting understand brink something whatever come weve longed waited working hard still wooooow,0.3612,positive
wish wouldnt use dramatic annoying music brain trying understand,0.607,positive
black hole civilization information within like library alexandria,0.3612,positive
dont understand guy want achieve understand ignoring question purpose life,-0.4445,negative
intresting video enjoyed start finish,0.5106,positive
still call black hole quark star would accurate created early universe result direct collapse hawking radiation come outside inside entanglement entanglement exist outside dont think anything get probably hardest surface universe penetrated another quark star thing center tightly packed quark solar mass black hole heavy neutron star,-0.296,negative
