comment,cleaned_comment,label
We love Brian Cox the most.,love brian cox,1.0
Maybe black holes are like a giant time capsule holding everything in it until the end of time so that when the universe goes dark itll just reset which if that is true (purely speculation) then that means the universe is just in a endless loop,maybe black hole like giant time capsule holding everything end time universe go dark itll reset true purely speculation mean universe endless loop,1.0
I am dieing but until that happens I am a Photon Sphere. I am the light emitted from the blackhole that comes from other particles that have gone past the Event Horizon but can not be sucked down into infinity at moment in time. I am light as it bends around the blackhole. I also believe that The Great Attractor has so much light that we are unable to see the largest blackhole in existence that is pulling everything into this space. It's gravitational pull is beyond are wildest dreams!!!♾♾♾,dieing happens photon sphere light emitted blackhole come particle gone past event horizon sucked infinity moment time light bend around blackhole also believe great attractor much light unable see largest blackhole existence pulling everything space gravitational pull beyond wildest dream,1.0
Wish i could speak complex things with such an ease like Brian Cox...such a pleasure to listen to this guy...,wish could speak complex thing ease like brian coxsuch pleasure listen guy,1.0
"(My two cents before I watch.)
Black holes may be basically invisible because, There's no room for heat/ radiation, inside of it.
If black holes are indeed solid.
 It's dissipated through Gamma rays bursts, Back out into a cosmic web/fields, from the outside. Much like the pulse of an electric fence. Energy runs on the outside of wire, not the inside.
This action acts as thrust keeping things in balance and spinning around the black hole. Without thrust we don't have Gravity. Without this there there are no galaxys. Thrust to leave a world Reverse thrust to return. Balance.
Thrust is why the cosmos moves.
And what holds us, and all matter together.
Nutrinos and other high energy particles may play the part of keeping mass like Asteroid still floating.
Now let's say all mass and energy is consumed. And let's say only thing left are the black holes.
These black holes have no thrust, so they will fall.
 Only to gather once more into one, which selfie nihilates adding thrust to them and matter to consume for this thrust. Repeat..ect. 
A self-starting harmonically balanced oscillation wave form. Think of radio waves. The only sound that travels through space. Us. You, me, all there is. 
It doesn't have to be all black holes that gather, just one of a particular size. And then it has a black hole quake like the Wow signal star. Which could set off a chain reaction amongst other black holes. Sound waves. Those waves could travel for tillions or more light years in all directions. Some Galaxys would look old some look younger.
Time is something that is there whether anything else exist or not.
   It's not something physical. It's just something to help you conceive things in stages. It's a tool that comes from math and just plane observation.
It is what it is, or would not be.

Now i'm no physicist , but I did stay at a Holiday INN once.",two cent watch black hole may basically invisible there room heat radiation inside black hole indeed solid dissipated gamma ray burst back cosmic webfields outside much like pulse electric fence energy run outside wire inside action act thrust keeping thing balance spinning around black hole without thrust dont gravity without galaxy thrust leave world reverse thrust return balance thrust cosmos move hold u matter together nutrinos high energy particle may play part keeping mass like asteroid still floating let say mass energy consumed let say thing left black hole black hole thrust fall gather one selfie nihilates adding thrust matter consume thrust repeatect selfstarting harmonically balanced oscillation wave form think radio wave sound travel space u doesnt black hole gather one particular size black hole quake like wow signal star could set chain reaction amongst black hole sound wave wave could travel tillions light year direction galaxy would look old look younger time something whether anything else exist something physical something help conceive thing stage tool come math plane observation would im physicist stay holiday inn,1.0
Brian Cox is like Cilian Murphy of science,brian cox like cilian murphy science,1.0
"The black holes does not exist in the physical realm because their math does not operate in the real physical space. Together with the theories of quantum mechanics, dark matter and energy, cosmic and biological evolution and relativity,  are part of the occult yin-yang like dualistic religion of the rules of this world. They preach and impose their religion as science in the scientific world and society. It presents the interdependence of the creative and destructive force in nature. Equality between good and evil. Actually with this religion they are trying to justify evil as needed for the good. To be known and to exist. But this is a deception.
 The ultimate reality in our life is the Creator. Who is light and in Him there is no darkness. It is not necessary
to exist evil in order to exist good. It is necessary to know God and have complete trust in Him!",black hole exist physical realm math operate real physical space together theory quantum mechanic dark matter energy cosmic biological evolution relativity part occult yinyang like dualistic religion rule world preach impose religion science scientific world society present interdependence creative destructive force nature equality good evil actually religion trying justify evil needed good known exist deception ultimate reality life creator light darkness necessary exist evil order exist good necessary know god complete trust,1.0
He has such a way of explaining fantastic things to simple folk like me.,way explaining fantastic thing simple folk like,1.0
"I like this idea but I have to disagree with the logic that if you were to retain and keep every quantum state, particle, sub atomic particle etc, the way a black hole does/would, that in theory you should be able to recreate what once was, as in information is conserved. He's right, energy is always conserved, but that doesn't mean irreversible conservation can be reversed, burning is often regarded as an irreversible process, even if you were to contain that event, and keep the energy and all matter accounted, it is still irreversible, you are physically changing the matter itself into a different energy that''s being quantized differently, I get the idea of an overall mass/energy balance, but to reverse an irreversible process is like having god powers.",like idea disagree logic retain keep every quantum state particle sub atomic particle etc way black hole doeswould theory able recreate information conserved he right energy always conserved doesnt mean irreversible conservation reversed burning often regarded irreversible process even contain event keep energy matter accounted still irreversible physically changing matter different energy thats quantized differently get idea overall massenergy balance reverse irreversible process like god power,1.0
"Why everytime i see some cientist talk about this stuff, i feel like they are high?",everytime see cientist talk stuff feel like high,1.0
This is brilliant and rationally mystical.  The great sages of eastern philosophy would love this.  Hooray Dr. Cox!,brilliant rationally mystical great sage eastern philosophy would love hooray dr cox,1.0
"Read Erasmus Montanus, still very relevant today. 
OH he did it. Showed the interstellar blackhole  as how it looks like. Which are BS, This was how they imagine a black hole looked like, when they are Really close up.",read erasmus montanus still relevant today oh showed interstellar blackhole look like b imagine black hole looked like really close,1.0
I love this man. Science!!! <3,love man science,1.0
"A round dot like a quartz particle is also uncertain and has quantum states such as velocity, position, rotation, and properties such as color and odor are not the same.
In fact, string theory and M theory are so complex and lengthy that it takes a scientist hundreds of years to solve their equations with the requirement to be absolutely accurate in all results, so they have been ignored by many leading scientists to find other theories of everything.
Every time there is a stalemate, string theory is added to 1 dimension to form the M theory. Then he put thousands of wonderful things in it. So small, how can there be a universe and the perspective of other creatures in it? While they have already defined it as the limit of matter.
It's the same as observers who use mathematics to calculate and then record the time that stops when astronauts plunge into a black hole. In fact, our esteemed astronauts will plunge into black holes at the speed of light.",round dot like quartz particle also uncertain quantum state velocity position rotation property color odor fact string theory theory complex lengthy take scientist hundred year solve equation requirement absolutely accurate result ignored many leading scientist find theory everything every time stalemate string theory added dimension form theory put thousand wonderful thing small universe perspective creature already defined limit matter observer use mathematics calculate record time stop astronaut plunge black hole fact esteemed astronaut plunge black hole speed light,1.0
Is a black hole like the pupil of an eye?,black hole like pupil eye,1.0
Allah is the greatest,allah greatest,1.0
10 years back I used to watch his documentary on space on discovery channel dubbed in Bengali. That’s how I know him. He is really good at explaining.,year back used watch documentary space discovery channel dubbed bengali thats know really good explaining,1.0
"People like Prof. Cox are who our children should be looking up to. Not celebrities, nor sports figures, even musicians. But, people who inspire to challenge the unknown and answer the questions for the betterment of humanity.",people like prof cox child looking celebrity sport figure even musician people inspire challenge unknown answer question betterment humanity,1.0
Love him and his wise words on the topic but why does bro look like great value Keanu reeves😂,love wise word topic bro look like great value keanu reef,1.0
8:30 what if black holes and hawking radiation like the “big bag@ is just the universe doing its job cleaning stuff up like a vacuum and then recreating new stuff with the hawking radiation like what if it’s just a recycling  machine,black hole hawking radiation like big bag universe job cleaning stuff like vacuum recreating new stuff hawking radiation like recycling machine,1.0
So I’ve heard the theory that someday a black hole will dissolve basically. The question I’ve never heard raised or answered is during this process does the black hole turn back into a star of sorts? As it loses mass it will no longer have an escape velocity higher than that of the speed of light. What does that look like? Do we already see these and not recognize them? A rebounding black hole.,ive heard theory someday black hole dissolve basically question ive never heard raised answered process black hole turn back star sort loses mass longer escape velocity higher speed light look like already see recognize rebounding black hole,1.0
"That makes me think that UFO technology can manipulate gravity. By manipulating gravity, also time. To them, time is passing by normally in the  UFO, like a normal car ride. But to us outside observors of the ship, it looks like theyre zipping by at incredible speeds. And stopping on a dime. Manipulate gravity, manipulate your own time relative to everything else.",make think ufo technology manipulate gravity manipulating gravity also time time passing normally ufo like normal car ride u outside observors ship look like theyre zipping incredible speed stopping dime manipulate gravity manipulate time relative everything else,1.0
Why are they always flat? Why doesn't it look like a star glowing all round? Why is everything kind of flat...?,always flat doesnt look like star glowing round everything kind flat,1.0
It's the greatest mystery we know and I love a good mystery,greatest mystery know love good mystery,1.0
"its not a holl ! its like a storm in space .... temperatue difference in space .
You Can't see the wind unless it carries sand . 
Kind Regards , from the netherlan",holl like storm space temperatue difference space cant see wind unless carry sand kind regard netherlan,1.0
"Brian's explanation  of entropy was possible the best thing i had ever heard I'm a big roughty toughty bouncer in my 50s , and I'm not ashamed to say when i realised i understood what he was talking about i tiered up , actually understanding a scientific principal  for the first time could watch him for a year and not get bored i always come away with some thing significant to remember , like now , it had never really accrued to me that black holes are black because of the escape velocity of photons ....",brians explanation entropy possible best thing ever heard im big roughty toughty bouncer im ashamed say realised understood talking tiered actually understanding scientific principal first time could watch year get bored always come away thing significant remember like never really accrued black hole black escape velocity photon,1.0
"If everything will be consumed by blackholes, if everything is brought to “the end of time” on the opposite end the perception would be instantly appearing at a location that doesn’t exist in a time that never happened, sounds like the beginning of everything happening at the end of everything",everything consumed blackholes everything brought end time opposite end perception would instantly appearing location doesnt exist time never happened sound like beginning everything happening end everything,1.0
"What Brian seems to be alluding too, seems to support simulation theory? Black holes being the nodes whereby our reality and time is fabricated on a quantum level? The deeper we go, the more it seems like there is a creator of some kind..call it God, A.I. whatever.",brian seems alluding seems support simulation theory black hole node whereby reality time fabricated quantum level deeper go seems like creator kindcall god ai whatever,1.0
"Occam's TOE (my nickname for the below summarized, which I hope is worthy of our esteemed friend's moniker):

By Einstein's Equivalence Principle, a particulate mass object held suspended at a specific height above the Earth's surface -- i.e. at a specific radial distance from the Earth's single point gravitational center of mass -- is being subjected to a constant point radially outward (vertically upward) accelerating force of, and thereby undergoing a rate of proper acceleration upward at, 32 ft/sec**2. 

The instant this mass object is released, it's vertical acceleration with respect to the Earth's single point gravitational center of mass ceases, and the still-""point radially outward"" accelerating [""3D""] surface of the Earth rushes upward to catch up with and overtake the now 'stationary' (traditionally understood and referred to as ""falling"") mass object and slams into it at a relative velocity determined by the vertical distance from (""height above"") the Earth's surface from which the object was released -- or equivalently -- a relative velocity (""kinetic energy"") determined by the ""time"" [as defined by and in terms of the relative (e.g. cyclic) motions of other mass bodies at the same relative ""size"" scale] elapsed since the object's vertical acceleration ceased being applied by the platform from which it was released (a.k.a. ""during which it was in freefall toward the Earth's surface""). 

If we reword, and correspondingly re-conceptualize, the scenario in this way, we recognize that the ""3 dimensional"" spatial extension of a mass-object (such as the planet we call ""Earth"") is actually a point radial extension in space constituted by that body's sustained (and progressively increasing rate proportional to the radial distance of its surface from its gravitational center) point-radial acceleration -- which we might validly conceptually reorient ourselves to recognize and understand as being the constitution of that body as a 'package' (if you will) of ""[pure, I claim,] point-radial momentum"", which we contemporary humans observe -- by means and in terms of the sequential impingements of multiple light waves with that surface -- and otherwise experience, and traditionally linguistically refer to (""indicate"" to each other and internally conceptually ""index"") as its ""inertial mass"". 

Note that, since the velocity of light is (taken by we ""human"" likewise mass-""observer""-objects as a baseline universal) ""constant"", any acceleration [such as that undergone point-radially by the ""3D spatially extended outer surface"" of a mass-object], as a continuous [over/as ""time""] change in velocity (e.g. by definition), constitutes a (sustained over/as ""time"") displacement from the constant velocity of light ""during the time"" (manifested by those multiple light wave/""photon"" impingements) that acceleration takes place. 

Note also that, because acceleration is a continuous change in the velocity of a mass-body's (relative) motion, proper acceleration can be described as a state of ""self-relative motion"" -- that is, as ""motion relative to itself [through/as space over/as time]"". 

[Following is my likewise relevant, and elaborative upon the above, commentary response to Veritasium's ""Hidden Universes"" video:] 
[Note as well that] In a hyperbolic geometry universe, the ""distance"", as perceived/measured in terms of other spatially extended (i.e. mass) objects by the ""observer"" (as also a mass object) at/as its ""center"", to the edge of the universe -- defined as the distance the light of the Big Bang has thus-far traveled -- is effectively infinitely far away in every direction around that center (of mass), in the same sense that the event horizon of a black hole would be to any mass-body ""inside"" of it. However, to an ""observer"" (with mass) who is ""outside"" of a black hole's event horizon, both the black hole's spatially extended ""size"" (diameter) and its ""distance"" away ""appear"" to (in terms of multiple sequentially impinging light waves) and are measured (as described above) by him to be ""finite"".  So, what's going on here? 

Might it be, perhaps, that the (unseen) path of individual light waves/""photons"" from one particulate (i.e. asymptotically ""finite""-bounded) mass object to another is hyperbolic, while the ""motion"" relative to each other at subluminal velocity (as necessitated by their reciprocal multi-light wave impingement manifested ""appearance"" to each other) motion of individual particulate mass objects relative to each other is ""linear""? And what are these ""separate individual"" particulate mass objects, as manifested to ""each other"" in terms of multiple sequentially impinging light waves, but [""gravitational (as ""curved spacetime"") lens""-focused] ""standing waveforms""? And if this be the case, then this ""material universe"" of particulate mass objects (including our own, and each other's physical bodies, which comprise the ""contents"" of one another's ""consciousness"", if you will) clearly comprises a single ""self-configuring"" network of spatially distributed I/O (of infrared light waves, at a minimum, due to their > 0 degrees Kelvin temperature) devices -- i.e. as a single 'self-aware entity' that has 'settled upon' (again, if you will) this ""network"" architecture as the mechanism of its self-constructing 'manifestation' of itself to itself.  As Descartes declared to be the foundational premise of his philosophy, ""Cognito ergo sum"" ([or ""SUM"" for ""(in the absence of its self-relative motion) Scale-Uniform Medium"", if I may be so bold] there must be a ""me"" for me to be conscious of, and to contemplate and conjecture the ""existence"" of, such as I've linguistically encoded and shared with you my body's 'on-board' ""conceptual"", i.e. neurological, map of [as (part of) its operational sensory-environment response ""program""] here).

So, fellow Anthropos Cartographer (or, if you prefer the Greek, ""homo cartographus"") species members, why don't we consider where we might take this 'epic story' (linguistically encoded neurological map) of ourselves from here.",occam toe nickname summarized hope worthy esteemed friend moniker einstein equivalence principle particulate mass object held suspended specific height earth surface ie specific radial distance earth single point gravitational center mass subjected constant point radially outward vertically upward accelerating force thereby undergoing rate proper acceleration upward ftsec instant mass object released vertical acceleration respect earth single point gravitational center mass cease stillpoint radially outward accelerating surface earth rush upward catch overtake stationary traditionally understood referred falling mass object slam relative velocity determined vertical distance height earth surface object released equivalently relative velocity kinetic energy determined time defined term relative eg cyclic motion mass body relative size scale elapsed since object vertical acceleration ceased applied platform released aka freefall toward earth surface reword correspondingly reconceptualize scenario way recognize dimensional spatial extension massobject planet call earth actually point radial extension space constituted body sustained progressively increasing rate proportional radial distance surface gravitational center pointradial acceleration might validly conceptually reorient recognize understand constitution body package pure claim pointradial momentum contemporary human observe mean term sequential impingement multiple light wave surface otherwise experience traditionally linguistically refer indicate internally conceptually index inertial mass note since velocity light taken human likewise massobserverobjects baseline universal constant acceleration undergone pointradially spatially extended outer surface massobject continuous overas time change velocity eg definition constitutes sustained overas time displacement constant velocity light time manifested multiple light wavephoton impingement acceleration take place note also acceleration continuous change velocity massbodys relative motion proper acceleration described state selfrelative motion motion relative throughas space overas time following likewise relevant elaborative upon commentary response veritasiums hidden universe video note well hyperbolic geometry universe distance perceivedmeasured term spatially extended ie mass object observer also mass object atas center edge universe defined distance light big bang thusfar traveled effectively infinitely far away every direction around center mass sense event horizon black hole would massbody inside however observer mass outside black hole event horizon black hole spatially extended size diameter distance away appear term multiple sequentially impinging light wave measured described finite whats going might perhaps unseen path individual light wavesphotons one particulate ie asymptotically finitebounded mass object another hyperbolic motion relative subluminal velocity necessitated reciprocal multilight wave impingement manifested appearance motion individual particulate mass object relative linear separate individual particulate mass object manifested term multiple sequentially impinging light wave gravitational curved spacetime lensfocused standing waveform case material universe particulate mass object including others physical body comprise content one anothers consciousness clearly comprises single selfconfiguring network spatially distributed io infrared light wave minimum due degree kelvin temperature device ie single selfaware entity settled upon network architecture mechanism selfconstructing manifestation descartes declared foundational premise philosophy cognito ergo sum sum absence selfrelative motion scaleuniform medium may bold must conscious contemplate conjecture existence ive linguistically encoded shared body onboard conceptual ie neurological map part operational sensoryenvironment response program fellow anthropos cartographer prefer greek homo cartographus specie member dont consider might take epic story linguistically encoded neurological map,1.0
"How can any one be exposed to such deeper understandings of the universe , of the creations and not believe in the existence of a supreme higher power- the existence of God? 
We have questions to which no plausible answers can be formulated because the very content of the question exceeds human comprehension. so when there are events that exceeds human comprehension then except a higher power , except God , who can ever have the answers to all of the unseen and the unknown? God truly is the Great. The powerful. The Supreme. 
all of the existing knowledge comes from Him.",one exposed deeper understanding universe creation believe existence supreme higher power existence god question plausible answer formulated content question exceeds human comprehension event exceeds human comprehension except higher power except god ever answer unseen unknown god truly great powerful supreme existing knowledge come,1.0
"I have a way of thinking that makes a black hole easier to understand: A black hole is a small space filled with so much matter that it gets extreamly heavy. This makes it like a pit that grows deaper and deaper the more materia it gets filled with - because that makes it heavier. 

When you think about like this it gets easier to picture how planets and suns can fit in such a small space and why they get ”sucked” inside at all. 

Now; how the black holes begin to exist is for the exact same reason - too much mass (for example two colliding suns) gets centerd in the same small space which makes the object so heavy (or the pit so deep, the way I explained) that every object ”nearby” sinks into it - which in turn makes the pit even deeper and so on. The depth goes within itself. This is the way I picture it to make it easier to understand. 

Or see it like this: When something is too heavy here on earth it begins sinking through the ground which creates a hole, which in turn makes things fall into the hole which makes the weight heavier and the hole deeper.",way thinking make black hole easier understand black hole small space filled much matter get extreamly heavy make like pit grows deaper deaper materia get filled make heavier think like get easier picture planet sun fit small space get sucked inside black hole begin exist exact reason much mass example two colliding sun get centerd small space make object heavy pit deep way explained every object nearby sink turn make pit even deeper depth go within way picture make easier understand see like something heavy earth begin sinking ground creates hole turn make thing fall hole make weight heavier hole deeper,1.0
"@bigthink I have a way of thinking that makes a black hole easier to understand: A black hole is a small space filled with so much matter that it gets extreamly heavy. This makes it like a pit that grows deaper and deaper the more materia it gets filled with - because that makes it heavier. When you think about like this it gets easier to picture how planets and suns can fit in such a small space and why they get ”sucked” inside at all. Now; how the black holes begin to exist is for the exact same reason - too much mass (for example two colliding suns) gets centerd in the same small space which makes the object so heavy (or the pit so deep, the way I explained) that every object ”nearby” sinks into it - which in turn makes the pit even deeper and so on. The depth goes within itself. This is the way I picture it to make it easier to understand. Or see it like this: When something is too heavy here on earth it begins sinking through the ground which creates a hole, which in turn makes things fall into the hole which makes the weight heavier and the hole deeper.",bigthink way thinking make black hole easier understand black hole small space filled much matter get extreamly heavy make like pit grows deaper deaper materia get filled make heavier think like get easier picture planet sun fit small space get sucked inside black hole begin exist exact reason much mass example two colliding sun get centerd small space make object heavy pit deep way explained every object nearby sink turn make pit even deeper depth go within way picture make easier understand see like something heavy earth begin sinking ground creates hole turn make thing fall hole make weight heavier hole deeper,1.0
"I like how he uses ""In principal"" 👏",like us principal,1.0
"Physics, is so hard I hate it. However, some Physicists like Brian Cox can explain things in such a way that even my brain starts to like it.",physic hard hate however physicist like brian cox explain thing way even brain start like,1.0
I hate the way he wears his lips,hate way wear lip,0.0
I cannot help myself but he looks like James Blunt,help look like james blunt,1.0
One of the clearest explanation of a black hole I've ever seen. Thanks to Mr. Brian Cox and the Big Think Channel.,one clearest explanation black hole ive ever seen thanks mr brian cox big think channel,1.0
These massive black holes The ones the size of our solar system or beyond surly must have parts of the event horizon that have weaker gravitation than other parts ! so what's stopping us from peaking inside there for a look see ))  a strong tether and a good winch anchored somewhere 🤔,massive black hole one size solar system beyond surly must part event horizon weaker gravitation part whats stopping u peaking inside look see strong tether good winch anchored somewhere,1.0
"I think it’s a false equivalency to say information isn’t destroyed… we can’t preform alchemy, nor have the proposed quantum computers, or such technology otherwise for the most part, to assemble and change states of matter. A burned book can’t be reconstructed
A black hole pulls spacetime in such a way that it ‘slows’ time…
Really you’re ‘falling’ through spacetime at an accelerated rate. Spaghetti-fication is matter and time accelerating relative to the mass/gravitational force, so it’s not a question of if you could not be ripped apart
Right?
Wouldn’t it also make sense that radiation emitted from the black hole is the matter that went into it, after being smashed or ripped apart?
I don’t really understand the quantum vacuum fluctuation into pairs thing.
Seems like if anything were to escape a black hole, it’d have to reach some kind of escape velocity or be somehow unaffected by spacetime",think false equivalency say information isnt destroyed cant preform alchemy proposed quantum computer technology otherwise part assemble change state matter burned book cant reconstructed black hole pull spacetime way slows time really youre falling spacetime accelerated rate spaghettification matter time accelerating relative massgravitational force question could ripped apart right wouldnt also make sense radiation emitted black hole matter went smashed ripped apart dont really understand quantum vacuum fluctuation pair thing seems like anything escape black hole itd reach kind escape velocity somehow unaffected spacetime,1.0
One of the greatest broadcasters of all time. Who thought you could make theoretical physics compelling all of us idiots who don’t understand a damn thing of it?,one greatest broadcaster time thought could make theoretical physic compelling u idiot dont understand damn thing,1.0
Just for the sake of relevance as well as for the fact that some great information about space time dynamic lies in the knowledge of life after death ... y dnt you read about the life after death as predicted by Islam @Brain cox,sake relevance well fact great information space time dynamic lie knowledge life death dnt read life death predicted islam brain cox,1.0
Unrelated to the topic but I find it admiring how clearly he communicates complicated physics concepts to us like I could never.,unrelated topic find admiring clearly communicates complicated physic concept u like could never,1.0
A think the universe bounces of its elf n keep creating a universe and to us it like jumping on a bouncy castle,think universe bounce elf n keep creating universe u like jumping bouncy castle,1.0
"I like how he explains the things in details ,so I do not feel dumb. He is a good teacher.❤",like explains thing detail feel dumb good teacher,1.0
"Time was created by humans based off the observation of the earth, sun and stars. it's irrelevant to the universe. but he knows black holes? we don't know everything about the planet we live on, but some people want to explain the universe. he probably believes we can one day travel through time. good luck with that. punch in those irrelevant numbers. Good luck where you end up. hate to break it to ya, but the universe doesn't operate on our measurement of time.",time created human based observation earth sun star irrelevant universe know black hole dont know everything planet live people want explain universe probably belief one day travel time good luck punch irrelevant number good luck end hate break ya universe doesnt operate measurement time,1.0
Good night ❤,good night,1.0
Pretty darn good by really really big Texas standards,pretty darn good really really big texas standard,1.0
"Black holes more like hairy moles..
Unrelated, but does anybody know a good dermatologist?",black hole like hairy mole unrelated anybody know good dermatologist,1.0
"What I like most about him is that there is no antagonism with him, there's no aggression, he takes what he's learned and says ""I believe"" or ""I think"" and its based on what he's learned, so someone like myself who believes in God and have a good understanding of science can enjoy his work. He's an atheist but said ""we don't know"" which is uncommon in today's aggressive ""pick a side"" generation. I enjoy all his work as a result because his mind isn't thinking about the things that divide us as people, he just genuinely loves what he does and then enjoys passing on what he's learned and what he thinks these things mean without belittling those who don't know or those who may feel differently.",like antagonism there aggression take he learned say believe think based he learned someone like belief god good understanding science enjoy work he atheist said dont know uncommon today aggressive pick side generation enjoy work result mind isnt thinking thing divide u people genuinely love enjoys passing he learned think thing mean without belittling dont know may feel differently,1.0
He kinda looks like Keanu Reeves,kinda look like keanu reef,1.0
Been a fan of this man for 20 years. YouTube STILL recommends his content to me. Much love and respect brother.,fan man year youtube still recommends content much love respect brother,1.0
He looks like James Blunt,look like james blunt,1.0
"I can only wrap my head around bits of this but OMG! Fascinating and exciting. Love Brian, he’s the best 🎉❤",wrap head around bit omg fascinating exciting love brian he best,1.0
Could it be our math is pointing us back to the transition of life before the Big Bang as we know that before then time didn’t exist because mass didn’t. (Packed together=tensions to explode) This was a time before space and time so when traveling through we experience these realities of our world/physicys slowly melting away beginning with time as mass had to begin for time to even start so like a onion first goes the time then next goes mass this is as to why our calculations can no longer calculate beyond this point- Matthew Cardenas,could math pointing u back transition life big bang know time didnt exist mass didnt packed togethertensions explode time space time traveling experience reality worldphysicys slowly melting away beginning time mass begin time even start like onion first go time next go mass calculation longer calculate beyond point matthew cardenas,1.0
"Based on the theory that a black hole does not erase information and has finite lifespan, and taking into account the concept of Hawking Radiation, is it possible that when looking at the idea of the Big Bang and the way the universe is expanding, does this all together possibly point towards the Big Bang simply being the end of the lifespan of a black hole discharging the remainder of the particles it gives off back into space?

My choice of words is most likely confusing or incorrect but is the idea that a black reaching is end/ending and discharging the remainder of particles a possible explanation of what the Big Bang is??

Would really love to know what others think and would happily like to know if is an idea that has been ruled out already.",based theory black hole erase information finite lifespan taking account concept hawking radiation possible looking idea big bang way universe expanding together possibly point towards big bang simply end lifespan black hole discharging remainder particle give back space choice word likely confusing incorrect idea black reaching endending discharging remainder particle possible explanation big bang would really love know others think would happily like know idea ruled already,1.0
Great to hear and be educated by him 🎉🎉,great hear educated,1.0
Too boring for me.,boring,0.0
"This is the worst science I’ve ever seen
Black holes are not voids. They are solid mass made up of matter and anti-which repel each other yet are held together by gravity and rotation. This is how it ingests and ejects. 
This guy is a renowned scientist on top of 
This is an example of when you build physics around models and models around real physics",worst science ive ever seen black hole void solid mass made matter antiwhich repel yet held together gravity rotation ingests ejects guy renowned scientist top example build physic around model model around real physic,0.0
"I always thought that the Big Bang was the result of multiple supermassive black holes to the extent larger than we can can even think, and they all collided together and when it couldn’t hold its gravity anymore it collapsed in on itself sparking the Big Bang. Obviously these multiple supermassive black holes would have had to have swallowed up pretty much everything in the universe as well for this to happen. If a black holes point of singularity is the start or end of time like they say, wouldn’t it make sense that the singularity of a black hole could be the start of our universal time? I always thought it was just an infinite cycle of this but one giant universe and it corrects itself every whatever billion years it takes to reach the end of the process. The universe teaches us that death is necessary for new life and that there is no reaction without an action first done something had to be here as well as do something to spark the Big Bang",always thought big bang result multiple supermassive black hole extent larger even think collided together couldnt hold gravity anymore collapsed sparking big bang obviously multiple supermassive black hole would swallowed pretty much everything universe well happen black hole point singularity start end time like say wouldnt make sense singularity black hole could start universal time always thought infinite cycle one giant universe corrects every whatever billion year take reach end process universe teach u death necessary new life reaction without action first done something well something spark big bang,1.0
"Beware, I know what it is  like beyond event horizon.  Take the speed of sound which is  as finite as a speed of light. If you go supersonic in  a plane and thunder strikes behind you, you will never hear it! if you emit  sound from supersonic plane backwards to a plane that goes subsonic, your sound will never reach the subsonic plane! You are beyond event horizon in terms of sound, so there is no way you can hear anything from subsonic plane and vise versa. And the same paralel works with the speed of light. This time however you swap the sound with light.  So this time it is not the sound that cannot be heard, it is the image/ the light that cannot be seen.  That is why black hole is black, If you went superluminous speed in a spaceship  and looked behind you would also see total darkness despite the fact that the stars are there behind you. Butthat DARKNESS is a mere optical illusion triggered by the finite speed of light. The stars are there..Slow down to subluminous and you wiil see the stars again!  That is the event horizon, my friends. Sound pararel again, slow down the plane to subsonic and you will hear the thunder, only backwards. Conclusion- Space and time deformation seems to be just an optical illusion triggered by the finite speed of  light. If the speed of light was infinite, there would be no black hole and event horizon! Black hole would look like gigantic star and there would be no space deformation visible for this deformation does not really exist.  This deformation and time dilatation is a mere optical illusion triggered by the finite speed of light.",beware know like beyond event horizon take speed sound finite speed light go supersonic plane thunder strike behind never hear emit sound supersonic plane backwards plane go subsonic sound never reach subsonic plane beyond event horizon term sound way hear anything subsonic plane vise versa paralel work speed light time however swap sound light time sound heard image light seen black hole black went superluminous speed spaceship looked behind would also see total darkness despite fact star behind butthat darkness mere optical illusion triggered finite speed light star thereslow subluminous wiil see star event horizon friend sound pararel slow plane subsonic hear thunder backwards conclusion space time deformation seems optical illusion triggered finite speed light speed light infinite would black hole event horizon black hole would look like gigantic star would space deformation visible deformation really exist deformation time dilatation mere optical illusion triggered finite speed light,1.0
"I'm not gay but... I LOVE YOU MAN, I LOVED YOUR FILMS SINCE I WAS A KID!",im gay love man loved film since kid,1.0
"if Space is just that ""Space"" eg not solid ...then how can there possibly be a hole in it ..? ....its like saying there is a hole in the air that we breath",space space eg solid possibly hole like saying hole air breath,1.0
"In Indian philosophy, the word ( Shabd) is Brahm ( eternal) and emphatically stated! It reverberates here in the discussion as well. How profound thinkers were there when technology was even scarce. 
I love your explanation, prof Cox!",indian philosophy word shabd brahm eternal emphatically stated reverberates discussion well profound thinker technology even scarce love explanation prof cox,1.0
"Well you guys are so very ignorant to our Historical past .Before the great flood most of the Atlantian Aristocracy left Earth to two Planets in Alpha Centauri they had prepared fr thousands of years , ever since they come visit some of us in the past confused them with Gods, Angels until the mid 40s we chase them with fire power. They have made contact with a few heads of State in the last decades and was all kept secret by us. There is Cosmic Law ,they cant intervene in big scale due to our Karmic evolution, they too Answer to the Great Lords in the Universe,its mainly the Hybrids and the Synthetic Aliens that risk breaking the Law.",well guy ignorant historical past great flood atlantian aristocracy left earth two planet alpha centauri prepared fr thousand year ever since come visit u past confused god angel mid chase fire power made contact head state last decade kept secret u cosmic law cant intervene big scale due karmic evolution answer great lord universeits mainly hybrid synthetic alien risk breaking law,1.0
