comment,cleaned_comment
I wish they’ve put on camera the one person clapping for “I’m for doughnuts” and then stopping awkwardly…,wish theyve put camera one person clapping im doughnut stopping awkwardly
We make reasons for ourselves to become the distinctive people that we are ❤️,make reason become distinctive people
Sorry but I still can't make up my mind lol,sorry still cant make mind lol
"0:31 ailing parent moving in is not a choice, it's a moral obligation to take care of parents..",ailing parent moving choice moral obligation take care parent
I was a pornstar for 7 years for the money and with this whole crypto boom I decided to make digital art because I love art I've became a millionaire,pornstar year money whole crypto boom decided make digital art love art ive became millionaire
"Thanks for this video.
It's the best, one can understand things better after mnkwing something like this.",thanks video best one understand thing better mnkwing something like
"When faced with a hard choices don't make decisions based on reasons given to you by others, rather you need to create the reasons for the choices yourself. What kind of person do you want to be a few years down the line and which choice do you have to make to become that person. Which choice best goes with your values and beliefs. There are no right or wrong choices there's just choices, give it some thought and pick one and work and do your best to make it the right choice.",faced hard choice dont make decision based reason given others rather need create reason choice kind person want year line choice make become person choice best go value belief right wrong choice there choice give thought pick one work best make right choice
She needs to talk to Chidi Anagonye,need talk chidi anagonye
"Choosing between two options at par is indeed difficult. I use both my intellect and instinct to choose. However, once I have made my choice, it's my full commitment to my choice that will make it the right choice for me.",choosing two option par indeed difficult use intellect instinct choose however made choice full commitment choice make right choice
i always come back to this whenever i need to make a big choice,always come back whenever need make big choice
"Great talk, glad I CHOSE to look up a self help video for my situation instead of something that would entertain me. The way you explained it was very precise and hit the mark as best as the mark could be hit without making us slaves to outside choices.",great talk glad chose look self help video situation instead something would entertain way explained precise hit mark best mark could hit without making u slave outside choice
"This Ted Talk is so powerful. This is a part of the basis the human creates the brain and the brain creates the human. Ruth put the decision making process it such a clear way, I can undeniably make decisions different and I under why I should. Everyone should send this video to someone. Keep that circulation alive the sake of intentional humans.",ted talk powerful part basis human creates brain brain creates human ruth put decision making process clear way undeniably make decision different everyone send video someone keep circulation alive sake intentional human
she just told me to stop being scared and follow your heart or you won't be as happy and content as you can be... love this,told stop scared follow heart wont happy content love
"I want to have  a partner and have children.. but right now, I am saving up to pay up my debt and then I'm saving up to travel to the either side of the world by getting a job out of my degree.. and then get a partner.",want partner child right saving pay debt im saving travel either side world getting job degree get partner
"Don’t be a drifter , take charge of your life and do what really makes you happy 😊",dont drifter take charge life really make happy
"The luxuriant dill marginally guide because insulation ipsilaterally develop after a historical canvas. enchanted, red person",luxuriant dill marginally guide insulation ipsilaterally develop historical canvas enchanted red person
"Ruth Chang - this video was extraordinary! Thank you. I think I will listen to it another 5 times to really get my head around it. The concept of using decisions to forge who we want to be… sounds so simple, but is quite profound. 
I now know that I am a drifter, and allow the world to make decisions for me as a) I don’t like making decisions b) fear of failure. I will try to take more autonomy over each decision. Thank you",ruth chang video extraordinary thank think listen another time really get head around concept using decision forge want sound simple quite profound know drifter allow world make decision dont like making decision b fear failure try take autonomy decision thank
Cereal or a donat? I would just take both😂,cereal donat would take
no smart man would marry Betty if he could marry Lolita.,smart man would marry betty could marry lolita
Genious!,genious
"Me:𝐥𝐢𝐟𝐞 𝐢𝐬 𝐟𝐮𝐥𝐥 𝐨𝐟 𝐭𝐨𝐮𝐠𝐡 𝐝𝐞𝐬𝐢𝐬𝐢𝐨𝐧𝐬 :(
Mum:𝐥𝐢𝐤𝐞 𝐰𝐡𝐞𝐧 𝐮 𝐰𝐞𝐫𝐞 𝐛𝐨𝐫𝐧?
Me:🤬🤬🤬
Mum:𝐰𝐡𝐚𝐭 𝐝𝐢𝐝 𝐮 𝐣𝐮𝐬𝐭 𝐬𝐚𝐲?
Me:𝐰𝐡𝐲 𝐰𝐨𝐮𝐥𝐝 𝐮 𝐜𝐚𝐫𝐞? 𝐔 𝐩𝐫𝐨𝐛𝐫𝐨𝐛𝐥𝐲 𝐝𝐢𝐝𝐧𝐭 𝐞𝐯𝐞𝐧 𝐰𝐚𝐧𝐭 𝐦𝐞 𝐛𝐨𝐫𝐧.",mum mum
soy la unica que habla español aqui ?👁👄👁,soy la unica que habla espaol aqui
Uh why are they laughing I guess haha,uh laughing guess haha
"I think this is the best ""Choice"" video I've ever seen. We have the ability to assign reason within ourselves to become the person we wish to through hard choices. Therefore they are not a curse but a blessing. <3 :) Thank you Ruth.",think best choice video ive ever seen ability assign reason within become person wish hard choice therefore curse blessing thank ruth
"I didn't watch this. i just commented here. I've been making hard choices in my life but what I need is ""How to make hard choices work?""",didnt watch commented ive making hard choice life need make hard choice work
Why are those hard choices????,hard choice
this is the best ted talk I've ever seen,best ted talk ive ever seen
Be thankful that are in a position to make a choice. Some people have no choice.,thankful position make choice people choice
Casual Esther Perel at 12:21,casual esther perel
Excellent,excellent
"One of the best TEDTalks. I am glad you became a philosopher! Otherwise, this video wouldn't exist.",one best tedtalks glad became philosopher otherwise video wouldnt exist
Neither is better but they're not equal? That's not possible,neither better theyre equal thats possible
"Excellent. I wish she gave more lectures. Reminds me of Viktor Frankl's lectures about finding meaning in ones life to make it fulfilling. Without ""meaning"" people drift all over and are usually unhappy.",excellent wish gave lecture reminds viktor frankls lecture finding meaning one life make fulfilling without meaning people drift usually unhappy
"I come to this video at 3AM in the middle of the night trying to decide if I should switch my job of equal pay, equal role, just a different department. It is a hard choice because they are similar jobs. The current job offers stability and easy pass since I already know how to do my job. The new job offers new learning opportunities and along with it a lot of hard work to gain those knowledge. 

My reasoning is the salary is the same, so why should I change and have to risk the uncertain challenges from the new job? Well, there is obviously something I don’t like about the current job, otherwise, it wouldn’t be a hard choice.  It is an internal battle. 

But I think this video gave me an answer. I want to learn new things but I fear change and risk. Don’t let fear and risk to stop you from what you want to be.",come video middle night trying decide switch job equal pay equal role different department hard choice similar job current job offer stability easy pas since already know job new job offer new learning opportunity along lot hard work gain knowledge reasoning salary change risk uncertain challenge new job well obviously something dont like current job otherwise wouldnt hard choice internal battle think video gave answer want learn new thing fear change risk dont let fear risk stop want
I love how they casually show Esther Perel sitting in the crowd :D,love casually show esther perel sitting crowd
Sorry...but she didnt gave me any answears..,sorrybut didnt gave answears
Essentially you're creating a false dichotomy for yourself.,essentially youre creating false dichotomy
She conflates choices and decisions.,conflates choice decision
"Are we really deciding our own preferences?  When we make a choice to eat noodles instead of bread, we are just using our inner desire to make a decision, and it's actually calculated in some way. Further, how do we got these preferences in the first place?  It doesn't seem to be from ourselves.",really deciding preference make choice eat noodle instead bread using inner desire make decision actually calculated way got preference first place doesnt seem
Mr nobody brought me here,mr nobody brought
"Nobody:










> = <",nobody
"I dropped out. Decisions decisions, be unemployed or be more unemployed?",dropped decision decision unemployed unemployed
I have to choose bewteen medical school and clinical psychology. Im so lost😭,choose bewteen medical school clinical psychology im lost
Lotta great and helpful stuff here but unfortunately my takeaway is that pork tongue is your idea of luxury,lotta great helpful stuff unfortunately takeaway pork tongue idea luxury
"Not gonna lie, this was better than expected.
I'm in the middle of a tough decision and this made me cry, good tears of course.",gon na lie better expected im middle tough decision made cry good tear course
Hard choices are called decisions.,hard choice called decision
This is so good!! Thank you for that,good thank
"WAS A PERFECT ANSWER, THAN YOU , HAVE PHILOSOTHY DEEGRE , BUT GUESS TO EARLY IN MY LIFE GOING THROUGHT RATHER PERPLEXING SITUATION, AND YOU ARE SERIOUSLY THE BEST 
THANK YOU AGAIN",perfect answer philosothy deegre guess early life going throught rather perplexing situation seriously best thank
"""It is the correct decision because I chose it.""",correct decision chose
Verdadeiro e emocionante!,verdadeiro e emocionante
"Summary: Hard choices are those where neither alternative is better overall, hence difficult to choose between. A choice may be hard but at the same time unimportant, like choosing food from menu. Also, for important hard choices, the outcome is often unknown, which makes them harder.

Don't have naive scientific attitude and try to put choices on a linear scale of good and bad. Complex numbers and entanglement are just few examples of incomparable or unquantifiable things in science. Just imagine how hard life must be.

The thing is- there is no rationally good or bad alternative in hard choices. If everything could be rationalized, then we would be reduced to automaton. In other words, instead of being episodes of agony, hard choices are opportunity for us to express our consciousness, and be the person we are.",summary hard choice neither alternative better overall hence difficult choose choice may hard time unimportant like choosing food menu also important hard choice outcome often unknown make harder dont naive scientific attitude try put choice linear scale good bad complex number entanglement example incomparable unquantifiable thing science imagine hard life must thing rationally good bad alternative hard choice everything could rationalized would reduced automaton word instead episode agony hard choice opportunity u express consciousness person
8:13 It’s not true. We cannot compare 1 with i(complex number),true compare icomplex number
God im so indecisive..its like one of the main things id like to change about myself.,god im indecisiveits like one main thing id like change
Thanks a lot,thanks lot
"Beautiful impressive amazing soul. Interesting n informative talk. Thank you, bless you . All your dreams come true.",beautiful impressive amazing soul interesting n informative talk thank bless dream come true
"The nugget that I'm taking away is here. 13:59 ""....that the reasons that govern our choices as correct or incorrect sometimes run out. And it is here in the space of hard choices that we have the power to create reasons for ourselves to become the distinctive people that we are.""",nugget im taking away reason govern choice correct incorrect sometimes run space hard choice power create reason become distinctive people
This helped me decide to start my gender transition. Thank you so much.,helped decide start gender transition thank much
Soooooo good!!!,soooooo good
Hard choices smh,hard choice smh
Perfect!,perfect
"Hi guys, Show me How to get full script in this video? Thanks.",hi guy show get full script video thanks
"Yes, I understand all of these special words but I don't understand HOW to make a hard choice",yes understand special word dont understand make hard choice
Because of our lesson i came here HAHAHAHA😍 I love this talk❤️,lesson came hahahaha love talk
Love you Ma'am....Thank you very much.,love maamthank much
"For the past two years I've been deciding whether to move back to Miami or move back to NYC. I love both cities & both have their good & not so good things about them but after watching this video, it really put things into perspective for me.",past two year ive deciding whether move back miami move back nyc love city good good thing watching video really put thing perspective
Philosophy brought me here,philosophy brought
"""Life is Meaningless""",life meaningless
Loli? Nani?,loli nani
"Amazing , thank you so much i have a Big decison to make today inchallah that i could not make for months , i Hope this will make me make a final decison",amazing thank much big decison make today inchallah could make month hope make make final decison
If only i watched this earlier in my life.,watched earlier life
I was late in finding this video..... could have changed my mind,late finding video could changed mind
"Right now I have to make one choice between buy one thing I really need to get but also at the same time I was scared that I will make the bad choice, it's so frustrated",right make one choice buy one thing really need get also time scared make bad choice frustrated
I like to imagine that Neo from the Matrix had this kind of thinking going on in his head when faced with the choice between the red pill and the blue pill.,like imagine neo matrix kind thinking going head faced choice red pill blue pill
The LOL after her suggesting she was thinking of studyig law is GOLD!,lol suggesting thinking studyig law gold
Came here through the channel's Like Stories of Old video explaining the movie Mr Nobody,came channel like story old video explaining movie mr nobody
"""It is here in the space of hard choices, that we have the power to create reasons for ourselves  to become the distinctive person that we are. And thats why hard choices arent a curse, but a godsend"".",space hard choice power create reason become distinctive person thats hard choice arent curse godsend
"I still don't know what to do my own dilemma is far more difficult than the examples she gives here..
Damn!",still dont know dilemma far difficult example give damn
Who am I to be? I want to be a free person!,want free person
2:37 am l the only one who doesn't understand why the audience laugh,l one doesnt understand audience laugh
shut up,shut
"Thoughts before seeing: Isn't the realm of making choices better of in the hands of a psychologist?

Thoughts during seeing: This is inside-full

Thoughts after seeing: The question is if people can decide who they want to be. Or to put it differently, are stuck not knowing who they want to be, because they don't feel what fits them and so the decision problem just changes places from the outer to the inner realm.",thought seeing isnt realm making choice better hand psychologist thought seeing insidefull thought seeing question people decide want put differently stuck knowing want dont feel fit decision problem change place outer inner realm
"For the choice of life, there is no best choice, we should look for the reason from the heart. Don't be a drifter, be defeated by the fear of the unknown and the fear of failure. Make you who you want to be, and walking your own ways.",choice life best choice look reason heart dont drifter defeated fear unknown fear failure make want walking way
I'm here for my introduction to the philosophy of human person,im introduction philosophy human person
"Don't spend too long trying to make a decision, because even if you knew the outcomes of each choice, it wouldn't make it easier to choose.",dont spend long trying make decision even knew outcome choice wouldnt make easier choose
"I can go to Norway and better my footballing career and reunite with my mom, or I could stay and be with my friends and the rest of my family.",go norway better footballing career reunite mom could stay friend rest family
"Women are looking at her so lovingly, it's so wholesome😍",woman looking lovingly wholesome
"Glad I watched this! But, the ability to not be pressured by societal norms is often curtailed by our background/ situation and a lot harder to do in certain societies. Definitely hard to do in a not so wealthy, developing nation.",glad watched ability pressured societal norm often curtailed background situation lot harder certain society definitely hard wealthy developing nation
"This video for me missed out something fundamental idea that supports her discourse on how to make hard choices. Its quite deceiving to make a choice if you will not 'know more about the choices that you will be choosing'.
For me it is lack of the elements of ""Trying"".You will not know whats the best choice unless youll try those choices first. I also believe that we sometimes bound by pressure and nonsensical preach by others so a simple choice leads to a hard choice.
So, ""Trying"" is the best option/solution. Do not afraid to make hard choices because it will makes us more savvy for good reasons. Thats part of life. Deal with it. Give it a shot!",video missed something fundamental idea support discourse make hard choice quite deceiving make choice know choice choosing lack element tryingyou know whats best choice unless youll try choice first also believe sometimes bound pressure nonsensical preach others simple choice lead hard choice trying best optionsolution afraid make hard choice make u savvy good reason thats part life deal give shot
"Her ideas and the way she elaborates is like ASMR to me, one of the few moments when I feel glad to be a human being who's able to understand this.",idea way elaborates like asmr one moment feel glad human who able understand
"This talk can be truely life changing. I now realize.why I find it so hard to choose between two option. Because i dont know how each will turn out. And fear blinds me. By making all choices equally good, I can realize what my heart really wants. And then I can create reasons to support that decision, and working on create the path, making the choice turn out to be right. No more cofusion. Thank you.",talk truely life changing realizewhy find hard choose two option dont know turn fear blind making choice equally good realize heart really want create reason support decision working create path making choice turn right cofusion thank
"I'm so very young and I have to make a big descion. Here's what's happening in my life:
My dad and mom are sick and can't earn enough money to afford the rent. They told me THE YOUNGEST sibling that I either have to go back to their country with them or let them die in America while I also leave all my friends. (My parents spend money on non necessary stuff) I keep telling them to not waste their money on useless stuff. This has both causes me stress and anxiety. WHYY :((((",im young make big descion here whats happening life dad mom sick cant earn enough money afford rent told youngest sibling either go back country let die america also leave friend parent spend money non necessary stuff keep telling waste money useless stuff cause stress anxiety whyy
"David Hume: “Reason is, and ought only to be the slave of the passions.”",david hume reason ought slave passion
Had to watch the second time to understand,watch second time understand
"I listened to this twice and hear two message versions. One is about agency and creating the person we want to become.  A second is implicitly through her own story of lawyer vs philosopher.  She said that she chose law school because it was safe but ultimately it did not fit and was not what she loved. This suggests more a  psychology of personality and less room to maneuver.  It does not sound like she could have been happy with the lawyer choice, given her personality and value structure.  If she could not be satisfied with being a lawyer, then the choices are not of equal value for her.  She might make reasons for it, such as money and safety, but her heart and body would rebel.",listened twice hear two message version one agency creating person want become second implicitly story lawyer v philosopher said chose law school safe ultimately fit loved suggests psychology personality less room maneuver sound like could happy lawyer choice given personality value structure could satisfied lawyer choice equal value might make reason money safety heart body would rebel
she took me around the world and I ended up getting lost t in the isolated island..,took around world ended getting lost isolated island
"wow , anyone in 2020? it's crazy how all these years later and it's still relevant and helpful",wow anyone crazy year later still relevant helpful
"""They let mechanisms of reward and punishment pats on the head, fear, the easiness of an option to determine what they do.""",let mechanism reward punishment pat head fear easiness option determine
"I am studying law too, but I don't want to be a lawyer but working alternatives are great. Today I decided to quit and follow my interests. wish me luck :)",studying law dont want lawyer working alternative great today decided quit follow interest wish luck
"I didn't really fully grasp this until watching the second time around. The first time I didn't find it very helpful. In reality it's quite profound. Let go of the pro-con list and the endless comparison and analysis of every feature. Let go of fear and of taking the safer, easier route. Decide who you want to be and what you want to live for, and then choose whatever will get you closer to that. And celebrate hard choices as opportunities to define yourself and your life.",didnt really fully grasp watching second time around first time didnt find helpful reality quite profound let go procon list endless comparison analysis every feature let go fear taking safer easier route decide want want live choose whatever get closer celebrate hard choice opportunity define life
"Thank you Ruth Chang! I like your philosophy, it's similar to Stephen Covey's 2nd and 3rd habit, your the programmer and write the program. Why let somebody write it for you. Colossal point!",thank ruth chang like philosophy similar stephen covey nd rd habit programmer write program let somebody write colossal point
easily the best ted talk i've ever listened to,easily best ted talk ive ever listened
How do we decide what kind of people we want ourselves to be? That's another hard choice.,decide kind people want thats another hard choice
Yea.... She missed her calling as a lawyer. She is very good at explaining the unexplainable. I could listen to her talk for days 😍,yea missed calling lawyer good explaining unexplainable could listen talk day
"When it comes to lifetime decisions such us who to marry, career to choose and where to live, you have to trust your gut and feelings. You are not going to be happy if you're just rational all the time. Sometimes being right all boils down to what makes you happy.",come lifetime decision u marry career choose live trust gut feeling going happy youre rational time sometimes right boil make happy
"Exactly the video I needed right now, I have a really hard time choosing between two schools and both have equal amounts of positives and negatives, so this really helps me on the way to choose :)",exactly video needed right really hard time choosing two school equal amount positive negative really help way choose
"Iv always been a drifter , and never happy. This video explains a lot.",iv always drifter never happy video explains lot
"""When you wish to reflect upon or consider a matter, you consult something within you. You say, shall I do it, or shall I not do it? Is it better to make this journey or abandon it? Whom do you consult? Who is within you deciding this question? Surely there is a distinct power, an intelligent ego. Were it not distinct from your ego, you would not be consulting it. It is greater than the faculty of thought. It is your spirit which teaches you, which advises and decides upon matters."" – Abdu’l-Baha, Baha'i Faith",wish reflect upon consider matter consult something within say shall shall better make journey abandon consult within deciding question surely distinct power intelligent ego distinct ego would consulting greater faculty thought spirit teach advises decides upon matter abdulbaha bahai faith
"This is really good, thank you very much!",really good thank much
The amount of brilliantly useful information in this lecture is mind boggling...,amount brilliantly useful information lecture mind boggling
This woman just helped me change my life,woman helped change life
In to the unkooowwwwwnnn,unkooowwwwwnnn
"On a par, aka similar",par aka similar
She did not answer the question of how to make hard decisions! Dislike.,answer question make hard decision dislike
Where is the solution?,solution
"omg, being amazed by her analysis, expression and insight",omg amazed analysis expression insight
"Nurse or Doctor.

15 years old trying to find out one of my hard choice coming to my life",nurse doctor year old trying find one hard choice coming life
reasons created by us not for us. <3,reason created u u
Ruth 🤣🤣🤣,ruth
the choice you refuse to make is the one that will be decided for you,choice refuse make one decided
At least I am not stupid 😅,least stupid
I am trying to decide whether to continue doing gymnastics or pursue dance😞,trying decide whether continue gymnastics pursue dance
You need God and by His grace the worst turn to be a blessing...,need god grace worst turn blessing
"The biggest problem with avoiding the reasons is, sometimes people get drifted by their inner desires so much that they don't care about other's wellbeing and that's not good for the collective whole! It creates things like corruption, inequality, hierarchies.",biggest problem avoiding reason sometimes people get drifted inner desire much dont care others wellbeing thats good collective whole creates thing like corruption inequality hierarchy
"Oh dare you ? What you say is so beautiful that you have just revolutionised my entire future. I had to choose my studies today, and you allowed me to make that choice by myself, by the person I really am and that I ignored before. Thank you so much, love from France 💕",oh dare say beautiful revolutionised entire future choose study today allowed make choice person really ignored thank much love france
Truly inspiring!!,truly inspiring
Excellent talk thank you!,excellent talk thank
Okay so how can i choose between betty and lolita?,okay choose betty lolita
"One of my fav tedtalks, will forever carry it with me.",one fav tedtalks forever carry
>=< face lol,face lol
"hmmm.. This helped me, but only because I thought about it through for a while. 


The core of what she was saying is good, but I feel like it was kind of diluted with things that actually detracted from the point. Someone in the comments said, ""Just make a choice, then make so that it turns out to be a good one"". I understand why they came to this conclusion based on this video. I think that people like this would have clearer understandings had the video beed a lot more direct. I'm gonna break it down in my own words and it might help people.


For me, the important part is when she mentioned ""Drifters"". A drifter is someone who's aimless and subsequently doesn't no who they are. To understand who you are, it's important to be able to recognize meaning. (Look up ""Jordan Peterson Meaning"") Defining yourself, your goals, your principles, allows you to recognize the choices that yield the most meaning from the consequences of your decisions.


That's it. I don't think this adds to what she said, it might make her point clearer though. idk. Also, keep in mind that Jordan Peterson is politically controversial, but has a great life philosophy and I'd encourage anyone to look him up as he's very important to this. I like a lot of what she had to say, ""If your life were nothing but easy choices, you'd be a slave to your decisions.""


Have a good day! and like my comment if it helps. :)",hmmm helped thought core saying good feel like kind diluted thing actually detracted point someone comment said make choice make turn good one understand came conclusion based video think people like would clearer understanding video beed lot direct im gon na break word might help people important part mentioned drifter drifter someone who aimless subsequently doesnt understand important able recognize meaning look jordan peterson meaning defining goal principle allows recognize choice yield meaning consequence decision thats dont think add said might make point clearer though idk also keep mind jordan peterson politically controversial great life philosophy id encourage anyone look he important like lot say life nothing easy choice youd slave decision good day like comment help
"I’m glad we have these ted talk as resources, they didn’t have such experts that give their opinion on what they worked for so long so easily available, i am grateful for that 🙏🏽",im glad ted talk resource didnt expert give opinion worked long easily available grateful
"I think the movie 'Mr.Nobody' is the best illustration of this ted talk. Or, this talk is the best conclusion of the movie.",think movie mrnobody best illustration ted talk talk best conclusion movie
Trying to decide whether to brush my teeth or eat pretzels,trying decide whether brush teeth eat pretzel
*NEEEEMMOOOOOOOO*,neeeemmoooooooo
Mr Nobody is the best film that represents the philosophy of this talk.,mr nobody best film represents philosophy talk
"Could listen to her All Day. Thank you, sincerely. I'm glad you became a philosopher.",could listen day thank sincerely im glad became philosopher
"....And yet, when it comes to making a hard choice, my options are a subset of socially constrained options. So long as feel that I exercised my will in choosing from a limited set of viable options can I claim I am expressing the authentic me. The individual who allows life to guide their choices is a drifter, they make decisions passively and therefore allow themselves to be swept up by the flow of life. The principle of Wu Wei would apply here. However, those who from their inner self make a choice are more resilient to being pushed around by the flow of life, they resist certain ideas and support others. In this sense their lives are meaningful because they engaged their agency in support some cause or idea.  They dictate to the world who they are and make life into what they want by self-created reasons. 


Where those reasons originate from is unimportant..... At what point did I decide to decide? I can certainly get behind the idea of making decisions that 'feel right' because that feeling is how I 'know' I've acted in accordance with a deeper part of me.  I've expressed myself in a way that reflects my inner feelings. How I arrived at those feelings is an unknown mystery but that doesn't matter so long as I have allowed their expression to be released. It's as if the outside world flows through me and I through it and when I have a sense that I want to move or act I do and in that act I am being authentic to who I really am. Which is a creature that is interconnected with its environment. I am my ecology. So to act in a way the expresses my inner feelings is to allow the flow of life to pass through me unimpeded. The same way water flows down a mountain. 


I am not certain but pretty confident there is no right way to act. Which is to say there is also no wrong way to act. You just do, and there it is. We can layer on complex mental games but these are also simply manifestations of what there is. 


https://www.youtube.com/watch?v=ZzaUGhhnlQ8",yet come making hard choice option subset socially constrained option long feel exercised choosing limited set viable option claim expressing authentic individual allows life guide choice drifter make decision passively therefore allow swept flow life principle wu wei would apply however inner self make choice resilient pushed around flow life resist certain idea support others sense life meaningful engaged agency support cause idea dictate world make life want selfcreated reason reason originate unimportant point decide decide certainly get behind idea making decision feel right feeling know ive acted accordance deeper part ive expressed way reflects inner feeling arrived feeling unknown mystery doesnt matter long allowed expression released outside world flow sense want move act act authentic really creature interconnected environment ecology act way express inner feeling allow flow life pas unimpeded way water flow mountain certain pretty confident right way act say also wrong way act layer complex mental game also simply manifestation
"YES, WE CREATE OUR OWN UNIVERSE...",yes create universe
Way too few views..,way view
"Awesome video thank you ! I made a video summarizing how to make better decisions in life, in case you wanna watch it :) https://www.youtube.com/watch?v=GL8qWhAsaJc",awesome video thank made video summarizing make better decision life case wan na watch
actually make my eyes little bit wet,actually make eye little bit wet
"Do help me choose. Appreciate suggestion
So I have an Important exam coming up
Presently unemployment
Parents providers.
1) Should I focus on Self Study ( only 2 months - officers post- fulfilling. But I do have maybe 1 hour extra)
2) Or tutor 1 hour a day ( part of my syllabus.... but have to continues 1 hr for everyday for 6 months - what if I get a Job in between, a call for intership- be selfish and just leave). This could also save me some money for the part 2 phase (for coaching books) of exam I need if I pass the part 1 exam.",help choose appreciate suggestion important exam coming presently unemployment parent provider focus self study month officer post fulfilling maybe hour extra tutor hour day part syllabus continues hr everyday month get job call intership selfish leave could also save money part phase coaching book exam need pas part exam
great lecture!,great lecture
this was MINDBLOWING!!!!AMAZING,mindblowingamazing
Answer: Gut feelings,answer gut feeling
decision fatigue kills 💡-AsianFoodNerd (IG),decision fatigue kill asianfoodnerd ig
"How about you need to choice between  abortion ,,my wife is pregnant and the ob gyne say my baby have a rare heart decease and need to let it go because if we keep it the baby will suffer now i cant decide ..",need choice abortion wife pregnant ob gyne say baby rare heart decease need let go keep baby suffer cant decide
"I’m here because I don’t know what to do. This comment is probably too late to be seen but oh well, I want to air my thoughts. Do I study music at university, which has been my passion and hobby longer than I’ve been able to read and write, or do law (ive been offered a fully paid scholarship). I love learning and academia, and think I would be able to do some really impactful changes as a lawyer, and I have a strong drive to make the world a better place. On the other hand, I love music and it makes me feel incredible and sometimes when I perform, euphoric. I could do music now, and law later, of course, but I would lose the scholarship. Taking the scholarship would significantly assist my parents financially. I can get behind being a musician, and exisiting to create beauty and share joy. I can also see myself making significant change and fighting for the greater good as a lawyer. Which is the person I want to be? I want to be both, but I also want to ensure financial security for my family. I want to be a good child, and create beauty, and change the world, but I feel like I can’t be all these things at once. I need to decide today and I’m at a complete loss. Thanks for reading!",im dont know comment probably late seen oh well want air thought study music university passion hobby longer ive able read write law ive offered fully paid scholarship love learning academia think would able really impactful change lawyer strong drive make world better place hand love music make feel incredible sometimes perform euphoric could music law later course would lose scholarship taking scholarship would significantly assist parent financially get behind musician exisiting create beauty share joy also see making significant change fighting greater good lawyer person want want also want ensure financial security family want good child create beauty change world feel like cant thing need decide today im complete loss thanks reading
"Extraordinary, deeper explanation.",extraordinary deeper explanation
"here’s my situation,

my high school offers CTE (Career Technology Education) programs which are essentially really hard to get into programs that let you take college classes and get the experience in high school. 

I want to be a lawyer, so I applied for the criminal justice program. 

18/240 people get accepted and they look at everything from grades, to attendance and your application.

If I get accepted, I’d take 2 classes sophomore and junior year and 4 senior year. Essentially, I barely get any electives but I get to take this course.

My hard decision comes in here, I’m unable to take a lot of AP classes and I’m planning on applying to Ivy League colleges or just prestigious colleges in general and my GPA would suffer if I took the CTE course. I want a 5.00 GPA which is impossible to get taking CTE classes. Like, I’d have the tiniest bit over a 4.00 GPA and so now I’ve spent hours upon hours on my application for the program. I’m getting my letter soon on whether I made it in or not and if I did, I’d have to choose between a good GPA or the program. 

I know no one cares but it helps me to write this out because I’m freaking out",here situation high school offer cte career technology education program essentially really hard get program let take college class get experience high school want lawyer applied criminal justice program people get accepted look everything grade attendance application get accepted id take class sophomore junior year senior year essentially barely get elective get take course hard decision come im unable take lot ap class im planning applying ivy league college prestigious college general gpa would suffer took cte course want gpa impossible get taking cte class like id tiniest bit gpa ive spent hour upon hour application program im getting letter soon whether made id choose good gpa program know one care help write im freaking
2:36 why did people burst out into laughter. Literally nothing funny was said I don’t get it,people burst laughter literally nothing funny said dont get
"Values: better, worse, equal
Ruth Chang's values: better, worse, equal, on a par (in the same neighbourhood yet different kind)
When facing 'on a par' circumstances: exercise your agency/ your ability to decide (normative power)",value better worse equal ruth chang value better worse equal par neighbourhood yet different kind facing par circumstance exercise agency ability decide normative power
And then there's me trying to decide between two different last names,there trying decide two different last name
Come prendere le DECISIONI GIUSTE - Insieme a te + Intervista https://youtu.be/4KUcxI3-LqI,come prendere le decisioni giuste insieme te intervista
I am having a really difficult desicion right now. My exchange year in Spain is about to end and i have a planned trip(for 3 days) in 2 days to a city where the love of my life lives which is 800 km from the one i am supossed to be in and my agency doesnt know about it. And my cordiantor told me she will want to meet me in the next few days exactly when I wont be here which would mean that i would get kicked out of here 7 days earlier but if i dont go it will be the biggest regret of my life....,really difficult desicion right exchange year spain end planned tripfor day day city love life life km one supossed agency doesnt know cordiantor told want meet next day exactly wont would mean would get kicked day earlier dont go biggest regret life
"This video was a godsend, thank you",video godsend thank
"Don't try to ""not fail"". Aim to succeed.",dont try fail aim succeed
"hard choice :go to an  comedy standup or a TED discussion
standup : sold out 
well ...",hard choice go comedy standup ted discussion standup sold well
Pretty sure Rick and Morty based the psychiatrist character off this woman...,pretty sure rick morty based psychiatrist character woman
"Hey to anyone that reads this. I'm on a soccer team, but I don't like going to practice, games, or dinners with the team because it can get akward. I also play left defense, and I don't even get much time. I got accepted to another team, but there an A,B, and C team. I made it on the C team. The team is better, and I could get a fresh start in my social life. What should I do.",hey anyone read im soccer team dont like going practice game dinner team get akward also play left defense dont even get much time got accepted another team ab c team made c team team better could get fresh start social life
"I just graduated in art. I don't know what to do now that I am no longer a student. The fact that I need to make my own choices that my parents usually did has left me stressed. I realise i don't know how to even create options for me because my brain freezes. I am afraid that my first step out of university will make my future miserable. I feel like the drifter here, and i understand i don't know myself. however, I know this is the first step into changing that.",graduated art dont know longer student fact need make choice parent usually left stressed realise dont know even create option brain freeze afraid first step university make future miserable feel like drifter understand dont know however know first step changing
Lovely path of thinking!,lovely path thinking
