cleaned_comment,sentiment_score,sentiment
cant alien structure due size would require million material planet actually tell alien must gone planet gather material find another planet live,0.0,neutral
couldnt large planet large moon,0.0,neutral
bull guckey,0.0,neutral
actual scientist speaking precision one mysterious star galaxy marketing person working ted mysterious star universe,0.0,neutral
moment realize joke hasnt gotten one laughing,-0.1098,negative
thank great presentation explanation watching listening paying close attention update alert signal continue take u whole notha level star knowledgem wisdome key,0.8316,positive
imagine jump point mass amount ship xd,0.5859,positive
alone universe let face,-0.25,negative
planet dont get much bigger big brother thats funny doesnt know much,0.4404,positive
bullshit nasa never space space lady never seen anything told say thing proof,-0.5859,negative
know star mile away theyre actually size texas observed telescope see point like one top christmas tree know everything need know lady make sense,0.5106,positive
real explanation simple planet partially tidal locked finally broke apart,-0.4215,negative
money black hole unstable orbit wobble thing fit behaviour based information seen anything size would crazy gravitational field wouldnt allow light snap back like would cause lens effect exit well entrance black hole could cause yoyo signature theory provided wobble rotation,0.2344,positive
video typical n ever n traight nswer,0.0,neutral
im smart man ever claimed think enough common sense believe life outside earth there absolutely way one,0.4019,positive
moon weird axis around roxy lopez truth denied couple video lot people photographed,-0.3182,negative
havent even explored depth ocean according nasa lost technology get back moon excuse believe earth flat nasa hoax timelapse photography alone show star rotate around flat plane,-0.6249,negative
still believe earth flat remember space cloud used teach,0.0,neutral
make political statement either love hate,0.128,positive
basically clue nasa never straight answer bunch b mass need money keep b,-0.1695,negative
veered topic quickly think natural,0.3612,positive
whats happening spectrum line emission absorption erratic behaviour line stellar classification star size temp etc ok fv star parsec distance apparent magnitude hmmmm thinking along line large super massive dark companion dragging large dust comet swarm irregular orbit wobbling semi complete c shaped ring stellar detritus think one could alien nahhh could lol dyson sphereshell maybe also concentrating kepler search grid erratic behaviour like one even natural explanation may find many many erratics stated computer search would missed one one star showing pseudoactual alien behaviour could become interesting indeed,0.9246,positive
dang info nasa use yeah well im cheer,0.765,positive
syfi baloney real,0.0,neutral
disappointing nothing burst chest,-0.4939,negative
mysterious star need lot explaining story could lie,0.0,neutral
dont know understand got good job,0.4404,positive
goodness sake dip brightness likely due transition every unexpected discovery keep growing imagination myopic perspective brightness dip mean planet transition body cycle brightness depending age big deal electric universe cmon ffs,0.7717,positive
jupiter time bigger earth,0.0,neutral
could gas dust exploding star known quite dense,0.0,neutral
gravitational lensing possible giant sunspot,0.0,neutral
conjecture based upon calculation probability nothing nothing less could maybe favorite,0.4091,positive
inside earth inside planet,0.0,neutral
star planetskic light intensity may disturbed others star planetbecause always doesnt mean earth kic isnt solar system,-0.3818,negative
everything mankind discovers destroy consciousness undiscovered element thisisnotthealgorithim,-0.5423,negative
remember part established astronomer club meaning know everything looking boot computerized telescope problem entire premise universe flawed make wow moment look like idiot guide tying shoelace beyond ignorant anything past million mile everything computer modeling think see one spend hr reading halton arp work hannes alfvens wal thornhill anthony peratt burbidges etc youd realize dont cant know universe work though brilliant mind mentioned probably closer reality black hole everywhere gravity wave riding monobots taken controlled finance directed narrowest kind thinking know truth much,0.8271,positive
black hole suck emitted light possibility million thing passing front blocking light,-0.6705,negative
excellent speech,0.5719,positive
let everyone chance turn falsehood onto believing god king universe next good news yeshua ha machiah came die u cross rose gravebecause want u home kingdom washed blood yeshua ha machiah clean believe trustworthyness let u fall error delivered believing lie lie life somewhere boxed realm life abundantly kingdom heaven yeshua way truth life believe shall saved,0.9274,positive
science explains nothing new thing time go scientist gon na look crazy stupid beneath concept infinitum trying comprehend vastness outer space limited technology tell always limitation nobody measure infinity,-0.836,negative
felt great disturbance force million voice suddenly cried terror suddenly silenced fear something terrible happened,-0.8689,negative
humma dyson star would require material builder star home world think,0.0,neutral
nothing new sun nothing new computer analyse known throughout century rishis human consciousness refined edge pranahuti every human born earthly sphere rise beyond sun hisher capability rising common community consciousness action course human body growth transforming fluxflow warmth super conscious beyond computer awareness within last year unnatural important humanity concerning phenomenon happened eternal living phenomenon happened world humanity rise billion inhabitant billion human aware consciousness rising intelligent blessed c r c h p capability focus partly ore even great population together consciousness act beyond sun star light matter materializing state never found history far would make scientific full research much warmth human microchip human body radiant warmth throughout lifetime human generated refined higher order human quality lovingly interconnectivity reset human behaviour refined state h u n community relevant rechapping society better much living quality matter an substance average degree celsius time year per person per day multiplied four hour multiplied minute multiplied second truly raising consciousness limit warmth prevalent light understand star light might concave mirror spherical atmosphere extending limit star formation reflexion human warmth production throughout century super city city village radiating warmth atmosphere concentrated concave mirroratmosphere space time worth reflect question star brightness reflection human activity earth planet earthly cosmic total sphere rising course new data beyond scientific research understood far limit human consciousness including superstar question divine supernatural capability rising daily phenomenon beyond human individual reality community reset action together living planet billion generator read human warmth love restructuring l v e better world beyond data dear friend maha kriya yoga bodyposture breath consciousness able materialize dematerialize might inherent golden key much hibernia study hibernia month month year bear losing hisher weight hibernia without visible excrement otherwise normal summer relate eating behaviour boy weight vanishing slow radiation minimized metabolism dimetyl piperidine acid nature study best temperature relate function worth noble price science field find clew understanding phenomenon star matter consciousness life dear friend,0.998,positive
fucking stupid lady earth enclosed space fake firmament keep u water heaven,-0.5413,negative
theyre moving toward science fiction actually considering possible reality unlike scientist yeah,0.296,positive
still zooniverse send email open jpegs study pic timed look many like,0.3612,positive
star change brightness,0.3818,positive
find way rule alien wtf,-0.5859,negative
billy meier contact race extraterrestrial human call plejaren readily known different race human planet use extraterrestrial last resort explain something okay whatever say miss neutral objective scientist,0.0772,positive
skin wackersand gineats hatesforth mr,0.0,neutral
altoona among u notvawera thin reptions purtions pleades andmeadstion,0.0,neutral
planet plant miney spice anagel theme supper power galaxy note one nothing thoutsis though god way going tack back planet,-0.2057,negative
g north jupiter headed way head way andyou going sea tar bust black hole one going reject empower ship fashion village hinodes vodios,-0.4019,negative
explained simply electric universe model take fully account electricity plasma galactic scale star behaviour explained simply rationally one coherent physical model wwwholosciencecomwptwinkletwinkleelectricstar,0.0,neutral
pseudoscience fiction lol,0.1531,positive
among change coming soon wonderful thing,0.5719,positive
might opposite awesome alien find u,0.6249,positive
know get lost comment im alone like go garden cover dirt pretend im carrot,-0.5574,negative
could planet orbital alignment inbetween sun telescope improbable looking star many year impossible,0.0,neutral
shes making kind theory know saying fact opinion sure shes trying prove except dont clue whats going,0.6908,positive
bet super asteroid belt would asymmetrical transit sun period regular,0.5994,positive
want know real alien read bible ancient writing clay tabletsthey always around u people worship yet dont believe alien,0.3612,positive
rest peace pluto forever th planet,0.5423,positive
there min life wont ever get back didnt finish video alien structure yeah claim god get laughed,0.743,positive
bullshit pseudoscientists heliocentric model lie believer researched properly adult astounded disinformation indoctrination programme implemented vatican corporation world wide research,-0.25,negative
pseudo science fantasy nonsense use brain people stop letting people steel reality,-0.5994,negative
oh yea come confirm person even video thumbnail look unreliable go way lost precious minute watching im confirming doesnt clue kst recorded another androidreplica beloved neil dgt new era people fascinated alienssuperadvanced life form less trying find god sense instead humble inquisitivehollywood movie fueled attitude find god goofy deluded concept ideaswhich originally imposed good old system via pop culture lie true god nice kyborg planet maybe enterprise star ship full friendly vulcan reptilian whatever,0.9709,positive
something blocking light something unstable happening within star important large perturbation star due rotating planet maybe neither perturbation star,-0.5106,negative
dyson sphere would damn near impossible build without destroying planet resource,0.0577,positive
bunch colossal bullshit,-0.5859,negative
double star would explain major light shift,0.0,neutral
isnt highly convenient many planet lined straight perfectly line sight love much convenience science world,0.8834,positive
strapline mysterious star universe speaker mysterious star galaxy bit difference,0.0,neutral
lie,0.0,neutral
star wtf tell independent research show theyre ball energy manipulated frequency sun like neither alien interdimensional interplanetary,-0.4215,negative
year later nothing changed,0.0,neutral
pseudoscience,-0.296,negative
remember firmament n there star ohhh jesus made everything already created jesus god he father,0.4767,positive
star big couldnt dropoff amount light mean sunspot,0.0,neutral
thing next show start talking goldilocks zone,0.0,neutral
kuiper belt oort cloud data theyre using observe planet star react portray data essentially inside structure say data consistent multiple comet theory could clump asteroid planetesimal comet structure could account phenomenon wer cant look back solar system account havent anything go beyond structure yet even considered,0.0,neutral
alien exist,0.0,neutral
nearly every scientist could speak would say hypothesis alien using opposite science hypothesis leap reason would assume unlikely based fact alien found whereas many time unexplained phenomenon turned natural cause go ahead statistically likely reason proven otherwise,0.3612,positive
science proof theory alonescience pushing towards alien stand behind evolutionanything hide god true creator ignore science called misleads,0.1779,positive
creator pyramid left planet long ago go different planet harness sun energy earth planet theyve able colonize,0.2732,positive
kuiper belt ort cloud object much closer,0.0,neutral
lying everything one ever space left low earth orbit nasa stupefied everyone computer generated image space faked long space seen real reality real allow faked send human moon six time early cant figure ever believe flat earth globe research know truth still think earth planet spinning ball flying space told lie space scientifically impossible search truth,0.0,neutral
real hard,-0.1027,negative
tab listen folk listen feal hard gentile,-0.1027,negative
lady hot,0.0,neutral
structure like dysonsphere created around star mass would greater star cause star attracted hence d couldnt stay orbit gravitational reason material required build structure would need come many system meaning race could would first mastered interstella travel,0.8316,positive
solved riddle star contact people researching,0.2732,positive
time thought answer end either blackhole dualstarsystem since seem unpredictable movement fucking alien,0.0,neutral
fake star pedosympaths yup talk garbage,-0.4767,negative
liar,-0.5106,negative
ppl cant explain thingsgo usual alien route,0.0,neutral
real scientist turn backyard stargazer help science fascinating scientist part idiot educated beyond intelligence,0.7184,positive
wonder rag presentation,0.0,neutral
dyson sphere sound ridiculous foot dinosaur becoming foot dinosaur time intelligent,0.128,positive
whole press one real picture still people believe crap,-0.3818,negative
name non citizen scientist,0.0,neutral
alien megastructures yea flux,0.0,neutral
flat earth bro,0.0,neutral
lost data nasa mission gurl lying everything,-0.6908,negative
mystery solved,0.2732,positive
mysterious thing people name planet,0.0,neutral
demonstrating never fall prey inane phrase settled science,0.0,neutral
create dysons sphere create,0.4939,positive
seems citizen scientist light year ahead called scientist like every lead interesting idea came,0.6369,positive
talking alien building gigantic structure need energy fact nobody know idea cant confirmed scientist need stick science fact,0.2732,positive
fake lie,-0.4767,negative
star light,0.0,neutral
stupid waste min,-0.7351,negative
probably deca hedron shaped star,0.0,neutral
thought jupiter way time size earth,0.0,neutral
data nasa bollock,0.0,neutral
switched earth moon collision forming event spurious conjecture presented fact,-0.3612,negative
nasa say went moon reasonable intelligent people love truth realize short investigation case therefore reasonable intelligent people steer clear anything nasa proclaims,0.9337,positive
explanation god scientist try never get get explanation mean god big everywhere,0.4939,positive
planet get frumpy outfit,0.0,neutral
theory hypothesis equal make believe wow total waste education time,0.25,positive
started little well ended fiction imagition thought presentation star,0.204,positive
could multiple planet,0.0,neutral
hah thought going robin williams ronnie james dio great video goodnight p actually posted comment based perception awareness different thing people notice difference people personal observation sens including gut feeling intuition spooky emotional etc definitely take beautiful extreme,0.9153,positive
appreciate video know get hammer forged dwarf star material heavy stuff pun intended har ka,0.4019,positive
tinkerbell left neverland became woman brain still disneylandstardust woman nut,0.0,neutral
problem scientist dont want accept evidence et presence earth universe scientist ridiculed corrected et technology already possession right explain lot understood right light law physic law yet fully discovered earth anyway disclosure happening done brave scientist brave military people involved one know watch space,0.05,neutral
im curious everyone gon na wake f get there nothing truman show get true man thats man woman honestly believe people like woman shill deceiver keep loop useless job suck million dollar produce scifi crap like isnt funny lot place earth one know yet theyre starting go bortom abyss see water creature idea word planetes wth reference wordplanet meant many different thing millennium evenstill definition evolving word istypically traced back ancient greek believed earth wasstationary center universe object sky revolvedaround greek term aster planetai mean wanderingstars described tiny light moved across sky moredramatically star compared week month wanderingstars back amounted mercury venus mar jupiter saturn copernicus shill accepted wisdom time earth flat meaning flatish surface irregularity true science coming heavy shell unveiling truth say earth sphere taught lower hemisphere solid valley full water top hemisphere empty solid matter atmosphere resides covered hard dome glass like planetes reside shimmering star hard body check video say sun close smaller open understanding mind yiu youll free many like slave idea freedom scare,0.945,positive
well take guess star fusion chamber offset center star produce rotation star similar ground bloom firework center fusion chamber produce imbalance electro magnetic field cause abnormally high volume solar flare offcenter fusion chamber also unusual effect gravitational field making debris planet circling star behave erratic,0.2732,positive
seems fit description small called black hole,0.3612,positive
always computer image cant show thing saw,0.0,neutral
love video like thismore entertaining cable,0.8625,positive
infiniti would explain light flux think,0.0,neutral
stupid test given people allowed watch forward thinking video buffoonery comment embarrassing,-0.7184,negative
maybe would success looking dumb life space,0.1027,positive
great laugh,0.8271,positive
writing comment almost rarely lead anything productivebut go love science believe creation natural world scream creator here ted talk observing something barely detect million mile away defies explanation take known evidence come hypothesistheory could unimaginable enormous structure called dysons sphere surrounding star super advanced civilization constructed absorb energy said star maybe true thatd fricken cool thing possible believe power god element disposal created everything universe mystery always abide according scienceim intellectually defunct inferior belief matter faith needed woman revealing level faith matter side onone must choose thought,0.9771,positive
borgs coming,0.0,neutral
umis maybe man could speak,0.0,neutral
maybe show u one real photograph nearest star u first fucking lie cientists,0.0,neutral
poor lady cant even get bullshit properly contradicts five time first minute,-0.3459,negative
alien intercepted cnn broadcast never contact u,0.0,neutral
wasnt borg head demoncrat pelosi welcome back dark age washington dc witch trial never learn,0.128,positive
yeah whatever alien hypothesis last resort said needed,0.296,positive
comet asteroid orbiting star whole lot debris,0.0,neutral
massive large object practical let get real would practical star system sort resupply area ship large fleet formation close star million mile closer would cause greater blotting light block thermal since would looking cold side hull side would hot,-0.1027,negative
asteroid solar system passing front telescope,0.0,neutral
talking cat live lyra lion puma etc at lived earth egypt,0.0,neutral
maybe large number planet rotate star alignment different,0.0772,positive
got love scientist imagination ohh must alien structure around star haha really instead planet go around causing irregularity,0.802,positive
well meantime know reasontheres bigbigbig saturnlokalike mfo crossing every mistery endits nothing,0.2732,positive
brain superior quality really appreciate however think significant need develop innovative tool technique method system mechanism identify recognize precisely infer thing naturemagnitude attribute etc alien interdimensional entity longer something world unaware fact engineered alien embedded much rationality cognition logic sense kindly put mind work bring greatest technological innovation detect precisely draw logically acceptable inference convenience also save valuable time resource labor highly appreciated thanks,0.987,positive
star space illusion fake like world simulation know physicist named james gate found computer code embedded fabric universe also experiment known double slit experiment proved matter come existence sentient observer physicist finding evidence indicating reality simulation research space waste time instead chasing illusion resource directed towards finding solution end simulated experience human suffering caused simulated disease warfare poverty etc even suffering temporary simulated experience experience undeniable therefore worth getting rid think test man test ment test mankindss mental capacity old testament new testament simulation testing mankind mental capacity find solution negative thing simulated mankind solve reenter garden paradise kingdom god unfortunately seems far mankind failing instead working regain lost paradise everybody busy trying acquire goldmoney nation people striving gold believe gold buy u paradise like woman think buy heaven gold sung stairway heaven never work due individualistic selfish goal bible tell u worst kind idolatry loving something anything else worship golden calf golden calf chosen instead full grown ox magnificent thing like golden dragon majestic golden lion chosen symbolize idol bc golden calf allegory describing goldmoney number livestock one possessed measure wealth also calf chosen like person bank account possession calf fed grown golden calf idol worship society people greatest goal grow material wealth society people constantly strive feed grow bank account think accurate description world wouldnt agree evil world caused desire caingain gold bible tell u idolatrous people get destroyed people striving moneygold bc people inherently evil due helper created help u live side side bc government social rule make impossible adequately provide loved one without money people love make want provide best loved one forced idolatry worship golden calf whole world language united language money happened world language one building technology greatly improved got destroyed seems mankind must stop worship golden calf mankind must learn love goodness worship god mankind pas new testament simulation,0.9946,positive
purposefully scripted false thought food sheep absolute utter nonsense lmfao,0.2023,positive
well random amount time wasted total waste time spent gathering data time spent analysis program made event person name printed citizen worked given portion income via taxation group person set scene set camera video produced im forced ask scientist wtf really information made available star star looked wink back u give u,-0.8934,negative
cant people see space scientist talk alot dont say anything well thats there nothing say know nothing keep mind,-0.2057,negative
many light year away star,0.0,neutral
pure propagandanothing,0.0,neutral
title video need replace word universe galaxy milkyway,0.0,neutral
star arent even real nasa created space hide god,0.34,positive
unfortuneately seti there single contact verifiable,0.0,neutral
used like astronomy actually loved science favorite subject grade high school way back boom world wide web information super highway revealed whole world information knowledge taught school one thing really set everything motion name tesla nikola tesla use info super highway find telsa guy found man well year ago amazing even amazing name tesla never spoken school even brief mention went school lived mile famous wardencliff tower laboratory nikola tesla would one greatest scientist inventor ever name never mentioned anywhere einstein patent clerk theory school made guy greatest mind ever walked earth could go forever get point loved science astronomy etcuntil realized much bullshit scientifically called theory,0.9886,positive
automatically assume advanced life would make mistake,-0.1027,negative
idea youre speaking,0.0,neutral
correction world largest nonsteerable radio telescope arecibo puerto rico managed cornell largely led sagan jodie foster ha,0.34,positive
fucken bullshit,-0.5859,negative
f,0.0,neutral
second thought going announce new iphone,0.0,neutral
here thought outer wall universe actually inner wall giant dyson sphere,0.0,neutral
science action really alien,0.0,neutral
comet would trail dust ice etc thinking cant asteroid belt seems odd saying dust via heat observation etc would detectable allowing comet create like size density blocking light possible answer,-0.0772,negative
like normal big planet also moon varying rotation size pass start would variable dip light,0.3612,positive
ted francmaonnerie,0.0,neutral
scientist speaks,0.0,neutral
wouldnt let citizen scientist run show,0.0,neutral
scientific talkbut proof,0.0,neutral
enough jargenshow videosall powerful telescopesand never catch anyting going live otherwise,0.4215,positive
interesting good explanation star need observe investigate conclusion dont know interesting still something strange amazing time,0.8834,positive
recognize distance object covering star cover star even hand cover even sun hand giant tiny space dust telescope star way dust surely cover whole galaxy didnt say observed anomaly periodical,0.8519,positive
would give opinion hater pop bullt,-0.4215,negative
different object different shape different orbit unusual universe complex indeed,0.0,neutral
magnificent presentation thank tabby didnt mention significance distance planet sun fact object obscuring sunlight isnt even planet belonging sun would explain transit take longer others,0.6794,positive
latest info tabby star kic january tldr final conclusion dyson sphere massive gas cloud news january since september tabby star subject significant drop brightness difficult explain astronomer accustomed drop brightness observing star drop luminosity due example interaction atmosphere even planet pas front star planetary transit located generate low luminosity decrease often less observation tabby star shown lose periodically brightness many hypothesis formulated try explain phenomenon including possibility tabby star regularly obscured artificial megastructures physicist freeman dyson theorized hypothesis early according sufficiently advanced civilization would end energy need level capture almost light emitted star would push civilization build gigantic structure surrounding star brightness decline tabby star could due partial dyson sphere construction team astronomer led tabetha boyajian made original discovery published study cause phenomenon study funded kickstarter raised fund raised made possible observe kic tabby star month four episode drop brightness observed due gigantic cloud dust new observation data show different color light spectrum blocked varying intensity suggests body block light star opaque least partially transparent extraterrestrial civilization around tabby star news may tabby star also called kic put community scientist turmoil september observed significant variation brightness inexplicable current knowledge indeed brightness tabby star dropped quickly space day returning normal level phenomenon reproducing since may year astronomer still unable find rational explanation much hypothesis megastructure extraterrestrial origin would regularly obscure star seriously considered scientist could indeed sphere dyson freeman dyson american physicist mathematician said advanced extraterrestrial civilization would able build structure partially completely surround star order harvest energy produce structure would likely explain variation light observed around tabby star must course remain skeptical explanation unknown natural phenomenon could origin variation although moment attempt natural explanation resist observation made tabby star,0.926,positive
know something also enormous swallowing comet light unstraiht courves made visible technology human perception black hole isnt obvious,0.0,neutral
data good sound like real genius,0.6597,positive
run energy cant build ginormous mega structure,0.2732,positive
trash ted talk,0.0,neutral
mean find looking place mean traveling even communicating getting answer lifetime use fund make space elevator add module space station try get rotating module astronaut artificial gravity,0.0,neutral
astronomy love life brain started hurting humongous incomprehensible number manage complete master switched computer science software big problem space going octogenarian less month still expansion contraction shall,0.0258,neutral
build air planet ant bigger enough material,0.0,neutral
grabbity prison mind brainwashed fool,-0.7351,negative
great speaker,0.6249,positive
solarwind something much bigger block de light star also rogue plant giant got underway,-0.4404,negative
object moving closer u would block light star revolution rate slow,-0.4404,negative
yeah w f,0.296,positive
earth isnt time smaller jupiter th diameter diameter part crucial jupiter time larger earth astronomer knowing difference like tire repair place doesnt know inflate tire,0.3612,positive
lie n lie,0.0,neutral
pregnant pregnant look like bad,-0.25,negative
planet revolving around planet,0.0,neutral
thanks video interesting pattern purely uneducated guess may maybe large planet binary slow orbiting moon size likely multiple moon passing extending duration mar likely planet planet take earth month orbit around star position moon time round front maybe causing larger dip aligning planet explain shorter duration feb first dip likely planet well earth month later pattern nd rd dip day later could planet solar system smaller planet slower orbit might moon well hard tell pattern observed yet,0.8126,positive
figured god created,0.4767,positive
earth x smaller jupiter rest like x smaller jupiter,0.3612,positive
finding alien would awesome,0.6249,positive
abrasive speaking voice universe,0.0,neutral
dipshit tabby star visible earth dont need telescope also entire star system headed strait toward earth look like bunch colored grape coming go back little room nasa wait cataclysm going land right lap,-0.1531,negative
pure lie lie lie stop fooling people lie,-0.5994,negative
watched show program time ago watch againand dident im gon na tell folk interestingafter bunch space rocksthat pulled star gravity field specific placethere zone massive space rocksnot hightechwhateversimply circle around staron regular constant radiussomething similarbut notat timeis around saturn manymany star like cosmossonothingtoo excitingim afraid arefolksnothing see peoplego homelets gomove tadatheend ohbtwhow know wella beautiful almost foreveryoung girl named swaruutold mein ownthis timewell worth watching littlemind blowing showthat find yourselfno painno gainright warn youif find see video find themat least people knowwill call time soonfor glass vine beer bealmost certainlyexcommunicatedbut thats small price payfor hidden knowledgethats waiting find research little bit youl see realinteresting thing actually arelook like already said muchbutwhat heckthere folksall reach housewife old laptop promise ride lifeif find girlthat mentioned earlier youl amazedwhat really going andhow brain washed arenot course thank good lucknow know zfrom croatia gosiaanother big clueis poland plenty clue average joejane mystery solved keep exploring everything think yourselfquestion authority p messengeri important hereclues tell,0.9607,positive
good endless grant got keep money flowing,0.6597,positive
unfortunately space dosnt exist u deceived satan,-0.6486,negative
last generation star fall sky amen beloved,0.5106,positive
sheeple food nothing,0.0,neutral
found solar system snore,0.0,neutral
science less religion,0.0,neutral
thats excellent video ended,0.5719,positive
think rule object much closer planetary body orbiting star culprit blocking light wouldnt stay front long flying space would also much immense dyson sphere like another star known object big space obviously another star way wouldnt make dimmer,-0.0258,neutral
oh yes add war israel,-0.296,negative
identify pattern electromagnetic huge black area dust,0.3182,positive
data good nasa lie watch press conference apollo neil armstrong buzz aldrin mitch mitchell moon shot return body language say hard understand told lie going moon absolutely really ruin whole day,-0.4351,negative
data good nasa lie watch press conference apollo neil armstrong buzz aldrin mitch mitchell moon shot return body language say hard understand told lie going moon really ruin whole day,-0.3804,negative
go space impossible,0.0,neutral
alien people please solar system alien looking,0.3182,positive
make sense would solar system maybe maybe even many planet orbit ok time frame data might special witnessed major celestial event planetary alignment dozen different distance light loss perspective blocked lot big planet,0.128,positive
thats computer smart programmer computer missed something programmer,0.128,positive
way coming lie coming good luck god bless never give god always,0.8979,positive
love way astronomer see shadow space come story something got way view star see alien mega structure planet crashing people saw nothing say fantasy dont believe god talk faith something see,0.734,positive
see computer generated image boring,-0.3182,negative
would miss liar went swimming fish,-0.5994,negative
audience fallen asleep,-0.3612,negative
see cg image zero proof thing spews,0.0,neutral
call indoctrination,0.0,neutral
favorite part camera pan audience every single one pretend know shes talking,0.3818,positive
proof planet anywhere,0.0,neutral
geocentric heliocentric nasa fraud,-0.5859,negative
haahaha agree something wrong data realise saying repeating nasa scientiste supposely find still think neil armstrong went moon alien would exist would already fucking get telescope wake alien technologie advance cant imagine would defenetly cross whole galaxie go planet night drawing circle secret cereal field tech already go back planet without telling anyone yep thats id alien dont go work plenty time haaha im sad ufologue,-0.6796,negative
nasa involved make sure backup data dont want first lose data destroy technology,-0.0423,neutral
earth stationary level plane fool polaris stationary star game ballers,-0.4404,negative
mass extermination hand preparation death saint alphonsus,-0.1779,negative
anyone else think going methuselah,0.0,neutral
people looking star know garbage waste,-0.4215,negative
human obviously one leave trash everywhere including space,-0.0516,negative
parent must proud,0.4767,positive
paying people look star helping earth data useless,-0.1531,negative
energy free abundant dark energy anywhere need block sun solar energy also alien long time seti cover organization searching wrong frequency alien using scalar wave faster emf,0.3818,positive
like german u airforce colonel said asked classified space program didnt see nothing later retired warmed talk stupid laugh people said maybe witnessed alien space battle cleaning debris recycle particle exactly still classified,-0.1813,negative
scientist degree computer nasa general population found couldnt,0.0,neutral
little data much speculation guessing,0.0,neutral
question could answered put creator back equation,0.0,neutral
looking underneath plate earth light hold plate float flat plane theory mine,0.0,neutral
wmat talkin bout earth moon event,0.0,neutral
flatearth nasa fnasa lie ev day hear music spacea vacuum nope need air transmit sound correct well prof astronots would die min heat cause heat cant leave suit dont radiate heat,-0.3923,negative
never heard hobo star,0.0,neutral
refreshing global warming wasnt worked ted talk somehow get planitary destruction recycling though kudos,0.0516,positive
physic wrong technology produce energy heat science hasnt caught secret space militarycorporations program allowing happen right fortunately full disclosure coming soon,-0.25,negative
complete utter moron,-0.4939,negative
nasa bullshithave seen star close filmed ordinary peopletake lookwell dont nasa explain oneor arent billion received tax payer enoughhow many time year heard say found something amazing like nothing come ittoo many countfor instance said found planet size distance sun possibly water atmosphere end,0.743,positive
human totally indigenous planet think massive difference life earththe gap much huge happened naturally,0.3182,positive
great falling away spoken bible interested sign end time often take note warning given paul thessalonian speaking return jesus christ earth writes let one deceive mean day come unless falling away come first thessalonian proceeds explain falling away greater detail paul writes involve revealing man sinthe son perdition opposes exalts called god worshiped sits god temple god showing god thessalonian man going style greater god pretending godand people believe greatest deceiver ever come earth alien make u believe dna come seed caine speak great falling away cure mostly called believer never really also deceive great mighty actually started way back born continuing show like x file ufo hunter first one remember day earth stood still link interested,0.9842,positive
mysterious star fact million mile away considered star switching cosmic birkeland current perhaps sustains star flipps back forth third body equilateral proximity electrically remember parker probe resolving dilemma corona time hotter surface perhaps star powered invisible birkeland current electric model hold source power sun remember place see phenomenon laboratory body like sun focal anode matter electric field make arch light plasma given model matter massive space infinitesmal solid massive relative electrical load differential exist point space without local measurable effect maybe sun could switch day probability tiny perhaps happened history earth,0.6369,positive
something artificial vert big indeed,0.0,neutral
one look forward new tabethan overlord,0.0,neutral
something like thermionic emission happen earth sun,0.3612,positive
human gender shut herpe sore dont clue,-0.3612,negative
good video would like share pet peeve mine may statement necessarily apply presenter video extraordinary quote sagan often inappropriately misused overused favorite people want contain universe box three dimensional object personal paradigm quote people fancy way saying prove experience knowledge way fit perception real believe thinkingexperiencing outside box definition extraordinary would entail four dimensional thinking use three dimensional litmus test something abide three dimensional law box experiencer cant prove anything anyone cling using three dimensional tool judge validity experience result sagans quote refer challenge prove previously unknown experience three dimensional realm box cube matter like call problem sagans quote doesnt define use word extraordinary may seem extraordinary one person may another thought,0.9118,positive
string sun spot accurately star spot,0.0,neutral
there outer space thing went space imagination,0.0,neutral
bet scientist figured life planetsbut could disaster surface adapt world theorysomething look,-0.6249,negative
closest one offer u information learn new mystery beckon study electric universe space made percent plasma fourth state matter several mode glow dark hate say dark science explain several many thing encounter space envoke dark dark dark plasma unknown proven science one hundred year taught wrong time shake loose speculation get back real science thing made lab thing repeated scalable thing needed understand act space happened earth planet moon electric universe field new scientist choose future rewarding time start wwwthunderboltsinfo able stop good future start rush faster faster new exciting adventure one thing petroglyph look squatting man,-0.0258,neutral
want decoded treatment imdb hellfire club nato guy,0.0772,positive
knew watching,0.0,neutral
already found aliensextraterrestrials didnt know looking wrong direction look closer home pentagon navy airforce especially fbi ciatheres answer dear advice free charge,0.8153,positive
get instant access exotic insight video like face label keywords sentiment people emotion brand timeline translation language min less,0.3612,positive
hypothetically speaking cgi image please,0.3182,positive
isnt funny scientist would rather deny existence alien go less controversial answer question like natural phenomenon think training acknowledge existence alien life get ostracised rest scientific community,-0.0806,negative
space battle space debris like ffs,-0.5994,negative
im starting lose faith science dont clue,0.0258,neutral
interesting love people open mind many mysterious thing world,0.7845,positive
sound like never searched youtube watched funny thing happened way moon,0.6597,positive
every star mysterious dont live except planet lol,0.4215,positive
beautiful computer generated visuals,0.5994,positive
alright little possibility planet varying size orbit exactly parallel orbit slightly askew cross different time solar system planet varying size orbit totally random degree degree difference anything extreme degree orbit little varying orbit plane star looked vary time length star get blocked,-0.0258,neutral
possible large planet getting closer star circle chunk coming,0.0,neutral
comedian sam hyde also outrageously funny presentation tedx one year serious,0.4588,positive
favourite interplantary space battle scientist,-0.3818,negative
kind scientist see blip light output star concludes best explanation alien construction,0.8225,positive
public science energy produce heat,0.2732,positive
earth moon forming event lmao shes smoking much rock,0.5994,positive
intelligent life never left earth confuse people different dimension,0.567,positive
maybe quark star,0.0,neutral
said rewriting like true history,0.6486,positive
