comment,cleaned_comment,cluster
"Seems to be a case of desperately wanting to believe in aliens. I believe science will say the odds of a single molecule being formed by random chance is something less than one out of all the particles in the entire universe, yet molecules are constantly being formed. Seems to me that one might have to believe that life simply cannot exist due to random chance, without believing in beating astronomically bad odds. Believing something is directing life is far less of a stretch than believing it happens randomly.",seems case desperately wanting believe alien believe science say odds single molecule formed random chance something less one particle entire universe yet molecule constantly formed seems one might believe life simply exist due random chance without believing beating astronomically bad odds believing something directing life far less stretch believing happens randomly,-1.0
"I know what it is, but since the NASA lately prooven only that they like to fool people, I will keep to myself. It is very obvious and simple and basic astronomy knowledge. After all I cannot believe, that you made a performance to show the whole world how little you know about science...",know since nasa lately prooven like fool people keep obvious simple basic astronomy knowledge believe made performance show whole world little know science,-1.0
"Sort the earth out first, then head to the stars - or is it that we are destroying the earth so need to head to the stars.",sort earth first head star destroying earth need head star,0.0
Why do we always go with a theory that can never be proved. We dont believe in God. But we do believe in aliens......?  We are a walking contradiction. I love science but i love of facts as well. Sometimes what comes out of science you can here what the scientist believe through how he frames his theory.,always go theory never proved dont believe god believe alien walking contradiction love science love fact well sometimes come science scientist believe frame theory,0.0
"Here if that star was there than it would be this Big to Us ;https://www.youtube.com/watch?v=weHoo2tNbB0
By Richard Herbert",star would big u richard herbert,0.0
Wouldn’t a massive highly irregular and elongated “chunk of rock” acting as the transit planet in a tumbling orbit send a similar signature?,wouldnt massive highly irregular elongated chunk rock acting transit planet tumbling orbit send similar signature,-1.0
"We are ""Doomed"" we are all ""Doomed"" spend all the cash you have saved right now, otherwise Aliens will take it away and your paid up Pension Scheme, and you will end up your days as a Slave !
Tabetha Boyajian what a load of ""Garbage""",doomed doomed spend cash saved right otherwise alien take away paid pension scheme end day slave tabetha boyajian load garbage,-1.0
"Why can it not be an irregular variable star, or the effects of flares and sunspots?",irregular variable star effect flare sunspot,0.0
Has anyone brought up the possibility that the odd drops of light from the star could just be from giant planets with 1 or more very large moons (satellites) revolving around them?,anyone brought possibility odd drop light star could giant planet large moon satellite revolving around,-1.0
"Spare the hype, please. If I want hype, I'll visit National Geographic. ""The most mysterious (known) star in the universe"".",spare hype please want hype ill visit national geographic mysterious known star universe,0.0
"typical american ! To begin to talk about aliens as fast as they don't understand something. There are no aliens ! Just because life is extremely rare according to how complex it is. It's so complex, that it should theoretically not occur. But it obviously has at one place.",typical american begin talk alien fast dont understand something alien life extremely rare according complex complex theoretically occur obviously one place,-1.0
Only theoretical stuff to steel money from your wallet...,theoretical stuff steel money wallet,0.0
Love the Death Star hypothesis,love death star hypothesis,0.0
"This is assuming one thing, that all stars output is symmetrical. It does not take into account a star that has huge holes or erratic output or is vastly unstable.",assuming one thing star output symmetrical take account star huge hole erratic output vastly unstable,21.0
Utter ignorance.,utter ignorance,0.0
This HAG COW AZZ contaminates the youtube videos with her rotten body !,hag cow azz contaminates youtube video rotten body,0.0
"A planet that is passing in front of star causes a dip in light, so you can prove it has 1 or more planets, but you can observe this only if you are in the same plane as the planets, but what if you look on top of that plane and the planets circle around without ever passing in front of that star? Then you would never know that that star has planets or would you? Some (hobby) astronomers here that can answer this?",planet passing front star cause dip light prove planet observe plane planet look top plane planet circle around without ever passing front star would never know star planet would hobby astronomer answer,-1.0
why are you so mean mr.granpa is coming lol on my gran dads acc,mean mrgranpa coming lol gran dad acc,0.0
"Aren't those things millions of light years away? Could we see this in real time? Didn't these things really happy millions of years ago? Ground control to Major Tom, uhhhhh",arent thing million light year away could see real time didnt thing really happy million year ago ground control major tom uhhhhh,-1.0
WTF is not an acronym its an abbreviation because it is not pronounceable it is wtf !,wtf acronym abbreviation pronounceable wtf,0.0
You can't be serious.,cant serious,0.0
"Cool cartoon ,good for kids.",cool cartoon good kid,0.0
Could be a meteor,could meteor,0.0
Scientists still don't want to bring up the alien topic for fear of backlash how primitive of them.,scientist still dont want bring alien topic fear backlash primitive,-1.0
Universe? “I don’t think that word means what you think it means.”,universe dont think word mean think mean,0.0
it is aliens for sure,alien sure,0.0
"O Boy ! at first i  thought she is leslie winkle , without spects !",boy first thought leslie winkle without spects,0.0
"Ice Planet Sandwich ! Example 000000 differant sizes 0000000000  or 000000000000000000000 or even 000000000000000000000000000000000000

If they were pure ice no heat would be seen",ice planet sandwich example differant size even pure ice heat would seen,26.0
"The first question I would ask is; has your scope *actually* observed a transit, or are you deducing a transit simply from the light dip? If the latter, then the irregular dips may be the result of something other than the transit of a humongous planet. Perhaps something about the star’s visible light output itself is causing an irregular dip in the light curve. The next thing I might suggest is that perhaps this is a binary star whose partner is a dead or neutron star which is not emitting any of its own light, and whose orbit is not regular...or even a binary partner which itself has a dead partner or planet orbiting it, and depending upon the relative positions of the two dead bodies as they transit, the light curve will vary almost unpredictably. Consider that the size of the dip can be caused by a huge object transiting close to the star, *or* a smaller object orbiting much farther away from the star. But then, I’m a creative director/artist...what do I know ; )",first question would ask scope actually observed transit deducing transit simply light dip latter irregular dip may result something transit humongous planet perhaps something star visible light output causing irregular dip light curve next thing might suggest perhaps binary star whose partner dead neutron star emitting light whose orbit regularor even binary partner dead partner planet orbiting depending upon relative position two dead body transit light curve vary almost unpredictably consider size dip caused huge object transiting close star smaller object orbiting much farther away star im creative directorartistwhat know,-1.0
AND! If it was a Dyson Sphere the dips would be symmetrical. Or have a pattern on a cycle.,dyson sphere dip would symmetrical pattern cycle,-1.0
"We're absorbing energy from our host star, that was 1,480 years ago it already doesn't exist anymore, guess who's star is next h00mons??",absorbing energy host star year ago already doesnt exist anymore guess who star next hmons,-1.0
"Wait a second. Couldn't those weird dips be from an asteroid belt? Or asteroid belts? That would explain the asymmetry. Also, the graph she is using only depicts duration of dimness, but couldn't an asteroid belt be extremely wide? Meaning, several asteroids could be in the way causing the dip in light, and she is reading the data as it being big and asymmetric, when an asteroid belt could explain all this phenomena.",wait second couldnt weird dip asteroid belt asteroid belt would explain asymmetry also graph using depicts duration dimness couldnt asteroid belt extremely wide meaning several asteroid could way causing dip light reading data big asymmetric asteroid belt could explain phenomenon,0.0
"Don't freak out, it's just multiple alien structures 1,000x bigger than our planet. It's cool....",dont freak multiple alien structure x bigger planet cool,0.0
If an Alien race was so advanced to harness the energy of their sun via a building a mega structure around its star or part of it to capture more of its energy they would likely have the intelligence and developed the science to create their energy needs via fusion which we on earth have been trying to develop the past 30+ years and may well have figured out finally within the next 30 years or so ourselves.,alien race advanced harness energy sun via building mega structure around star part capture energy would likely intelligence developed science create energy need via fusion earth trying develop past year may well figured finally within next year,-1.0
"I'm betting it's natural but something we just don't understand yet. Aliens? Well, this is just my opinion but I think it's a possibility that intelligent life is an anomaly.",im betting natural something dont understand yet alien well opinion think possibility intelligent life anomaly,-1.0
"Tell me why no-one seems to have contemplated the entire possibility of an alien ship which is significantly intermediate in distance between us and the star? That would certainly explain the transient light reduction(s) from an otherwise nominally shining star, and the complete absence of any heat emissions - indeed, certainly any evident ones. It is furthermore, VASTLY more likely, than some ABSURD notion of a ""megastructure"". Speaking of not defying the laws of physics, have these astronomers ever walked across the academic aisle, and asked the engineers for their comment(s) on (a) the entire subject matter of ""Absorbing energy"" out of something like that, (b) the RIDICULOUS NIGHTMARE of attempting to build it, and (c) doing that, when you are presumably ""out of energy""(???Meaning What, exactly???) to start with? Surely, if we recognize the entire possibility of extraterrestrial life, we could probably make the giant intellectual leap, to recognizing the possibility that they are in a spaceship (however advanced, by the way), that is simply somewhere in space, literally in the way of our line of sight with the given star! Geoff Rohde",tell noone seems contemplated entire possibility alien ship significantly intermediate distance u star would certainly explain transient light reduction otherwise nominally shining star complete absence heat emission indeed certainly evident one furthermore vastly likely absurd notion megastructure speaking defying law physic astronomer ever walked across academic aisle asked engineer comment entire subject matter absorbing energy something like b ridiculous nightmare attempting build c presumably energymeaning exactly start surely recognize entire possibility extraterrestrial life could probably make giant intellectual leap recognizing possibility spaceship however advanced way simply somewhere space literally way line sight given star geoff rohde,-1.0
Full Of crap Guess.,full crap guess,0.0
So what are you saying? Is there someone looking back at us? if so why not!,saying someone looking back u,-1.0
Ring World ---Larry Niven,ring world larry niven,0.0
Everybody thinking about ALIEN ARMADA!,everybody thinking alien armada,0.0
"EVE online, anyone? Project discovery(watch?v=-0PE5MmgiCc) Bring the project to the people",eve online anyone project discoverywatchvpemmgicc bring project people,-1.0
"omg, if scientists talk such bullshit, we are definitely doomed... same old story, if we cant explain something then its either god or aliens... go fish!",omg scientist talk bullshit definitely doomed old story cant explain something either god alien go fish,-1.0
"It is just a massive black hole where all the bad songs, poor movies, stupid comments, presidential tweets and crappy youtube videos go to die!!!  There's a reason it is so far away.",massive black hole bad song poor movie stupid comment presidential tweet crappy youtube video go die there reason far away,-1.0
"why doesn't this ""scientist"" know the difference between a postulate and a theory?",doesnt scientist know difference postulate theory,0.0
"What about a red star in a binary formation with a white dwarf? With billions of stars, I can't help but believe there are more reasonable hypotheses than something like a 40 million  kilometre Dyson shield. Anyway, we all know Dyson make vacuum cleaners, not solar panels....so I can't help but think the whole Dyson idea sucks....",red star binary formation white dwarf billion star cant help believe reasonable hypothesis something like million kilometre dyson shield anyway know dyson make vacuum cleaner solar panelsso cant help think whole dyson idea suck,-1.0
Old news We all know the huge Death Star was taken out years ago by the Mullion Falcon . This would show up like this,old news know huge death star taken year ago mullion falcon would show like,-1.0
"It seems to me, that what it is showing , is a planet with a like Saturn ring, a generally disc shaped, but probably the ring is very much not evenly distributed and when seen from the edge profile behaves more like a planet , but when seen face on it is more irregular on obstructing the star’s light towards observing field. Plus can be on an elliptical path around the star.",seems showing planet like saturn ring generally disc shaped probably ring much evenly distributed seen edge profile behaves like planet seen face irregular obstructing star light towards observing field plus elliptical path around star,-1.0
She had me at “Earth / Moon event”,earth moon event,0.0
Could this be explained by a steller/smaller black hole. Actually absorbing the light in a complex orbit.,could explained stellersmaller black hole actually absorbing light complex orbit,0.0
A female astronomer? Impossible.,female astronomer impossible,0.0
It's the battle star galactica fleet,battle star galactica fleet,0.0
Modern man believing this b.s..,modern man believing b,0.0
"there are no ""aliens"": there never were, and there never could be: you will [probably] be told there are, though, at a pre-ordained point in the future, in order to make you accept them: they are not what they seem

p.s. 
the ""edit"" I performed on this passage was to fix the spelling of the word ""they""",alien never never could probably told though preordained point future order make accept seem p edit performed passage fix spelling word,-1.0
"far more mysterious than any signal's fluctuation is the fact that polaris [almost] does not move throughout the [entire] year, even though the rest of the stars change drastically in their position: yes, I know that textbooks, scientists, astronomers, etc., claim that it does, because logic is defied if it does not move while the others do: I challenge anyone who says differently from I to spend a year staring at the night sky every single night: those who do will know that polaris does not move, despite contrarian claims: I watch it nightly, and I urge any and everyone to, at the very least, look once a month at the star's positions in the sky, so that they will have verified visual proof",far mysterious signal fluctuation fact polaris almost move throughout entire year even though rest star change drastically position yes know textbook scientist astronomer etc claim logic defied move others challenge anyone say differently spend year staring night sky every single night know polaris move despite contrarian claim watch nightly urge everyone least look month star position sky verified visual proof,-1.0
"This was recently tracked to a series of remarkably unlikely events that have been described as been miraculous. The cause of the blank data is that the various nerdy amateur and professional astronomers all managed to get lucky periodically (and miraculously at the same time every several months) and thus the lack of light from the star is because the nerds were seeing stars of their own, but not through their telescopes for once.",recently tracked series remarkably unlikely event described miraculous cause blank data various nerdy amateur professional astronomer managed get lucky periodically miraculously time every several month thus lack light star nerd seeing star telescope,-1.0
Fake news ! But real fundings ! 😾,fake news real funding,0.0
If they are advanced enough to build Dyson Spheres then i'm pretty sure they would of spotted us way before we found them.,advanced enough build dyson sphere im pretty sure would spotted u way found,0.0
Discovery and Disclosure may not be far away as the media is already drip feeding snippets of info.,discovery disclosure may far away medium already drip feeding snippet info,-1.0
Might be a terraforming project.  Take a hot planet and add the necessary ingredients.,might terraforming project take hot planet add necessary ingredient,0.0
"why ? -->several planets  with different orbits  are orbitting this star. that's why its unsymmetrical and weird
done.",several planet different orbit orbitting star thats unsymmetrical weird done,-1.0
Surely the most mysterious star is George Clooney how on earth did he become famous,surely mysterious star george clooney earth become famous,0.0
Its obviously a giant floating teapot.,obviously giant floating teapot,0.0
"All stars in the universe are composed of the same elements as our star. Stars are thermonuclear breeder reactors,they function for billions of earth years making their own fuel. Stars can do this for a great dueration before refueling recycling! There are millions of planets in our galaxy that have humanoid life!! all stars are the same composition all planets are star meterial all planets that are the right distance from their parent star and have H2O like earth they have humanoid life. If the size is right the distance is right and there is water, there is humanoid life for sure!! It would be  mathematicily impossiable not to have have humanoid life elseware in our galaxy all stars have matter orbiting it",star universe composed element star star thermonuclear breeder reactorsthey function billion earth year making fuel star great dueration refueling recycling million planet galaxy humanoid life star composition planet star meterial planet right distance parent star ho like earth humanoid life size right distance right water humanoid life sure would mathematicily impossiable humanoid life elseware galaxy star matter orbiting,-1.0
"The late great Patrick Moore said nothing has ever been detected as alien life. Until now, we are alone in this vast universe. What are we heading towards.........",late great patrick moore said nothing ever detected alien life alone vast universe heading towards,-1.0
"I wonder what would be the cost of exploring another star or planet! Isn't it more humanistic to explore our own planet and take care of its residents? Why not spend the aerospace funds to clean the mess we have made on Earth, feed hunger, shelter homeless, improve health, and fight against wars and corruptions instead of looking for another planet to spread the corruption? For how long are we going to fool ourselves?",wonder would cost exploring another star planet isnt humanistic explore planet take care resident spend aerospace fund clean mess made earth feed hunger shelter homeless improve health fight war corruption instead looking another planet spread corruption long going fool,0.0
"Science and Religion never mix, but if it ever did one would see that in certain hidden texts of the Bible such as Enoch, Science , Astrology Numerology  ECT are from the wrong side of the Heavens.",science religion never mix ever one would see certain hidden text bible enoch science astrology numerology ect wrong side heaven,0.0
"what about aligned planets like in the solar system? ""Alien superstructeres"", come on",aligned planet like solar system alien superstructeres come,25.0
When i saw the thumbnail I thought you were talk to me about Amy Schumer. Is certainly a mystery to me how she's a star....,saw thumbnail thought talk amy schumer certainly mystery shes star,-1.0
ET is calling us using light.,et calling u using light,-1.0
"boring click bate titled TED talk, mentioning aliens to talk about an anomaly. I feel cheated",boring click bate titled ted talk mentioning alien talk anomaly feel cheated,0.0
Wtf is all I can say!,wtf say,0.0
"I love seeing her interviews. She's so passionate! TedTalks typically have passionate speakers but sometimes, unfortunately, they are not good speakers. Lol. Presentations like this are what make TT so great 🙂",love seeing interview shes passionate tedtalks typically passionate speaker sometimes unfortunately good speaker lol presentation like make tt great,0.0
"Tabby's star.
Oh, I get it: The astronomer doing the talking is named Tabby.
Couldn't get enough attention being an astronomer?  Had to do a TED talk and get a bit more.",tabby star oh get astronomer talking named tabby couldnt get enough attention astronomer ted talk get bit,-1.0
"If it is aliens, we are merely insignificant ants to them.",alien merely insignificant ant,0.0
Wait a minute.....so is this why China 8s building a sun? Is it because alien's are taking over our sun and since our caveman planet cant do anything about it we are building our own sun?? Is that's what's happening??,wait minuteso china building sun alien taking sun since caveman planet cant anything building sun thats whats happening,0.0
What if there were objects much farther away from the star or even closer to the Earth transiting?,object much farther away star even closer earth transiting,0.0
A natural explanation....even aliens are natural.,natural explanationeven alien natural,0.0
"I know, exactly what your talking about ☆...... your dipping into "" Reality ""......",know exactly talking dipping reality,0.0
"You don't have enough data, you need more than 4 years of data to make a professional analysis. But it's really great to see a female up on stage proclaiming her great discovery.",dont enough data need year data make professional analysis really great see female stage proclaiming great discovery,-1.0
"Seems like there's something in orbit, maybe massive jagged chunks of a planet that never was, fragments of which sometimes transit the star from Kepler's perspective.",seems like there something orbit maybe massive jagged chunk planet never fragment sometimes transit star kepler perspective,-1.0
Occam's razor - it was just interstellar gas.,occam razor interstellar gas,0.0
"Yes but all those aliens are now dead, unless they found eternal youth. Now that would be a reason to get to know them 😂",yes alien dead unless found eternal youth would reason get know,-1.0
I'm with u,im u,0.0
"Total BULLSHIT , space is FAKE",total bullshit space fake,0.0
"Giant Hail Planets, planets entirely constructed of ice at a temperature similar or slightly colder than the South Pole

Two ice planets stuck together, when they hit together the cold merged them perfectly to become huge double or triple ice cream plops in a cone !

This system is peppered with Jupiter sized ice planets, they're inner cores may be of very light materials.",giant hail planet planet entirely constructed ice temperature similar slightly colder south pole two ice planet stuck together hit together cold merged perfectly become huge double triple ice cream plop cone system peppered jupiter sized ice planet theyre inner core may light material,26.0
"How many of these Kepler things do we have pointing at Earth to spy on China, North Korea, etc... and only one telescope pointing away into the universe. Tells you a lot about humanity.",many kepler thing pointing earth spy china north korea etc one telescope pointing away universe tell lot humanity,-1.0
Ask the Dogon people of Mali about these planets please.,ask dogon people mali planet please,0.0
Talking in riddles!!!,talking riddle,0.0
Is there any stars named JEN 8675309?,star named jen,0.0
What a waste of tax dollars ......and study ....to even say aliens ...which don't even exist ...stick to the real science,waste tax dollar study even say alien dont even exist stick real science,13.0
"Title is wrong. It should read ""Most mysterious star in the universe visible to one in a billion species in a one in a million trillion planets in a one in a 100 trillion galaxies in a small part of one of many Universes in the multiverse""",title wrong read mysterious star universe visible one billion specie one million trillion planet one trillion galaxy small part one many universe multiverse,0.0
Stars are Angels.....,star angel,0.0
"If something large crashed INTO a star.....you'd see an uneven dip. The pre-collision curve would be fairly typical. The post-collision curve would non-typical.
The collision of a dead-system (dark star and it's satellites) could result in a few of the uneven dips, of various sizes, and themselves distributed unevenly.
Possibly, some of the cannibalized system would fall into a more-or-less stable orbits, resulting in new, but normal, dips in the future.
Said more-or-less stable orbits would settle into stable or non-stable orbits....so some non-normal dips could still be seen, but likely far fewer of them, long into the future.",something large crashed staryoud see uneven dip precollision curve would fairly typical postcollision curve would nontypical collision deadsystem dark star satellite could result uneven dip various size distributed unevenly possibly cannibalized system would fall moreorless stable orbit resulting new normal dip future said moreorless stable orbit would settle stable nonstable orbitsso nonnormal dip could still seen likely far fewer long future,-1.0
"So let's see here...

A cluster of asteroids in the way would be ""coincidental"", but a Dyson sphere made by space aliens in the way would NOT be coincidental?

We know asteroids  exist, we've seen them, photographed them clearly. Space aliens... not really. Some people are pre-disposed to look for space aliens no matter how much they claim they are not.",let see cluster asteroid way would coincidental dyson sphere made space alien way would coincidental know asteroid exist weve seen photographed clearly space alien really people predisposed look space alien matter much claim,0.0
"As soon as I heard the words ""extra-intelligence/Alien"" I stopped watching/listening to this crap.
She's amazed. So am I...",soon heard word extraintelligencealien stopped watchinglistening crap shes amazed,-1.0
"God truly made perfection in his universe, God bless to all and Merry Christmas",god truly made perfection universe god bless merry christmas,0.0
Legend has it they used her thumbnail silhouette for the new iphone emoji,legend used thumbnail silhouette new iphone emoji,0.0
Another talk on theory not fact.,another talk theory fact,-1.0
Wow..and she gets paid?,wowand get paid,0.0
How much matter they need to build a structures like that? Few planets?,much matter need build structure like planet,-1.0
"More theory and supposition bollox! We can hardly explore our backyard and she is talking Aliens...
More internet silliness",theory supposition bollox hardly explore backyard talking alien internet silliness,0.0
Could this be a small star(white dwarf) and a large slow moving gas giant(Jupiter)?,could small starwhite dwarf large slow moving gas giantjupiter,-1.0
Fake misleading title to this video.,fake misleading title video,0.0
"science can go beyond our imagination in future, but it will never be able to invent anything that can predict the future.",science go beyond imagination future never able invent anything predict future,-1.0
"Could it be giant alien megastructures ???  ""Ancient alien theorists say.......Yesssss""",could giant alien megastructures ancient alien theorist sayyesssss,0.0
"heres a fun thing to try , , extrordinary claims would be better understood if you came up with some exterordinary proof , , , the one thing science has nothing to do with",here fun thing try extrordinary claim would better understood came exterordinary proof one thing science nothing,-1.0
Simple: need more data !,simple need data,0.0
what was the f*ng mysterious star she was talking about? What kind of dumb video it is?,fng mysterious star talking kind dumb video,0.0
"I have an idea. How bout you go over there Miss Know-it-all and see what happened? Oh you can’t? Oh your science is still back a few thousand years? Oh ok, well then don’t assume like you know everything.",idea bout go miss knowitall see happened oh cant oh science still back thousand year oh ok well dont assume like know everything,0.0
"We have this kind of knowledge and information available,  and here we are debating if the earth is flat or round. smh",kind knowledge information available debating earth flat round smh,-1.0
"Walk with me for a moment- I'm not talking about this star now, and not talking about reasons for the blockage of the star's light- 
Just talking about the speaker's comment at about 0:39. There is no valid scientific reason to always put an alien hypotheses ""last"", per se. It completely depends on the evidence!

For example, let's say a craft descends out of the sky, and unearthly creatures get out and walk around. In that case, the alien hypothesis would NOT be the last resort to explain the phenomenon. It would be the FIRST hypothesis!
Right away, someone will scream ""yeah, but the blocking of the light from a distant star doesnt necessarily mean its aliens!"". True, but that is not what I'm discussing now, here. I'm referring to the scientific method of observation. The speaker simply stated that an alien hypothesis should ""always"" be the last resort when evaluating unexplained phenomena, and did NOT restrict this view to discussions of the star Tabetha B. 

Therefore, a mistake in logic has been made, to automatically rule out aliens in all cases, and only consider aliens as a last resort. 
That is not a scientific viewpoint. Make no presumptions either way. Examine the evidence, and see where it leads. Dont make your mind up in advance, because that is not in the spirit of scientific endeavors.
Ok, now back to your regularly scheduled program about how this light blockage isn't automatically aliens. (Well, duh..!)",walk moment im talking star talking reason blockage star light talking speaker comment valid scientific reason always put alien hypothesis last per se completely depends evidence example let say craft descends sky unearthly creature get walk around case alien hypothesis would last resort explain phenomenon would first hypothesis right away someone scream yeah blocking light distant star doesnt necessarily mean alien true im discussing im referring scientific method observation speaker simply stated alien hypothesis always last resort evaluating unexplained phenomenon restrict view discussion star tabetha b therefore mistake logic made automatically rule alien case consider alien last resort scientific viewpoint make presumption either way examine evidence see lead dont make mind advance spirit scientific endeavor ok back regularly scheduled program light blockage isnt automatically alien well duh,0.0
"I always felt uncomfortable with some of the findings from Kepler.   Super Earths and very close Jupiters.  The later in particular doesn't seem plausible.  I don't have alternative theories, but I don't like the Kepler conclusions for somethings.
In relation to this star in the video, is it possible it's just an interstellar patchy dark dust cloud passing between us and the star?  There are many large ""dark regions"" mapped this way, by looking at how they block light from stars behind, so why not the same thing on a smaller scale.  Instead of large ""dark regions"", much smaller clumpy dark patches.",always felt uncomfortable finding kepler super earth close jupiter later particular doesnt seem plausible dont alternative theory dont like kepler conclusion somethings relation star video possible interstellar patchy dark dust cloud passing u star many large dark region mapped way looking block light star behind thing smaller scale instead large dark region much smaller clumpy dark patch,0.0
The Moon looks real though right,moon look real though right,-1.0
Great documentary 👽🇳🇴👽,great documentary,0.0
"""citizen scientists""?",citizen scientist,0.0
Why is the go-too 'answer' for crazy theories linked to energy and resources and environment.,gotoo answer crazy theory linked energy resource environment,0.0
Sorry kittens that was me shutting the light switch off/on.,sorry kitten shutting light switch offon,0.0
Earth/Moon event is a Lie.,earthmoon event lie,0.0
Bobiverse by Dennis Taylor!,bobiverse dennis taylor,-1.0
NA7SA...SA7TAN.      FLAT EARTH.    Svalinn at 100km,nasasatan flat earth svalinn km,0.0
"Interesting and ironic, there has been a big dip with the ""tabby star""",interesting ironic big dip tabby star,0.0
"""we don't understand""  is  true.   In fact there are millions of things right here on earth that ""we don't understand"" .
Instead of creating a sensation amongst an IGNORANT public , let's work on some humility , let's spend our time trying to understand , without 
publicizing our failure.",dont understand true fact million thing right earth dont understand instead creating sensation amongst ignorant public let work humility let spend time trying understand without publicizing failure,-1.0
Hopefully the computers that were designed for this mission isn't running software written by Microsoft.,hopefully computer designed mission isnt running software written microsoft,-1.0
BAN WAR.reach for the stars.OR GO EXTINCT.then reincarnate as a cockroach.OR A COCKROACH EATER.which starts the whole recycle of alpha bullies. MEANWHILE ON PARADISE EARTH WE INVENT POSSIBILITIES.,ban warreach starsor go extinctthen reincarnate cockroachor cockroach eaterwhich start whole recycle alpha bully meanwhile paradise earth invent possibility,-1.0
"I had to pause and laugh at her opening statement. There is no reason for alien activity to be considered ""a last resort."" Every angelic being is by definition, an ""extraterrestrial."" Thees folks have always been with us, and they always well be. They are indeed, everywhere.

In the summation, it is essential to remember that aliens are as much a part of the nature of the cosmos as we are.",pause laugh opening statement reason alien activity considered last resort every angelic definition extraterrestrial thees folk always u always well indeed everywhere summation essential remember alien much part nature cosmos,-1.0
useless talk all over the video,useless talk video,0.0
"This is amazingly, scary, only if it's not an erroneous fluke!  You know we're not alone, I know that we're not alone, the government knows that we're not alone.  The problem exist in whether society can accept that we're not alone--that is, whether society (in its evolutionary stagnation) can embrace and coexist with new forms of superiority.",amazingly scary erroneous fluke know alone know alone government know alone problem exist whether society accept alonethat whether society evolutionary stagnation embrace coexist new form superiority,0.0
"Look at something millions of light years away, then make something up then tell us with conviction (science)????",look something million light year away make something tell u conviction science,-1.0
A three dimensional being enslaved by her own two dimensional thought...and presumptuous at that...and so we continue to fail,three dimensional enslaved two dimensional thoughtand presumptuous thatand continue fail,-1.0
"k here are some of the problems with dyson sphere's:
They would have to mine a ridicoulous amount of resources to build the sphere.
They would have to aquire a ridiculous amount of fuel to take it into space.
Think about it seriously we humans have lived circa 20000yrs, we fucked up the planet just to get to this point, imagine a planet that would have to exist maybe millions of years to get to dyson sphere producing levels, they would have to avoid all extiction level events by nature en selfmade (nuclear war / mishaps, food shortages, etc.)
They would face the same problems as us if they were to mine / colonize other planets (enviroment, distance, just luck to have nearby planets with resources)
(also dont give me the 'they can travel at lightspeed to get to planets with resources', cause that would again take insane amounts of fuel near unlimited')
Also just as a lay person, shouldn't data be reproducable to be accepted as 'scientific evidence' have we seen the same dips in other nearby stars they would be moving it too? can we send another satelite that sees the same dips around the star if it was debris? or just bear with me could it be the sensor fucked up? or the interpretation of the data is just wrong and ur looking at something completly different?",k problem dyson sphere would mine ridicoulous amount resource build sphere would aquire ridiculous amount fuel take space think seriously human lived circa yr fucked planet get point imagine planet would exist maybe million year get dyson sphere producing level would avoid extiction level event nature en selfmade nuclear war mishap food shortage etc would face problem u mine colonize planet enviroment distance luck nearby planet resource also dont give travel lightspeed get planet resource cause would take insane amount fuel near unlimited also lay person shouldnt data reproducable accepted scientific evidence seen dip nearby star would moving send another satelite see dip around star debris bear could sensor fucked interpretation data wrong ur looking something completly different,-1.0
This is at the level of a curious 8 year old boy.,level curious year old boy,0.0
"And the whole order of the stars shall be concealed from the sinners.
And the thoughts of those on the earth shall err concerning them
Yea,they shall err and take them to be gods
And evil shall be multiplied upon them
And punishment shall come upon them So as to destroy all",whole order star shall concealed sinner thought earth shall err concerning yeathey shall err take god evil shall multiplied upon punishment shall come upon destroy,-1.0
Only thing I can be sure of is that our planet remains the only nest we have for all our eggs.,thing sure planet remains nest egg,0.0
"Really enjoyed that. The thing a bout space is its keeps us totally awe inspired, and dreaming, God rules ok x",really enjoyed thing bout space keep u totally awe inspired dreaming god rule ok x,-1.0
"Could a binary system where one is a black hole tearing the other apart might behave this way? As they rotate, the character of these light emissions might cause periods of darkness and spikes.",could binary system one black hole tearing apart might behave way rotate character light emission might cause period darkness spike,0.0
If software did not detect that is because it was badly programmed.,software detect badly programmed,12.0
Dyson Spheres exist it must be true because it was in Startrek Next Generation,dyson sphere exist must true startrek next generation,-1.0
"This is just a perfect example of how ""scientists"" are milking us. Don'n guess, move money to develop tech to actually SEE this( yes it is possible), ""scientists waiting for a dip"" FFS waste of money, waste of time",perfect example scientist milking u donn guess move money develop tech actually see yes possible scientist waiting dip ffs waste money waste time,0.0
"I Remember hearing about ""Dyson sphere"" on Star Trek: The Next Generation, and the episode is called ""Relics""",remember hearing dyson sphere star trek next generation episode called relic,0.0
