comment,cleaned_comment,label
I love videos like this..more entertaining than cable,love video like thismore entertaining cable,1.0
Great laugh,great laugh,1.0
"Writing a comment almost rarely leads to anything productive...but, here I go. I love science AND I believe in creation. For me, the natural world screams of a creator. But here’s a “Ted” talk about observing something they barely detect, millions of miles away; that defies explanation. So, they take known evidence and come up with a hypothesis/theory. That it could be an unimaginable enormous structure called a Dyson’s sphere, surrounding a star that a super advanced civilization constructed. All to absorb the energy of said star. Maybe it’s true. That’d be fricken cool!! Any things possible. I believe in a all power God, through his will, with the elements at his disposal, created EVERYTHING and that in this universe, mystery will always abide. But, according to science...I’m intellectually defunct and inferior because of that belief. No matter what, faith is needed (this woman revealing her level of faith). No matter what side your on...one must choose. Just a thought",writing comment almost rarely lead anything productivebut go love science believe creation natural world scream creator here ted talk observing something barely detect million mile away defies explanation take known evidence come hypothesistheory could unimaginable enormous structure called dysons sphere surrounding star super advanced civilization constructed absorb energy said star maybe true thatd fricken cool thing possible believe power god element disposal created everything universe mystery always abide according scienceim intellectually defunct inferior belief matter faith needed woman revealing level faith matter side onone must choose thought,1.0
Yeah whatever. Aliens hypothesis as last resort... You just said all we needed.,yeah whatever alien hypothesis last resort said needed,0.0
"A massive large object is not practical, now let's get more real.  It would be more practical for the star system be some sort of a resupply area for ships and a large fleet in formation close to the star 5 million miles or closer would cause a greater blotting out of the light and block thermal since you would be looking at the cold side of the hull the other side would be hot.",massive large object practical let get real would practical star system sort resupply area ship large fleet formation close star million mile closer would cause greater blotting light block thermal since would looking cold side hull side would hot,1.0
"You got to love scientist and their imaginations. ""ohh it must be alien structures around a star"" - haha. Really?? What about instead of 1 planet, it has 25 that goes around it, causing the irregularities.",got love scientist imagination ohh must alien structure around star haha really instead planet go around causing irregularity,1.0
"Well, in the meantime they know the reason....theres a bigbigbig saturn-lokalike mfo crossing . so every mistery ...at the end...it's nothing",well meantime know reasontheres bigbigbig saturnlokalike mfo crossing every mistery endits nothing,1.0
"Your brains are of superior quality and I really appreciate that. However, I think there is significant need to develop innovative tools, techniques, methods, systems, and mechanisms to identify, recognize, and precisely infer things of this nature/magnitude/ attributes etc. Aliens or inter-dimensional entities are no longer something that the world is unaware of. In fact, we are engineered by aliens which is why we are embedded with so much of rationality, cognition, logic and sense. Kindly put your mind to work and bring out some greatest of technological innovations that not only detect and precisely draw logically acceptable inferences for our convenience but also save our valuable time, resources, and labor. HIGHLY APPRECIATED, THANKS",brain superior quality really appreciate however think significant need develop innovative tool technique method system mechanism identify recognize precisely infer thing naturemagnitude attribute etc alien interdimensional entity longer something world unaware fact engineered alien embedded much rationality cognition logic sense kindly put mind work bring greatest technological innovation detect precisely draw logically acceptable inference convenience also save valuable time resource labor highly appreciated thanks,1.0
"All the stars and space itself is just an illusion. They are fake just like our world is. It’s all just a simulation. Did you know that a physicist named James Gates found computer codes embedded in the fabric of the universe? Also a experiment known as the “double slit experiment” proved that matter only come into existence when there is a sentient observer!? More and more physicists are finding evidence indicating that reality is a simulation. So all this research of space is a waste of time. Instead of chasing after illusions; all the resources should be directed towards finding solutions to end the simulated experiences of human suffering caused by simulated diseases, warfare, poverty etc. Because, even if all the sufferings are just temporary simulated experiences; they experience itself is undeniable and therefore worth getting rid of. I think the test of man in here is to test a ment (test mankinds’s ment(al)) capacity. There was a Old Testament and now we are in a New Testament simulation. It is testing mankind’s mental capacity to find the solution to all the negative things that have been simulated for mankind to solve and re-enter the garden /paradise/ kingdom of Go0d. But unfortunately it seems that so far, mankind is failing because instead of working to regain the lost paradise; everybody is so busy trying to acquire gold/money. All nations and people are striving after gold because we believe that gold will buy us paradise. It’s like a woman who thinks you can buy heaven with gold sung about in “stairway to heaven”. But that will never work due to it being a very Individualistic selfish goal. The Bible tells us that the worst kind of idolatry (loving something more than anything else) is to worship a golden calf.  Why was a golden calf chosen instead of a full grown ox or a magnificent thing like a golden dragon or a majestic golden lion chosen to symbolize the idol? It’s Bc golden calf is an allegory describing gold/money. The number of livestock one possessed was the measure of wealth. Also a calf was chosen because just like a persons bank account or possessions; a calf can be fed and grown. An golden calf idol worship is a society where it’s peoples greatest goal is to grow their material wealth. A society where all the people constantly strive to feed and grow their bank accounts. I think this is a very accurate description of our world now wouldn’t you agree? Most evils in our world are caused by the desire to Cain/gain gold. What does the Bible tells us about the idolatrous people? They get destroyed! Why are people striving for money/gold? It’s not Bc people are inherently evil but it’s due to the helper created to help us live side by side. It’s Bc of the governments / social rules which make it impossible to adequately provide for yourself and your loved ones without having money. Because people’s love which makes them want to provide the best for their loved ones; they are forced into idolatry of worship the golden calf. The whole world’s Language is now United once more. The language of money. What happened to the world when the language was one and their building technology was greatly improved? It got destroyed. So it seems that mankind must stop its worship of the golden calf. Mankind must learn to love Goodness above all and worship Go0d above all. That is how mankind can pass the New Testament in this simulation.",star space illusion fake like world simulation know physicist named james gate found computer code embedded fabric universe also experiment known double slit experiment proved matter come existence sentient observer physicist finding evidence indicating reality simulation research space waste time instead chasing illusion resource directed towards finding solution end simulated experience human suffering caused simulated disease warfare poverty etc even suffering temporary simulated experience experience undeniable therefore worth getting rid think test man test ment test mankindss mental capacity old testament new testament simulation testing mankind mental capacity find solution negative thing simulated mankind solve reenter garden paradise kingdom god unfortunately seems far mankind failing instead working regain lost paradise everybody busy trying acquire goldmoney nation people striving gold believe gold buy u paradise like woman think buy heaven gold sung stairway heaven never work due individualistic selfish goal bible tell u worst kind idolatry loving something anything else worship golden calf golden calf chosen instead full grown ox magnificent thing like golden dragon majestic golden lion chosen symbolize idol bc golden calf allegory describing goldmoney number livestock one possessed measure wealth also calf chosen like person bank account possession calf fed grown golden calf idol worship society people greatest goal grow material wealth society people constantly strive feed grow bank account think accurate description world wouldnt agree evil world caused desire caingain gold bible tell u idolatrous people get destroyed people striving moneygold bc people inherently evil due helper created help u live side side bc government social rule make impossible adequately provide loved one without money people love make want provide best loved one forced idolatry worship golden calf whole world language united language money happened world language one building technology greatly improved got destroyed seems mankind must stop worship golden calf mankind must learn love goodness worship god mankind pas new testament simulation,1.0
"I used to like astronomy. Actually I loved it. Science was my favorite subject from grade to high school. That was way back in the 1960's and '70's. And then, BOOM!!! The World Wide Web, the Information Super Highway revealed a whole world of information and knowledge that was not taught in school. The one thing that really set everything in motion was the name Tesla. Nikola Tesla? WHO? I use the Info Super Highway to find out who this Telsa guy is. I found what this man did well over 100 years ago to be amazing! Even more amazing was the name Tesla was never spoken of in school. Not even a brief mention and I went to school and lived about 5 miles from his famous Wardencliff tower and laboratory. Nikola Tesla would have to be one of the greatest scientists and inventors ever but his name was never mentioned anywhere. Einstein the patent clerk with his theory? In school they made this guy out to be the greatest mind that ever walked the earth. This could go on forever, so to get to my point. I loved science and astronomy, etc....Until I realized that much of it is bullshit, which scientifically is called theory.",used like astronomy actually loved science favorite subject grade high school way back boom world wide web information super highway revealed whole world information knowledge taught school one thing really set everything motion name tesla nikola tesla use info super highway find telsa guy found man well year ago amazing even amazing name tesla never spoken school even brief mention went school lived mile famous wardencliff tower laboratory nikola tesla would one greatest scientist inventor ever name never mentioned anywhere einstein patent clerk theory school made guy greatest mind ever walked earth could go forever get point loved science astronomy etcuntil realized much bullshit scientifically called theory,1.0
Comets would have a trail (dust ice etc) So the thinking that it can't be an asteroid belt seems odd if saying the dust via heat observation etc would be detectable. If allowing for 10000's of comets (to create like size density in blocking of light) to be a possible answer.,comet would trail dust ice etc thinking cant asteroid belt seems odd saying dust via heat observation etc would detectable allowing comet create like size density blocking light possible answer,1.0
like normal big planet it also has moons with varying rotation and size. so while it passes the start it would have variable dips in light.,like normal big planet also moon varying rotation size pass start would variable dip light,1.0
this is VERY interesting... a good explanation of the Star. Need to observe and investigate more and the conclusion is we just don't know... but its interesting that there is still something that is strange and amazing at the same time.,interesting good explanation star need observe investigate conclusion dont know interesting still something strange amazing time,1.0
I would give an opinion but the haters pop out.       Bull........t,would give opinion hater pop bullt,0.0
"⚠️  *_LATEST INFO ON THE “TABBY STAR” / KIC 8462852_**  | January 9, 2018*  ⚠️

TL:DR Final Conclusion = No Dyson Sphere, just a massive gas cloud.  🤨🤓

*– News of January 9, 2018 –*
Since September 2015, the Tabby star is subject to significant drops in brightness difficult to explain. Astronomers are accustomed to drops in brightness. When observing stars, the drops in luminosity are due, for example, to interactions with the atmosphere, or even to the planets that pass in front of their star. This is how planetary transits are located : they generate very low luminosity decreases, often less than 1%. But the observations of the Tabby star have shown that it can lose periodically up to 22% of its brightness.

Many hypotheses have been formulated to try to explain this phenomenon, including the possibility that the Tabby star is regularly obscured by artificial megastructures. The physicist Freeman Dyson had theorized this hypothesis in the early 1960s. According to him, a sufficiently advanced civilization would end up having energy needs of such a level that it should capture almost all the light emitted by its star. This would push this civilization to build gigantic structures surrounding its star.

The brightness declines of the Tabby star could have been due to a partial Dyson sphere or under construction. A team of astronomers led by Tabetha Boyajian, who made the original discovery, has just published a study on the cause of the phenomenon. This study was funded on Kickstarter : more than $ 100,000 was raised. The funds raised made it possible to observe KIC 8462852, the Tabby star, during 14 months. Four episodes of drop in brightness were observed. They are due to a gigantic cloud of dust. The new observation data show that the different colors of the light spectrum are blocked at varying intensities, which suggests that the body that blocks the light of this star is not opaque : it is at least partially transparent.

An extraterrestrial civilization around the Tabby star ?

*– News of May 23, 2017 –*
The Tabby star, also called KIC 8462852, put the community of scientists in turmoil in September 2015 : we have observed very significant variations in brightness, inexplicable with our current knowledge. Indeed, the brightness of the Tabby star dropped very quickly in the space of a few days, before returning to a normal level.

Such a phenomenon has been reproducing since 19 May this year and astronomers are still unable to find a rational explanation for it. So much so that the hypothesis of a megastructure of extraterrestrial origin that would regularly obscure the star is seriously considered by scientists…

It could indeed be a sphere of Dyson. Freeman dyson, an American physicist and mathematician, said a very advanced extraterrestrial civilization would be able to build a structure that partially or completely surrounds its star in order to harvest all the energy it produces. Such a structure would be likely to explain the variations of light observed around the Tabby star, but we must of course remain skeptical of such an explanation. An unknown natural phenomenon could be at the origin of these variations, although for the moment all the attempts of natural explanations did not resist to the observations made of the Tabby star.",latest info tabby star kic january tldr final conclusion dyson sphere massive gas cloud news january since september tabby star subject significant drop brightness difficult explain astronomer accustomed drop brightness observing star drop luminosity due example interaction atmosphere even planet pas front star planetary transit located generate low luminosity decrease often less observation tabby star shown lose periodically brightness many hypothesis formulated try explain phenomenon including possibility tabby star regularly obscured artificial megastructures physicist freeman dyson theorized hypothesis early according sufficiently advanced civilization would end energy need level capture almost light emitted star would push civilization build gigantic structure surrounding star brightness decline tabby star could due partial dyson sphere construction team astronomer led tabetha boyajian made original discovery published study cause phenomenon study funded kickstarter raised fund raised made possible observe kic tabby star month four episode drop brightness observed due gigantic cloud dust new observation data show different color light spectrum blocked varying intensity suggests body block light star opaque least partially transparent extraterrestrial civilization around tabby star news may tabby star also called kic put community scientist turmoil september observed significant variation brightness inexplicable current knowledge indeed brightness tabby star dropped quickly space day returning normal level phenomenon reproducing since may year astronomer still unable find rational explanation much hypothesis megastructure extraterrestrial origin would regularly obscure star seriously considered scientist could indeed sphere dyson freeman dyson american physicist mathematician said advanced extraterrestrial civilization would able build structure partially completely surround star order harvest energy produce structure would likely explain variation light observed around tabby star must course remain skeptical explanation unknown natural phenomenon could origin variation although moment attempt natural explanation resist observation made tabby star,1.0
"""The data were good... "" Sounds like a real genius.",data good sound like real genius,1.0
Astronomy was my the love of my life ...until my brains started hurting with humongous and incomprehensible numbers. I did manage to complete my Masters then switched to Computer Science (Software). I had a very big problem with Space. I am going to an octogenarian in less than a month ...I still have: Expansion and Contraction ...what was there before and what shall be there after ...,astronomy love life brain started hurting humongous incomprehensible number manage complete master switched computer science software big problem space going octogenarian less month still expansion contraction shall,1.0
Great speaker!,great speaker,1.0
"The earth isn't 11 times smaller than Jupiter. It's 1/11th in diameter. The ""diameter"" part is crucial because Jupiter is over 1300 times larger than the earth. An astronomer not knowing this difference is like a tire repair place that doesn't know to inflate tires.",earth isnt time smaller jupiter th diameter diameter part crucial jupiter time larger earth astronomer knowing difference like tire repair place doesnt know inflate tire,1.0
Is she pregnant? If she is not pregnant and looks like this... it is bad!,pregnant pregnant look like bad,1.0
"Thanks for the video! It's very interesting.


So, patterns... My purely uneducated guess:
May 2009, maybe large planet (or binary).  with a slow orbiting moon about 1/3 it's size (or most likely multiple moons) passing by extending the duration.
Mar 2011, likely same planet (this planet takes 22 earth months to orbit around the its star. position of the moons this time round is in front maybe, causing a larger dip, but aligning with the planet to explain the shorter duration.
Feb 2013, first dip is likely same planet (well, it's 22 earth months later, so patterns). 2nd and 3rd dips 20 + 50 days later could be 2 other planets in the solar system. Smaller planets, with slower orbits. Might be the moons as well. Hard to tell as there are no patterns observed yet.",thanks video interesting pattern purely uneducated guess may maybe large planet binary slow orbiting moon size likely multiple moon passing extending duration mar likely planet planet take earth month orbit around star position moon time round front maybe causing larger dip aligning planet explain shorter duration feb first dip likely planet well earth month later pattern nd rd dip day later could planet solar system smaller planet slower orbit might moon well hard tell pattern observed yet,1.0
Earth 11x smaller then Jupiter? What about the rest 😂 it’s like over 100x smaller then Jupiter,earth x smaller jupiter rest like x smaller jupiter,1.0
"finding aliens..... would not be ""awesome""",finding alien would awesome,1.0
"Dipshit.  Your Tabby Star is visible from earth and you don't need a telescope.  Also,  The entire Star System is headed strait toward Earth.  Looks like a bunch of colored grapes coming.  Go back to your little room at NASA and wait for the cataclysm that is going to land right in our laps.",dipshit tabby star visible earth dont need telescope also entire star system headed strait toward earth look like bunch colored grape coming go back little room nasa wait cataclysm going land right lap,1.0
"I watched this ""show program"" some time ago and I will not watch it again(and I dident)!
Im gonna tell you folks what is all about and it is not so interesting,after all...
It is a bunch of space ROCKS(!),that have been pulled by that stars gravity field and in a specific place,there is a zone where these massive space rocks(not high-tech,whatever...),simply circle around this star,on regular and constant radius,something similar,but not,at the same time,is around Saturn.
There is many,many stars like that in cosmos,so,nothing,too exciting,Im afraid. 
So there you are,folks!Nothing to see people,go home,lets go,move it!...
Ta-da!The-end!
Oh,btw;How do I know that?! 
Well,a beautiful (almost forever),young girl named Swaruu,""told me"",in her own,this time,well worth watching ""little"",mind blowing show,that you will have to find yourself.No pain,no gain,right? 
But I have to warn you,if you find it!
After you see all those videos (if you can find them),at least 90%+ of people you know,will not call you any time soon,for a glass of vine or beer.
You will all be,almost certainly,excommunicated(!),but thats a small price to pay,for (hidden) knowledge,thats  waiting just for you to find it! 
Research a little bit yourself and youl see what a real,interesting things actually are/look like, ""up"" there.
I already said too much,but,what a heck,there it is folks!All at a reach of a housewifes old laptop.
I can promise you a ""ride of your life!"",if you find that girl,that I mentioned earlier.
Youl be amazed(!),what is REALLY(!) going on and,how brain washed we all are(not me ,of course : ) !
Thank you and good luck!Now you know!
I am Z.,from Croatia and Gosia(another BIG(!) clue...),is from Poland.
That is plenty of clues for average Joe/Jane.
""Mystery"" solved! Keep exploring everything and ;  Think for yourself,question authorities!!
Over and out.
P.S. - I am just a messenger.I am not important here.Clues will tell you all...",watched show program time ago watch againand dident im gon na tell folk interestingafter bunch space rocksthat pulled star gravity field specific placethere zone massive space rocksnot hightechwhateversimply circle around staron regular constant radiussomething similarbut notat timeis around saturn manymany star like cosmossonothingtoo excitingim afraid arefolksnothing see peoplego homelets gomove tadatheend ohbtwhow know wella beautiful almost foreveryoung girl named swaruutold mein ownthis timewell worth watching littlemind blowing showthat find yourselfno painno gainright warn youif find see video find themat least people knowwill call time soonfor glass vine beer bealmost certainlyexcommunicatedbut thats small price payfor hidden knowledgethats waiting find research little bit youl see realinteresting thing actually arelook like already said muchbutwhat heckthere folksall reach housewife old laptop promise ride lifeif find girlthat mentioned earlier youl amazedwhat really going andhow brain washed arenot course thank good lucknow know zfrom croatia gosiaanother big clueis poland plenty clue average joejane mystery solved keep exploring everything think yourselfquestion authority p messengeri important hereclues tell,1.0
"This should be good for endless grants,. Got to keep the money flowing.",good endless grant got keep money flowing,1.0
In the last generation stars will fall from the sky. Amen Beloved,last generation star fall sky amen beloved,1.0
"I think you can rule out an object much closer than a planetary body orbiting the star as the culprit for blocking the light. It wouldn't stay in front for so long if it was just flying through space and it would also have to be much more immense than a Dyson sphere, like another star. There are no known objects that big in space and obviously another star in the way wouldn't make it dimmer.",think rule object much closer planetary body orbiting star culprit blocking light wouldnt stay front long flying space would also much immense dyson sphere like another star known object big space obviously another star way wouldnt make dimmer,1.0
"The Data WAS good.  NASA = Lies.  Just watch the press conference with Apollo 11 Neil Armstrong, Buzz Aldrin and Mitch Mitchell on their moon shot return.  Body language says it all.  Not hard to understand why; being told to lie about going the moon can absolutely really ruin your whole day.",data good nasa lie watch press conference apollo neil armstrong buzz aldrin mitch mitchell moon shot return body language say hard understand told lie going moon absolutely really ruin whole day,1.0
"The Data WAS good.  NASA = Lies.  Just watch the press conference with Apollo 11 Neil Armstrong, Buzz Aldrin and Mitch Mitchell on their moon shot return.  Body language says it all.  Not hard to understand why; being told to lie about going the moon can really ruin your whole day.",data good nasa lie watch press conference apollo neil armstrong buzz aldrin mitch mitchell moon shot return body language say hard understand told lie going moon really ruin whole day,1.0
"There On their way, they are coming. This is not a lie, they are coming. GOOD LUCK AND GOD BLESS ALL OF YOU, NEVER GIVE UP ON GOD, FOR HE ALWAYS WITH YOU,",way coming lie coming good luck god bless never give god always,1.0
"I just love the way astronomers who see a shadow in space come up with a story! Something got in the way of their view of a star. And now they see alien mega structures?  Planets crashing? 
These people saw nothing?  90% of what they say is fantasy.  And most of them don't believe in God! Talk about having faith in something you can not see!",love way astronomer see shadow space come story something got way view star see alien mega structure planet crashing people saw nothing say fantasy dont believe god talk faith something see,1.0
"ALL I SEE IS COMPUTER GENERATED IMAGES!!
BORING!!!!",see computer generated image boring,0.0
"Like  a German  U.S  Airforce  Colonel said  to me  after I  asked  him about  the  classified  space  program  "" I didn't  see nothing "" Later on when he retired  he warmed up more to talk. That stupid laugh  from people  when she said maybe  we witnessed  Alien space battle  and they were  cleaning  up debris  to recycle  the particles is exactly  why it's  still "" Classified """,like german u airforce colonel said asked classified space program didnt see nothing later retired warmed talk stupid laugh people said maybe witnessed alien space battle cleaning debris recycle particle exactly still classified,1.0
"More Nasa bullshit,have you seen stars close up filmed by ordinary people,take a look,well why dont nasa explain that one,or arent the billions they have received from tax payers enough,how many times over the years have i heard them say they have found something amazing like this and nothing comes of it,too many to count,for instance they said we have found a planet the same size and distance from a sun as ours and it possibly as water and a atmosphere THE END",nasa bullshithave seen star close filmed ordinary peopletake lookwell dont nasa explain oneor arent billion received tax payer enoughhow many time year heard say found something amazing like nothing come ittoo many countfor instance said found planet size distance sun possibly water atmosphere end,1.0
"THE GREAT FALLING AWAY SPOKEN OF IN THE BIBLE
Those interested in the signs of the end times often take note of a warning given by Paul to the Thessalonians, speaking about the return of Jesus Christ to earth. He writes, “Let no one deceive you by any means; for that Day will not come unless the falling away comes first (2 Thessalonians 2:3). He then proceeds to explain this “falling away” in greater detail.
Paul writes that it will involve the revealing of “the man of sin…the son of perdition, who opposes and exalts himself above all that is called God or that is worshiped, so that he sits as God in the temple of God, showing himself that he is God” (2 Thessalonians 2:3-4). Some man is going to style himself as greater than God, pretending to be God—and people will believe him. 
Why? Because: HE IS THE GREATEST DECEIVER EVER. HE WILL COME TO EARTH AS AN ALIEN AND MAKE US BELIEVE THAT WE HAVE HIS DNA AND THAT WE ALL COME FROM IT. THE SEED OF CAINE SO TO SPEAK. THE GREAT FALLING AWAY WILL A CURE, MOSTLY BY SO CALLED BELIEVERS THAT NEVER REALLY DID. BUT HE WILL ALSO DECEIVE THE GREAT AND MIGHTY. THEY ACTUALLY STARTED THIS WAY BACK BEFORE I WAS BORN AND ARE CONTINUING WITH SHOWS LIKE THE X FILES AND UFO HUNTERS FIRST ONE I REMEMBER WAS THE DAY THE EARTH STOOD STILL 1951 @ THE LINK IF YOU ARE INTERESTED. https://youtu.be/UQYfqGksB_w",great falling away spoken bible interested sign end time often take note warning given paul thessalonian speaking return jesus christ earth writes let one deceive mean day come unless falling away come first thessalonian proceeds explain falling away greater detail paul writes involve revealing man sinthe son perdition opposes exalts called god worshiped sits god temple god showing god thessalonian man going style greater god pretending godand people believe greatest deceiver ever come earth alien make u believe dna come seed caine speak great falling away cure mostly called believer never really also deceive great mighty actually started way back born continuing show like x file ufo hunter first one remember day earth stood still link interested,1.0
"Is the most mysterious star not in fact 93 million miles away? Have they considered that the star was switching on and off as the cosmic Birkeland currents that perhaps sustains all stars flipps back and forth from a third body in equilateral proximity electrically. Remember the Parker probe is resolving the dilemma of the corona being 300 times hotter than the surface. Perhaps stars are powered by invisible Birkeland currents which the electric model holds is the source of the power of our sun. Remember the only other place we see this phenomenon in the laboratory is when we have a body like the sun at a focal anode of matter in an electric field. This is how we make arch lights or plasma. Given the model of matter with massive spaces and infinitesmal ""solids"", massive relative electrical load differentials can exist between points in space without any local measurable effect. Maybe our sun could switch off for a few days too. The probability is just tiny, and perhaps it has happened in history of earth.",mysterious star fact million mile away considered star switching cosmic birkeland current perhaps sustains star flipps back forth third body equilateral proximity electrically remember parker probe resolving dilemma corona time hotter surface perhaps star powered invisible birkeland current electric model hold source power sun remember place see phenomenon laboratory body like sun focal anode matter electric field make arch light plasma given model matter massive space infinitesmal solid massive relative electrical load differential exist point space without local measurable effect maybe sun could switch day probability tiny perhaps happened history earth,1.0
does something like Thermionic Emission happen between earth and the sun?,something like thermionic emission happen earth sun,1.0
"Good video!  I would like to share a pet peeve of mine,  if I may.  My statements do not necessarily apply to the presenter in this video. The “Extraordinary “ quote by Sagan is often inappropriately misused, overused and a favorite of those people who only want to contain all of the universe in the box (a three dimensional object) of their own personal paradigm.  This quote  is some people’s fancy way of saying,  you have to prove to me your experiences and knowledge in a way that fits my perception of what is “real” — then I will  believe you.  Thinking/experiencing outside the box is, by its very definition “extraordinary “ because it would entail four or more dimensional thinking. We cannot use a three dimensional litmus tests on something that does not abide by three dimensional laws just as the out of the box experiencer can’t prove anything to anyone who clings to using three dimensional tools to judge the validity of  the experience.  As a result, Sagan’s quote can refer to a challenge to prove previously unknown experiences in the three dimensional realm — the box (or the cube of matter, as I like to call it 😉).  The problem with Sagan’s quote is he doesn’t define his use of the word “extraordinary “. What may seem extraordinary to one person may not be so to another... just a thought.",good video would like share pet peeve mine may statement necessarily apply presenter video extraordinary quote sagan often inappropriately misused overused favorite people want contain universe box three dimensional object personal paradigm quote people fancy way saying prove experience knowledge way fit perception real believe thinkingexperiencing outside box definition extraordinary would entail four dimensional thinking use three dimensional litmus test something abide three dimensional law box experiencer cant prove anything anyone cling using three dimensional tool judge validity experience result sagans quote refer challenge prove previously unknown experience three dimensional realm box cube matter like call problem sagans quote doesnt define use word extraordinary may seem extraordinary one person may another thought,1.0
"Is ours. It is the closest so we the one that can offer to us the most information. The more we learn the more new mysteries beckon our study. We have an electric universe. Space is made of 99 percent plasma, the fourth state of matter. It has several modes from glow to dark. I hate to say dark because when science can not explain several of the many things they encounter in space they envoke dark this and dark that. Dark plasma is not unknown. It is proven science. For over one hundred years we have been taught wrong. Time to shake loose the speculation and get back to real science. Things that can be made to be in a lab. things that can be repeated and is scalable. These things are needed to understand how it acts in space and how it has happened on earth, other planets, and moons. The Electric Universe is the field new scientist should choose for a future of rewarding times. You can start at,... www.thunderbolts.info. From there you will not be able to stop. That will be good because our future will start to rush faster and faster to a new and exciting adventure. One more thing, petroglyphs look up the squatting man. That is all for now.",closest one offer u information learn new mystery beckon study electric universe space made percent plasma fourth state matter several mode glow dark hate say dark science explain several many thing encounter space envoke dark dark dark plasma unknown proven science one hundred year taught wrong time shake loose speculation get back real science thing made lab thing repeated scalable thing needed understand act space happened earth planet moon electric universe field new scientist choose future rewarding time start wwwthunderboltsinfo able stop good future start rush faster faster new exciting adventure one thing petroglyph look squatting man,1.0
"http://www.threelly.com/  Get instant access to exotic insights in any video like Faces, Labels, Keywords, Sentiments, People, Emotions, Brands, Timeline Translation to 30+ Languages 
- in 3 Mins or Less!",get instant access exotic insight video like face label keywords sentiment people emotion brand timeline translation language min less,1.0
"Isn't it funny how scientists would rather deny the existence of aliens and go for the less controversial answer to the question, like natural phenomenon.  I think It is in their training not to acknowledge the existence of alien life, or get ostracised by the rest of the scientific community.",isnt funny scientist would rather deny existence alien go less controversial answer question like natural phenomenon think training acknowledge existence alien life get ostracised rest scientific community,1.0
Space battle..?? Space debris more like. ffs,space battle space debris like ffs,1.0
Very interesting! I love people with an open mind. Many mysterious things in our world.,interesting love people open mind many mysterious thing world,1.0
"Sounds like she never searched YouTube and watched ""a funny thing happened on the way to the moon""",sound like never searched youtube watched funny thing happened way moon,1.0
She said rewriting. Just like our true history.,said rewriting like true history,1.0
"I LOVED carl sagan, but that famous quote by him is not very scientific.  Words like ""Extraordinary"" are supremely subjective.  It's better to simply say that assertions should be backed up by evidence, and let the peers and observers make the determination of what is extraordinary and what evidence is sufficient.  Science should simply report the findings and not get involved in the judgments.",loved carl sagan famous quote scientific word like extraordinary supremely subjective better simply say assertion backed evidence let peer observer make determination extraordinary evidence sufficient science simply report finding get involved judgment,1.0
Lol...good try YouTube! Keep placing these videos in with my flat earth videos...😂,lolgood try youtube keep placing video flat earth video,1.0
"What a complete load of Tosh!!! These people are meant to be intelligent. They make up a theory without observable evidence and then make into fact. That's bad science just like the evolutionary theory. No observable evidence, yet they believe and push it as fact. There could be a million and one reasons why the light emitted from a star dips, but it hasn't got to be because of aliens!! There will be a perfectly logical reason for it, which they haven't discovered it yet. They are absolutely desperate to discover life elsewhere, yet it does not exist. Why should there be life elsewhere anyway. We are unique in an amazing creation, fallen, but still amazing.",complete load tosh people meant intelligent make theory without observable evidence make fact thats bad science like evolutionary theory observable evidence yet believe push fact could million one reason light emitted star dip hasnt got alien perfectly logical reason havent discovered yet absolutely desperate discover life elsewhere yet exist life elsewhere anyway unique amazing creation fallen still amazing,1.0
