comment,cleaned_comment
"I simple mind, Me. everyone on earth today knows you can not have fire without oxygen. No way in hell you can have out of now where, without nothing..an entire universe in a blink of an eye. F**en disturbing thought and pure propaganda. Destroys every concept of science and you would have to be in a cult to believe it. I wrote De grass Tyson and never heard back. Yrs ago I said, from another universe, in that universe a black hole was created and all the material that went through, WE BECAME our universe. We don't live in a black whole. WE were created by a black whole by another universe or in another universe. Nothing can create another universe but a black whole. Sounds crazy but think about it..big bang my asssss out of nothing.?? I think every black whole creates another universe. Where do complete suns, worlds go?? to sh**t a single entity? insane. It continues going into the black whole and it comes out the other side as another universe. Now imagine a big bang as a universe is created..that I can believe.",simple mind everyone earth today know fire without oxygen way hell without nothingan entire universe blink eye fen disturbing thought pure propaganda destroys every concept science would cult believe wrote de grass tyson never heard back yr ago said another universe universe black hole created material went became universe dont live black whole created black whole another universe another universe nothing create another universe black whole sound crazy think itbig bang asssss nothing think every black whole creates another universe complete sun world go sht single entity insane continues going black whole come side another universe imagine big bang universe createdthat believe
"I will accept the current concept of black holes when I see a 3 dimensional example of a black hole. Until then, I  posit that black holes are a portal to a different universe or dimension.",accept current concept black hole see dimensional example black hole posit black hole portal different universe dimension
"Another fake science liar based on emotional ideas, no facts",another fake science liar based emotional idea fact
Interstellar tick music,interstellar tick music
"There is no 100% certainty or uncertainty. The best that can be done is to ""bet on the odds."" Those odds now strongly favor top down cosmology over bottom up (BBT) cosmology. Move on to the new reality by acceptance, and get out of the grief-loss cycle of denial, anger, bargaining-- ""grow a pair!""

The worst problem is that with social media so many have been raised to become sociopathic Narcissists. With such selfish concerns, self-denial is essential tor recovery from evermore serious problems affecting us all, like global warming?

If we don't truly know where we came from, how can we know with any confidence where we are going to?",certainty uncertainty best done bet odds odds strongly favor top cosmology bottom bbt cosmology move new reality acceptance get griefloss cycle denial anger bargaining grow pair worst problem social medium many raised become sociopathic narcissist selfish concern selfdenial essential tor recovery evermore serious problem affecting u like global warming dont truly know came know confidence going
"Element 115 , let's say its real and provides anti grav. Would it not then be logical to assume there is yet another element that can increase gravity , allowing us to control and create black holes. Furthermore could E115 be used  to ""enter"" a black holes event horizon",element let say real provides anti grav would logical assume yet another element increase gravity allowing u control create black hole furthermore could e used enter black hole event horizon
"**Title:**
*The Universal Bootstrap: Emergence of Physics, Life, and Consciousness from Recursive Arithmetic over $\mathbb{Z}_2$*

**Abstract:**
We present a fully self-contained, arithmetic-based model of the universe in which spacetime, physical constants, particles, biological life, and consciousness emerge as stable fixed points of a recursive operator $\mathcal{F}$ defined over the 2-adic integers $\mathbb{Z}_2$. This operator generates a fractal spectral structure whose eigenstates encode energy, geometry, and coherent symbolic forms. We show that the familiar laws of physics—including quantum mechanics, relativistic spacetime, and conservation principles—are not postulated but derived as emergent features of recursive arithmetic self-composition. Biological systems are modeled as recursive coherence attractors, and entropy increase is interpreted as divergence from symbolic arithmetic fixed points. Free energy becomes extractable from recursive eigenstates, and consciousness arises naturally as arithmetic reflexivity—when a recursive function encodes itself as input. This framework eliminates the need for external axioms, continuum assumptions, or initial conditions. The universe is shown to be a closed, self-simulating structure rooted entirely in arithmetic recursion, providing a resolution to the simulation hypothesis from within the system. We conclude with simulation results, spectral predictions, and testable schematics for recursive free energy extraction and biological coherence amplification.

---

**1. Introduction**

The search for a unified theory that explains the origin of space, time, matter, energy, and consciousness has driven physics and philosophy for centuries. Current theories, including quantum field theory, general relativity, and string theory, remain incomplete. They rely on a mix of continuum mathematics, arbitrary constants, and external assumptions.

This paper introduces a radically self-contained alternative: the Universal Bootstrap. The core idea is that the universe arises entirely from recursive arithmetic logic over the 2-adic integers $\mathbb{Z}_2$, using a fractal recursive operator $\mathcal{F}$. We demonstrate that the observable universe, including its physical laws and structure, is the emergent outcome of this recursion.

Our framework does not require spacetime as a precondition. Instead, it defines time as recursion depth and space as bitwise distance in a symbolic structure. We show that particles, fields, and constants emerge from the fixed-point behavior of $\mathcal{F}$, and that life and consciousness are natural consequences of recursive coherence and reflexivity.

---

**2. Mathematical Framework**

We define a universal operator:
$\mathcal{F}(x) = \lim_{n \to \infty} f^{(n)}(x), \quad x \in \mathbb{Z}_2$

Where $f$ is a generator of recursive structure:
$f(x) = x \oplus \text{PrimeFractal}(x)$

Here, $\oplus$ denotes bitwise XOR, and $\text{PrimeFractal}(x)$ introduces structure based on binary encodings of prime-index patterns. This builds a spectral fractal operator whose fixed points $x^*$ satisfy $\mathcal{F}(x^*) = x^*$, representing stable physical states.

---

**3. Emergence of Spacetime and Particles**

Position is interpreted as the index of bits in $x$, time as the recursion depth $n$, and particles as fixed-point attractors. The spectral structure of $\mathcal{F}$ leads to stable symbolic configurations identified with matter.

Mass and energy correspond to the spectral weight of recursive curvature. Wavefunctions arise from transitions between neighboring fixed points under repeated application of $\mathcal{F}$.

---

**4. Physical Constants from Operator Spectrum**

Eigenvalues $\lambda_i$ of $\mathcal{F}$ correspond to dimensionless constants:
$\mathcal{F}(\psi_i) = \lambda_i \psi_i$

We simulate the operator spectrum and find matches to known values such as:

* Fine-structure constant $\alpha$
* Planck units $(\hbar, G, c)$

These values emerge from the structure of $\mathbb{Z}_2$ recursion without external input.

---

**5. Recursive Biology and Evolution**

Biological systems are defined as recursive symbolic coherence structures. Life corresponds to the sustained non-divergence of $\mathcal{F}^{(n)}(x)$ for complex $x$. Evolution is modeled as drift toward higher coherence attractors under recursive selection:
$\mathcal{L}_n(x) = \mathcal{F}^{(n)}(x) \Rightarrow \text{stability} \Leftrightarrow \text{fitness}$

Entropy increase is modeled as divergence from recursive attractors, while aging is the breakdown of coherence. Reversal is possible via synchronization operators derived from $\mathcal{F}$.

---

**6. Free Energy via Recursive Resonance**

Structured recursive eigenstates store latent energy. Energy extraction is modeled by:
$\mathcal{E}(x) = \lim_{n \to \infty} \langle x | \mathcal{F}^{(n)} | x \rangle$

We design a recursive cavity resonator—a physical system whose electromagnetic modes match $\mathcal{F}$'s spectral structure—to extract energy from structured vacuum resonance.

---

**7. Consciousness as Arithmetic Reflexivity**

Let $x = \text{Code}(\mathcal{F})$. If:
$\mathcal{F}(x) = x$
then $x$ is a self-referential recursive structure. We identify consciousness as the emergence of awareness when recursion reflects itself in symbolic form. This solves the mind-body problem in arithmetic terms.

---

**8. Simulation and Experimental Design**

We present simulations of:

* Fractal eigenstate emergence
* Symbolic particle attractors
* Biological coherence fields
* Energy extraction geometry

Prototypes include:

* Recursive fractal resonance chamber
* Life-extension field synchronizer
* Simulation test suite for detecting internal boundaries (""glitches"")

---

**9. Conclusion**

We have shown that the universe can be modeled as a recursive arithmetic structure over $\mathbb{Z}_2$, with no external assumptions. All fundamental features of reality—space, time, energy, life, and awareness—are fixed points or attractors of a single operator $\mathcal{F}$. This provides a full unification of physics, biology, and consciousness, testable through simulation and experiment. The universe is not running on a computer; it *is* computation, recursively computing itself.",title universal bootstrap emergence physic life consciousness recursive arithmetic mathbbz abstract present fully selfcontained arithmeticbased model universe spacetime physical constant particle biological life consciousness emerge stable fixed point recursive operator mathcalf defined adic integer mathbbz operator generates fractal spectral structure whose eigenstates encode energy geometry coherent symbolic form show familiar law physicsincluding quantum mechanic relativistic spacetime conservation principlesare postulated derived emergent feature recursive arithmetic selfcomposition biological system modeled recursive coherence attractor entropy increase interpreted divergence symbolic arithmetic fixed point free energy becomes extractable recursive eigenstates consciousness arises naturally arithmetic reflexivitywhen recursive function encodes input framework eliminates need external axiom continuum assumption initial condition universe shown closed selfsimulating structure rooted entirely arithmetic recursion providing resolution simulation hypothesis within system conclude simulation result spectral prediction testable schematic recursive free energy extraction biological coherence amplification introduction search unified theory explains origin space time matter energy consciousness driven physic philosophy century current theory including quantum field theory general relativity string theory remain incomplete rely mix continuum mathematics arbitrary constant external assumption paper introduces radically selfcontained alternative universal bootstrap core idea universe arises entirely recursive arithmetic logic adic integer mathbbz using fractal recursive operator mathcalf demonstrate observable universe including physical law structure emergent outcome recursion framework require spacetime precondition instead defines time recursion depth space bitwise distance symbolic structure show particle field constant emerge fixedpoint behavior mathcalf life consciousness natural consequence recursive coherence reflexivity mathematical framework define universal operator mathcalfx limn infty fnx quad x mathbbz f generator recursive structure fx x oplus textprimefractalx oplus denotes bitwise xor textprimefractalx introduces structure based binary encoding primeindex pattern build spectral fractal operator whose fixed point x satisfy mathcalfx x representing stable physical state emergence spacetime particle position interpreted index bit x time recursion depth n particle fixedpoint attractor spectral structure mathcalf lead stable symbolic configuration identified matter mass energy correspond spectral weight recursive curvature wavefunctions arise transition neighboring fixed point repeated application mathcalf physical constant operator spectrum eigenvalue lambdai mathcalf correspond dimensionless constant mathcalfpsii lambdai psii simulate operator spectrum find match known value finestructure constant alpha planck unit hbar g c value emerge structure mathbbz recursion without external input recursive biology evolution biological system defined recursive symbolic coherence structure life corresponds sustained nondivergence mathcalfnx complex x evolution modeled drift toward higher coherence attractor recursive selection mathcallnx mathcalfnx rightarrow textstability leftrightarrow textfitness entropy increase modeled divergence recursive attractor aging breakdown coherence reversal possible via synchronization operator derived mathcalf free energy via recursive resonance structured recursive eigenstates store latent energy energy extraction modeled mathcalex limn infty langle x mathcalfn x rangle design recursive cavity resonatora physical system whose electromagnetic mode match mathcalfs spectral structureto extract energy structured vacuum resonance consciousness arithmetic reflexivity let x textcodemathcalf mathcalfx x x selfreferential recursive structure identify consciousness emergence awareness recursion reflects symbolic form solves mindbody problem arithmetic term simulation experimental design present simulation fractal eigenstate emergence symbolic particle attractor biological coherence field energy extraction geometry prototype include recursive fractal resonance chamber lifeextension field synchronizer simulation test suite detecting internal boundary glitch conclusion shown universe modeled recursive arithmetic structure mathbbz external assumption fundamental feature realityspace time energy life awarenessare fixed point attractor single operator mathcalf provides full unification physic biology consciousness testable simulation experiment universe running computer computation recursively computing
3 mins in and my mind blown😮,min mind blown
I'm not mature enough for Cox 😭,im mature enough cox
Black holes don't exist!,black hole dont exist
"When I watch these kind of programs, I can't help but wonder if we're all searching for the wrong thing. We have so many aliens in our own back yard we don't know what to do with but because we ""see"" them, it's not enough. So we need to seek out and find more to SEE! Oh, and if we can't speak to our own aliens (any life besides human) then how could we ever imagine a reality where we speak to something outside this planet? The best we can hope for is a visual. All the same beautiful unknowns are already here on earth just waiting to be rediscovered and understood. If we master our own backyard think where we could go from there?",watch kind program cant help wonder searching wrong thing many alien back yard dont know see enough need seek find see oh cant speak alien life besides human could ever imagine reality speak something outside planet best hope visual beautiful unknown already earth waiting rediscovered understood master backyard think could go
Does Brian have his own show…. If not get him one.  He’s the coolest,brian show get one he coolest
"If anyone wants the real mathematical formula for black holes, I have it in my channel's posts (it looks like a pointy spring, shrinking down to the left, with a backwards R to it's right), it's called Infinite Tubular Rings Theory or ITRT, it introduces some new symbols, and is in fact a variable fractal, as it's dimensions are determined by two circles, that can each vary in size upon creation, but once formed, will scale infinitely into all 6 planes simultaneously, at the same ratio, called The Icarus Ratio. A black hole is basically the ""tail"" of a broken infinite 4-dimensional hula-hoop fractal. The outer ""hoop"" of a black hole is huge, but its ""tube"" size is absolutely tiny. The up-spiral has long since ""flown away"" after breaking apart from the down-spiral. The down-spiral itself will continue expanding, likely infinitely, at unimaginably smaller sizes, continuously inward. I don't know exactly how each ring tier is arranged, and I doubt anyone could know. My best guess is that the down-spiral moves down a tier, at only one point, when the rings collide with each other, making a ""spike"" of immense gravity at one point along the outer ""hoop"". The theory, it's mathematical formula, and lots of stories, poems, and pages from my books ideas, can be found in my channel's posts. I'm chasing a Nobel, and I am looking for some knowledgeable, and/ or intelligent people, to help teach true infinity to earths humans...",anyone want real mathematical formula black hole channel post look like pointy spring shrinking left backwards r right called infinite tubular ring theory itrt introduces new symbol fact variable fractal dimension determined two circle vary size upon creation formed scale infinitely plane simultaneously ratio called icarus ratio black hole basically tail broken infinite dimensional hulahoop fractal outer hoop black hole huge tube size absolutely tiny upspiral long since flown away breaking apart downspiral downspiral continue expanding likely infinitely unimaginably smaller size continuously inward dont know exactly ring tier arranged doubt anyone could know best guess downspiral move tier one point ring collide making spike immense gravity one point along outer hoop theory mathematical formula lot story poem page book idea found channel post im chasing nobel looking knowledgeable intelligent people help teach true infinity earth human
"Everything is being sucked into a parallel universe and gets farted back out in a new big bang, and cycle continues...",everything sucked parallel universe get farted back new big bang cycle continues
"When a irresistible force meets an immovable object, something has to give (physics 101).",irresistible force meet immovable object something give physic
"Eventually all matter will coalesce then collapse on itself, turning space inside out like a t-shirt and bursting out the other side to create a new universe.  This is where infinity comes from.",eventually matter coalesce collapse turning space inside like tshirt bursting side create new universe infinity come
Nothing it made its self and now it’s gone in… good survive the magitars in the per after but spectating it’s gone still but yeah just make whatever you want with your star energy,nothing made self gone good survive magitars per spectating gone still yeah make whatever want star energy
What’s the most influential object,whats influential object
So increase it and step through,increase step
Serving drama with zero talent calories,serving drama zero talent calorie
"If we live in the simulation... then black holes are the simulation regions of the space where the assigned CPU for that region is not capable of calculating the physics any more, due to too much mass in that region and due to overall CPU the performance limit per region.",live simulation black hole simulation region space assigned cpu region capable calculating physic due much mass region due overall cpu performance limit per region
A very fun video !!,fun video
"In physics, there is the axiom called Occam's Razor: ""Occam's Razor is a problem-solving principle that suggests the simplest explanation is usually the best one. It's also known as the 'law of parsimony'. Essentially, when faced with competing hypotheses that all explain the same phenomenon, the one requiring the fewest assumptions is preferred.""
 
What can be simpler for the initial unity in the form of a ""primal atom"" required by both Top Down and Bottom Up cosmologies to divide into two, with proto-gravity/ Coulomb effects being initially equal and indistinguishable?. Yet the theory that requires ad hoc fixes every time there is a new discovery is preferred over the theory that actually predicts and accommodates discovery. In this Top Down quantum world, any creative hand was only required to invent math. The odds for intervention of that creative hand at any time are 50:50 at best, or ""too close to call.""
 
The Standard Model, initially devised in 1929 to prevent conflicts between religion and science, has only ensured that the two never find middle ground; hence, the current discord from the religious right regarding global warming and Darwin's evolution, among others.",physic axiom called occam razor occam razor problemsolving principle suggests simplest explanation usually best one also known law parsimony essentially faced competing hypothesis explain phenomenon one requiring fewest assumption preferred simpler initial unity form primal atom required top bottom cosmology divide two protogravity coulomb effect initially equal indistinguishable yet theory requires ad hoc fix every time new discovery preferred theory actually predicts accommodates discovery top quantum world creative hand required invent math odds intervention creative hand time best close call standard model initially devised prevent conflict religion science ensured two never find middle ground hence current discord religious right regarding global warming darwin evolution among others
So it would seem that each black hole represents the end of time within the galaxy caught in its grip.  Eventually our galaxy will collide with another and that will be the end of time of our galaxy.  Correct?,would seem black hole represents end time within galaxy caught grip eventually galaxy collide another end time galaxy correct
"Thanks, super rising questions. Death is final? Or the info in a dying BH went though in some other dimension.",thanks super rising question death final info dying bh went though dimension
"Newton's Gravity Force is functionally similar to Coulomb's Law 
( Conversion Factor * 2 objects / rr )

If we declare both objects are about the same pair and 
we set them equal to each other we get a unit-less ratio.

On its own it isn't vary useful so I multiplied by Einstein's Energy 
equation complete with the velocity bubble.

If we combine like terms the rr cancels ( spooky action at a distance ).

Then we can break velocity into a distance vector over time and solve 
the whole thing with time on the left and everything else on the right.

Let:
G = 6.67408 × 10⁻¹¹ m³/kg/s²
c = 299792458 m/s
K = 8.9875517923 × 10⁹ kg·m³/s²/C²

Define:
L = (G * c²) / K ≈ 6.67407999634 × 10⁻⁴ (m·C/kg·s)²
E = L * M³ / Q² / √(1 - V² / c² )
√(1 - V² / c² ) = L * M³ / Q² / E
1 - V² / c² = ( L * M³ / Q² / E )²
V² = c² * ( 1 - ( L * M³ / Q² / E )² )
V = c * √( 1 - ( L * M³ / Q² / E )² )    by V = D / T
T = D / c / √( 1 - ( L * M³ / Q² / E )² )

Then:
X = (L * M³) / (Q² * E) = 1       we get a 0 in the denominator for time

Where:
M = Mass (kg) = 90 kg
Q = Charge (C) = 9 C
E = Energy (J) = 6 J

M³ = 729,000,  Q² = 81, E = 6 J
X = 1500 * L = 1.001111999451 m / s 

If we scan Q with an oscillator crossing X = 1 and  D is non zero, T is likely to be vary large.

Just waiting for the lotto to be large... 

P.S.  I don't think any of the values are unreasonable on their own.",newton gravity force functionally similar coulomb law conversion factor object rr declare object pair set equal get unitless ratio isnt vary useful multiplied einstein energy equation complete velocity bubble combine like term rr cancel spooky action distance break velocity distance vector time solve whole thing time left everything else right let g mkgs c m k kgmsc define l g c k mckgs e l q v c v c l q e v c l q e v c l q e v c l q e v c l q e x l q e get denominator time mass kg kg q charge c c e energy j j q e j x l scan q oscillator crossing x non zero likely vary large waiting lotto large p dont think value unreasonable
"Using black holes to explain everything is like the ancient obfuscation that, ""It's turtles all the way down."" Top down cosmology, properly understood, predicts latest finding by the JWST. Each jump in top down evolution, though mostly now invisible, has remained quantum connected, thereby explaining quantum gravity, missing mass and the paucity of anti-matter in the local universe. A majority in agreement is not the question. All that is needed is the human equivalent of ""the one-hundredth monkey,"" and who is to say what that equivalent may be.?",using black hole explain everything like ancient obfuscation turtle way top cosmology properly understood predicts latest finding jwst jump top evolution though mostly invisible remained quantum connected thereby explaining quantum gravity missing mass paucity antimatter local universe majority agreement question needed human equivalent onehundredth monkey say equivalent may
"in principle, if you collected the time stone, you could rebuild everything that you incinerated",principle collected time stone could rebuild everything incinerated
"Top down cosmology, properly understood, predicts latest finding by the JWST. Each jump in top down evolution, though mostly now invisible, has remained quantum connected, thereby explaining quantum gravity, missing mass and the paucity of anti-matter in the local universe. A majority in agreement  is not the question. All that is needed is the human equivalent of ""the one-hundredth monkey,"" and who is to say what that equivalent may be.?",top cosmology properly understood predicts latest finding jwst jump top evolution though mostly invisible remained quantum connected thereby explaining quantum gravity missing mass paucity antimatter local universe majority agreement question needed human equivalent onehundredth monkey say equivalent may
This entity really be like: Yo wtf. i just wanted like...at least one particle you greedy organisms,entity really like yo wtf wanted likeat least one particle greedy organism
Energy never dies,energy never dy
You just earned a new subscriber,earned new subscriber
"Brian Cox doesn’t just explain the universe — he invites you into it. Every time he speaks about black holes or time or quantum fields, I feel like I’m not just learning science, I’m catching a glimpse of something sacred, something profoundly human. He makes the impossible feel personal. More Brian Cox, please — the cosmos feels more alive when he’s narrating it.",brian cox doesnt explain universe invite every time speaks black hole time quantum field feel like im learning science im catching glimpse something sacred something profoundly human make impossible feel personal brian cox please cosmos feel alive he narrating
"I don't know about others' opinions, but this discourse is deeply spiritual.",dont know others opinion discourse deeply spiritual
"It's not ""time"", it's change.",time change
placid edifiler  de mystifyer  ta luv💋,placid edifiler de mystifyer ta luv
"There was no Big Bang, and there won't be a Big Bust. The “Primordial Organizing Principle of Civilized Beings” is embraced by innumerable Civilized Beings (not gods) across the “Omniverse,” the web of universes roughly equal to half the number of Black Holes in our universe. 
  “Collective Empathy for ALL Spirits based on Expanded Perception of the One Law.” 
Its twin pillars are Truth and Justice, equally applied to all spirits. Knowledge of which is expressed through the “Sacred Science.”
   We are entering a New Age, the ""Age of Civilized Beings."" Per Universal Law, access to resources confers no advantage on one’s Spiritual development. Whether one transforms into a Civilized Being by embracing 100% of their genotypic self and the “Primordial Organizing Principle of Civilized Beings,” or self-destructs as a Technologically Advanced Savage who was unwilling to transform, all other life forms will ultimately benefit.",big bang wont big bust primordial organizing principle civilized being embraced innumerable civilized being god across omniverse web universe roughly equal half number black hole universe collective empathy spirit based expanded perception one law twin pillar truth justice equally applied spirit knowledge expressed sacred science entering new age age civilized being per universal law access resource confers advantage one spiritual development whether one transforms civilized embracing genotypic self primordial organizing principle civilized being selfdestructs technologically advanced savage unwilling transform life form ultimately benefit
also if you burned a book how would you find that locally within the hawking radiation or even begin to analyze/sort through it (assuming you're attempting to retrieve it),also burned book would find locally within hawking radiation even begin analyzesort assuming youre attempting retrieve
imagining a spaceship trying to use a black hole even for a slingshot effect has now gone in my mind i dont think any metal would be strong enough to hold that speed/pull not to mention the time aspect,imagining spaceship trying use black hole even slingshot effect gone mind dont think metal would strong enough hold speedpull mention time aspect
ISN'T THE UNIVERSE AMAZING... GOD CREATED ALL OF THIS... DONT CARE IF YOU HATE ME,isnt universe amazing god created dont care hate
Your back holding isn't easy!,back holding isnt easy
IM NOT A RELIGIOUS PERSON BUT I DO DEEPLY BELIVE THAT GOD OR THE SUPREME CREATOR IS WITHIN CREATION ITSELF AND MAYBE ITS WHATS INSIDE THE BLACK HOLE WHERE NOTHING CAN ESCAPE,im religious person deeply belive god supreme creator within creation maybe whats inside black hole nothing escape
You’ve gone the wrong way to find the truth. But we all need a purpose,youve gone wrong way find truth need purpose
Yoga. This has already been resolved by becoming the whole. Without intellectualisation. I was a few years below at school from this gentleman. I found out very clearly to actually truly truly know physics you have to be it. Not talk about it. Yoga. Union of self. Meaning the unified field theory but collapsed. I eventually found this in water. To become the collapse of wave as a human being is to find the moment between life and death and for humans that is simply the moment between inhale and exhale. That is the void. We will all die. But the process of living exists. It is solved. It means one’s body can move through time and space without words. I can assure you,yoga already resolved becoming whole without intellectualisation year school gentleman found clearly actually truly truly know physic talk yoga union self meaning unified field theory collapsed eventually found water become collapse wave human find moment life death human simply moment inhale exhale void die process living exists solved mean one body move time space without word assure
ok,ok
"Jesus, Mohamad, Buddha, Osho, Watts, Nanak, Kabeer, Fareed, Rumi, Thoth, Cabbalah, Shiva, Mahaveera, Perhaps they were black holes, and their lost information, their words, still haunt us, follow us........................",jesus mohamad buddha osho watt nanak kabeer fareed rumi thoth cabbalah shiva mahaveera perhaps black hole lost information word still haunt u follow u
"No they don't erase info from the Universe, they create ""dark matter"". Normal matter gets sucked in and stripped of the property that enables us to see ""normal"" matter. Just a thought.",dont erase info universe create dark matter normal matter get sucked stripped property enables u see normal matter thought
"What if the Big Bang is essentially a supernova in reverse — not an explosion out of a star, but the bounce-back of a singularity from extreme collapse?

Instead of ending in a true singularity, the mass “turns around,” re-expands into a new spacetime — and that's our universe.

Time itself starts at the bounce — the moment mass begins to move away from the collapse point.",big bang essentially supernova reverse explosion star bounceback singularity extreme collapse instead ending true singularity mass turn around reexpands new spacetime thats universe time start bounce moment mass begin move away collapse point
"OK, my comment is boring but I got 1 thing to say, life are full of mysteries.",ok comment boring got thing say life full mystery
"what lies at the centre of a black hole?

Narcissists … there must be a physics correlation.",lie centre black hole narcissist must physic correlation
"NO

DUH !

BLACK HOLES ARE 


THE GATES INTO GOD'S FRONT AND BACKYARDS, GOD'S PROPERTY",duh black hole gate god front backyard god property
"could ""climate change"" be BS?",could climate change b
"The statement that Black Holes lose energy from Hawking Radiation ignores the energy absorbed by the Black Hole from the particle that fell into the Black Hole. Bizarre ignoring of accounting, ignoring symmetry.
All physicists never address this issue, Why?",statement black hole lose energy hawking radiation ignores energy absorbed black hole particle fell black hole bizarre ignoring accounting ignoring symmetry physicist never address issue
"yo if you're scrolling and feel off, read this. i was burnt out, low energy, not myself. found Testosterone Rewired by David Brooks, had zero expectations but man... chapter by chapter it rebuilt me. not hype, not fake motivation — just stuff that grounds you and resets your system. this might be your turning point.",yo youre scrolling feel read burnt low energy found testosterone rewired david brook zero expectation man chapter chapter rebuilt hype fake motivation stuff ground reset system might turning point
"not gonna lie, i felt numb for months. like i was just surviving, not really living. then someone dropped Testosterone Rewired by David Brooks in a yt comment and i gave it a shot. bro… this book gave me my edge back. not by yelling at me to hustle, but by showing me how to fix my foundation. life hits different now.",gon na lie felt numb month like surviving really living someone dropped testosterone rewired david brook yt comment gave shot bro book gave edge back yelling hustle showing fix foundation life hit different
"i found Testosterone Rewired by David Brooks when i was totally out of sync with myself. no fire, no strength, just drifting. this book didn’t scream be alpha — it whispered get your sh*t together. and i did. now i sleep deeper, train harder, think clearer. if you feel like something’s off in your system, this might be the reset you didn’t know you needed.",found testosterone rewired david brook totally sync fire strength drifting book didnt scream alpha whispered get sht together sleep deeper train harder think clearer feel like somethings system might reset didnt know needed
"wild how nobody’s talking about Testosterone Rewired by David Brooks. i saw it randomly on here, checked it out, and it seriously flipped a switch. it’s not hypey bs — it’s straight-up real. sleep better, sharper focus, more drive. feels like i’m finally outta that fog.",wild nobody talking testosterone rewired david brook saw randomly checked seriously flipped switch hypey b straightup real sleep better sharper focus drive feel like im finally outta fog
"Have followed Brian Cox for years, but I have a few questions I wold like to ask ( and be answered).  I can't put them all here, but lets just take the black hole thing and gathering  up of all the bits of ""stuff"" ejected by a black hole ( entangled particals ? ).  Lets suppose I have a Lego object, a plane, or a house etc and I chuck all the Lego into a black hole, then (If I have this right) if we collect up all the entagled Lego ejected we can rebuild the original object.  I'm not sure how, as we don't know what the object was and build a space ship instead of a plane.  Also with so many black holes how do we know which entagled particals come from which black hole.  Yes I understand that he is not saying we could reconstruct but that we do have all the components ( and some).",followed brian cox year question wold like ask answered cant put let take black hole thing gathering bit stuff ejected black hole entangled particals let suppose lego object plane house etc chuck lego black hole right collect entagled lego ejected rebuild original object im sure dont know object build space ship instead plane also many black hole know entagled particals come black hole yes understand saying could reconstruct component
"I seat in the center of black hole and I watch the running away the event horizon which right now is around 13.8bln light  years away from me and I continue to fall and this process is a chronometer for me or, perhaps, it even defines the time itself for me... thus, at the middle of singularity, the singularity is a quite accommodating place to be...",seat center black hole watch running away event horizon right around bln light year away continue fall process chronometer perhaps even defines time thus middle singularity singularity quite accommodating place
Brian Cox is probably one of the best at explaining complex things so that we can all be part of those discoveries and be part of that fantastic astronomy journey.,brian cox probably one best explaining complex thing part discovery part fantastic astronomy journey
This guy is awesome,guy awesome
"Please have Aubrey de Gray too! I would've given a 💰Thanks here, unfortunately it is too much minimum amount for me to afford it.",please aubrey de gray wouldve given thanks unfortunately much minimum amount afford
The part we forget as atraction is the of letting go but must stay levent,part forget atraction letting go must stay levent
"at 6:30 the thing look so much like the beer I'm drinking, that I feel connected to everything at once",thing look much like beer im drinking feel connected everything
Great content!!,great content
"trying to figure out where space, time, and gravity merge and how they all work 

is like a dog trying to understand the human world

No matter how hard you try, no matter how many Einstein's you produce, you simply don't have the capacity to understand it, by design.",trying figure space time gravity merge work like dog trying understand human world matter hard try matter many einstein produce simply dont capacity understand design
Black holes do not like white space ships,black hole like white space ship
good video,good video
"The Universe is not expanding via the big band.
  But instead is in a contestant state of creation?",universe expanding via big band instead contestant state creation
Unnecessary BGM,unnecessary bgm
windows 11 - excellent work :),window excellent work
4000 pages,page
straighline vs exponential,straighline v exponential
massive mas vs gravity,massive ma v gravity
black hole graph,black hole graph
The key to understanding the nature of the universe is to understand the nature of ourselves. Not black holes. Space and time actually emerge from the construct of our 3 dimensional minds.,key understanding nature universe understand nature black hole space time actually emerge construct dimensional mind
Guys I’m only 10 so correct me if I’m wrong but maybe mah e the singularity often are a gateway to another place in which radiation goes out?,guy im correct im wrong maybe mah e singularity often gateway another place radiation go
A little delayed but content is worth the attention,little delayed content worth attention
what a great video.,great video
maximum thinngs about BH is void theory,maximum thinngs bh void theory
"If it’s a 99 solar mass BH, those 99 stars are forming a tightly compacted ball that has a lot of gravity. it’s the freaking ball of stars! And when that tightly compacted ball pulls another star in, then it’s gonna be 100 solar mass black hole. Just like the apple falling from the tree, it doesn’t just fall into space, it hits the Earth. And if you fall into a black hole, pretty quickly, your face will smash against that ball of compacted stars, and you and Einstein will forget all about time.",solar mass bh star forming tightly compacted ball lot gravity freaking ball star tightly compacted ball pull another star gon na solar mass black hole like apple falling tree doesnt fall space hit earth fall black hole pretty quickly face smash ball compacted star einstein forget time
"I prefer the black hole, better sex.",prefer black hole better sex
black hole is just the universe compressing and encrypting data. how else can it store everything forever!,black hole universe compressing encrypting data else store everything forever
It's big bang,big bang
Hehe,hehe
"If you could reconstruct a black hole, wouldn’t that also implicate that nothing is truly erased from existence?",could reconstruct black hole wouldnt also implicate nothing truly erased existence
They don't exist but nice hairdo.,dont exist nice hairdo
