comment,cleaned_comment,label
"hmmm.. This helped me, but only because I thought about it through for a while. 


The core of what she was saying is good, but I feel like it was kind of diluted with things that actually detracted from the point. Someone in the comments said, ""Just make a choice, then make so that it turns out to be a good one"". I understand why they came to this conclusion based on this video. I think that people like this would have clearer understandings had the video beed a lot more direct. I'm gonna break it down in my own words and it might help people.


For me, the important part is when she mentioned ""Drifters"". A drifter is someone who's aimless and subsequently doesn't no who they are. To understand who you are, it's important to be able to recognize meaning. (Look up ""Jordan Peterson Meaning"") Defining yourself, your goals, your principles, allows you to recognize the choices that yield the most meaning from the consequences of your decisions.


That's it. I don't think this adds to what she said, it might make her point clearer though. idk. Also, keep in mind that Jordan Peterson is politically controversial, but has a great life philosophy and I'd encourage anyone to look him up as he's very important to this. I like a lot of what she had to say, ""If your life were nothing but easy choices, you'd be a slave to your decisions.""


Have a good day! and like my comment if it helps. :)",hmmm helped thought core saying good feel like kind diluted thing actually detracted point someone comment said make choice make turn good one understand came conclusion based video think people like would clearer understanding video beed lot direct im gon na break word might help people important part mentioned drifter drifter someone who aimless subsequently doesnt understand important able recognize meaning look jordan peterson meaning defining goal principle allows recognize choice yield meaning consequence decision thats dont think add said might make point clearer though idk also keep mind jordan peterson politically controversial great life philosophy id encourage anyone look he important like lot say life nothing easy choice youd slave decision good day like comment help,1.0
"Awesome video thank you ! I made a video summarizing how to make better decisions in life, in case you wanna watch it :) https://www.youtube.com/watch?v=GL8qWhAsaJc",awesome video thank made video summarizing make better decision life case wan na watch,1.0
great lecture!,great lecture,1.0
"I’m here because I don’t know what to do. This comment is probably too late to be seen but oh well, I want to air my thoughts. Do I study music at university, which has been my passion and hobby longer than I’ve been able to read and write, or do law (ive been offered a fully paid scholarship). I love learning and academia, and think I would be able to do some really impactful changes as a lawyer, and I have a strong drive to make the world a better place. On the other hand, I love music and it makes me feel incredible and sometimes when I perform, euphoric. I could do music now, and law later, of course, but I would lose the scholarship. Taking the scholarship would significantly assist my parents financially. I can get behind being a musician, and exisiting to create beauty and share joy. I can also see myself making significant change and fighting for the greater good as a lawyer. Which is the person I want to be? I want to be both, but I also want to ensure financial security for my family. I want to be a good child, and create beauty, and change the world, but I feel like I can’t be all these things at once. I need to decide today and I’m at a complete loss. Thanks for reading!",im dont know comment probably late seen oh well want air thought study music university passion hobby longer ive able read write law ive offered fully paid scholarship love learning academia think would able really impactful change lawyer strong drive make world better place hand love music make feel incredible sometimes perform euphoric could music law later course would lose scholarship taking scholarship would significantly assist parent financially get behind musician exisiting create beauty share joy also see making significant change fighting greater good lawyer person want want also want ensure financial security family want good child create beauty change world feel like cant thing need decide today im complete loss thanks reading,1.0
"here’s my situation,

my high school offers CTE (Career Technology Education) programs which are essentially really hard to get into programs that let you take college classes and get the experience in high school. 

I want to be a lawyer, so I applied for the criminal justice program. 

18/240 people get accepted and they look at everything from grades, to attendance and your application.

If I get accepted, I’d take 2 classes sophomore and junior year and 4 senior year. Essentially, I barely get any electives but I get to take this course.

My hard decision comes in here, I’m unable to take a lot of AP classes and I’m planning on applying to Ivy League colleges or just prestigious colleges in general and my GPA would suffer if I took the CTE course. I want a 5.00 GPA which is impossible to get taking CTE classes. Like, I’d have the tiniest bit over a 4.00 GPA and so now I’ve spent hours upon hours on my application for the program. I’m getting my letter soon on whether I made it in or not and if I did, I’d have to choose between a good GPA or the program. 

I know no one cares but it helps me to write this out because I’m freaking out",here situation high school offer cte career technology education program essentially really hard get program let take college class get experience high school want lawyer applied criminal justice program people get accepted look everything grade attendance application get accepted id take class sophomore junior year senior year essentially barely get elective get take course hard decision come im unable take lot ap class im planning applying ivy league college prestigious college general gpa would suffer took cte course want gpa impossible get taking cte class like id tiniest bit gpa ive spent hour upon hour application program im getting letter soon whether made id choose good gpa program know one care help write im freaking,1.0
I am having a really difficult desicion right now. My exchange year in Spain is about to end and i have a planned trip(for 3 days) in 2 days to a city where the love of my life lives which is 800 km from the one i am supossed to be in and my agency doesnt know about it. And my cordiantor told me she will want to meet me in the next few days exactly when I wont be here which would mean that i would get kicked out of here 7 days earlier but if i dont go it will be the biggest regret of my life....,really difficult desicion right exchange year spain end planned tripfor day day city love life life km one supossed agency doesnt know cordiantor told want meet next day exactly wont would mean would get kicked day earlier dont go biggest regret life,1.0
"Hey to anyone that reads this. I'm on a soccer team, but I don't like going to practice, games, or dinners with the team because it can get akward. I also play left defense, and I don't even get much time. I got accepted to another team, but there an A,B, and C team. I made it on the C team. The team is better, and I could get a fresh start in my social life. What should I do.",hey anyone read im soccer team dont like going practice game dinner team get akward also play left defense dont even get much time got accepted another team ab c team made c team team better could get fresh start social life,1.0
"I just graduated in art. I don't know what to do now that I am no longer a student. The fact that I need to make my own choices that my parents usually did has left me stressed. I realise i don't know how to even create options for me because my brain freezes. I am afraid that my first step out of university will make my future miserable. I feel like the drifter here, and i understand i don't know myself. however, I know this is the first step into changing that.",graduated art dont know longer student fact need make choice parent usually left stressed realise dont know even create option brain freeze afraid first step university make future miserable feel like drifter understand dont know however know first step changing,1.0
Lovely path of thinking!,lovely path thinking,1.0
That's  why I love philosophers .. and philosophy,thats love philosopher philosophy,1.0
I really liked this talk.,really liked talk,1.0
"I dislike being in the hesitation of who/which to choose.many of my choices,I guess,were random.Thus, I didn't get much better from them.Now,sth must  change 😎",dislike hesitation whowhich choosemany choicesi guesswere randomthus didnt get much better themnowsth must change,1.0
"Am watching this in midnight where am in the middle of choosing between two jobs, and I feel both of them are good. One is paying more + giving city where I studied, my friends lived other is giving lesser money and i worked grew and no one is here actually but have started liking this. Am not sure which job am gonna choose i have week from the time i am commenting this, but i think am gonna choose the less paying, unknown city one. 

Wanna see how my life goes :), will come back to this comment for sure after year or two. 

Cheers ✌️ :) whoever reading this and making choice like mine in October 2019.",watching midnight middle choosing two job feel good one paying giving city studied friend lived giving lesser money worked grew one actually started liking sure job gon na choose week time commenting think gon na choose less paying unknown city one wan na see life go come back comment sure year two cheer whoever reading making choice like mine october,1.0
"I got a letter that I could go to Hunter College High School in 7th grade, next year. I would like some change, but I would have to leave all of my friends, and do *much* harder work. The test to get in is in November. I currently go to a K-8 school. I went to this video because I don't know if I fully want to go. I could keep my friends, or get much better education.",got letter could go hunter college high school th grade next year would like change would leave friend much harder work test get november currently go k school went video dont know fully want go could keep friend get much better education,1.0
What is wrong with flipping a coin again? I am sorry and Thanks :),wrong flipping coin sorry thanks,1.0
"seems like she's refering to the asian philosophy of duality or the issue of dichotomy, with an added dose of self reflectivity plus awareness and agency.",seems like shes refering asian philosophy duality issue dichotomy added dose self reflectivity plus awareness agency,1.0
"Amazing Thank you so much. This is the only person that makes any sense to me when it comes to this topic, everyone says ""do what's best for you"" or "" it doesn't matter"" which aren't great options. I suspected about the complexity she mentions of how things can't be measured in a scientific way and all that but I couldn't quite figure out these things at such a clear level like she did in this video. Anyway, this has opened my eyes, at least now I feel closer to making a hard decision in my life and not completely lost like I used to.",amazing thank much person make sense come topic everyone say whats best doesnt matter arent great option suspected complexity mention thing cant measured scientific way couldnt quite figure thing clear level like video anyway opened eye least feel closer making hard decision life completely lost like used,1.0
"I think she can cut it short，whatever you choose, just create reasons to support the decision.",think cut shortwhatever choose create reason support decision,0.0
my fucking teacher made me see this and i hate it,fucking teacher made see hate,0.0
She speaks like a Philosopher,speaks like philosopher,1.0
"Thank you very much , I loved this talk😄😊💙💚",thank much loved talk,1.0
I needed this so bad thank you!,needed bad thank,0.0
Giving ur kids up for adoption (to their dad and his wife) or keep struggling to provide and care for them.  I'm all they know. I dont want to hurt them....make them feel like I dont love them. I'm struggling daily to even just think straight. Someone plz help. I dont want to do the wrong thing.,giving ur kid adoption dad wife keep struggling provide care im know dont want hurt themmake feel like dont love im struggling daily even think straight someone plz help dont want wrong thing,1.0
I love the smiles from the members of the audience near the end of the speech. ☺️,love smile member audience near end speech,1.0
"So, I’m being bullied at my current school. The bullying got very bad last Wednesday. My mother gave me 2 options, 1) stay at school and the school will change my classes and find a safe space for me to sit out of class time, and 2) Start online school. The reason it’s so difficult is because online school is expensive, I get distracted easily, and I don’t learn properly unless I’m shown something. I don’t want to go back to school though, because the bully got into trouble and knows that I told on them. I’ve been doing well at school, it’s just the bullying that isn’t working out for me. Everything else is fine. I have until this afternoon to decide because I’ve already taken a week off school, but I don’t know what to do. I honestly think the school I’m at now would be better for my future.",im bullied current school bullying got bad last wednesday mother gave option stay school school change class find safe space sit class time start online school reason difficult online school expensive get distracted easily dont learn properly unless im shown something dont want go back school though bully got trouble know told ive well school bullying isnt working everything else fine afternoon decide ive already taken week school dont know honestly think school im would better future,0.0
"Oh, I really, really liked this.  Thank you.  Going to share with several friends.  Seems to me this way of looking at hard choices is true on the individual level and the societal level.",oh really really liked thank going share several friend seems way looking hard choice true individual level societal level,1.0
Measuring options in hard choices is like measuring the volume of a set amount of air. It changes based on temperature [mood] and pressure [pressure].,measuring option hard choice like measuring volume set amount air change based temperature mood pressure pressure,1.0
12:19 Esther Perel displaying great listening skills!,esther perel displaying great listening skill,1.0
Awesome awesome and yet more awesome!  Such a magnificent talk!,awesome awesome yet awesome magnificent talk,1.0
"I couldn't have watched this video at a more apt time in my life. I'm totally lost trying to decide how to move ahead in life. This woman has extreme clarity and understanding of how a situation like I'm in, could be dealt with. Thank you!",couldnt watched video apt time life im totally lost trying decide move ahead life woman extreme clarity understanding situation like im could dealt thank,1.0
"The message I got was only hard choices force you to make meaningful decisions that have weight, which almost always results in the right path for you. You either make the right choice and it feels good, or you make the wrong choice, which allows you to learn a bit about what you don't actually want.",message got hard choice force make meaningful decision weight almost always result right path either make right choice feel good make wrong choice allows learn bit dont actually want,1.0
"I believe that one can't look at another's life and say that the decisions that they made are > = <  but they themselves can only do that. That doesn't mean that the concept of >=< is invalid it just mean it's invalid to everyone but you.
Now let's add someone that lived a perfect life and that knows and felt exactly what we have gone through then this concept no longer applies to just you it's you and that being. If you don't know what im referring to it's Christ.
I will add that > = < or as i like to call it white, gray, and black does not apply to everything in which we decide i our lives but only to some and that includes ones in which you didn't. But it is more white and grey than black that crops up in the decisions we make. Because killing, cheating, and stealing are all in the black but not all are equally bad but those decisions don't come up as often or non at all. Another thing, its meny small decision that led you to make such big life changing decision is never just one.",believe one cant look anothers life say decision made doesnt mean concept invalid mean invalid everyone let add someone lived perfect life know felt exactly gone concept longer applies dont know im referring christ add like call white gray black apply everything decide life includes one didnt white grey black crop decision make killing cheating stealing black equally bad decision dont come often non another thing meny small decision led make big life changing decision never one,1.0
"""Hard choices are hard because there are no best options."" 


I love this line. Thank you.",hard choice hard best option love line thank,1.0
Great talk!,great talk,1.0
"Trying to pick which school to go to 

Ones super strict with uniforms but has great opportunities and costs 12,000 dollars per year 

The other is looser with no uniforms, but less opportunities.

Idk what to do.",trying pick school go one super strict uniform great opportunity cost dollar per year looser uniform less opportunity idk,1.0
"But what if you are able to stand behind both options? I like the video, don't get me wrong. But isn't the problem with hard choices that you can either (morally) hate or like both options equally?",able stand behind option like video dont get wrong isnt problem hard choice either morally hate like option equally,1.0
"thank you, i am currently at a crossroad at age 32, i have been struggling and didnt know whether to choose family marriage or career(multitasking is really not my thing). The increased salary metaphor is a great perspective. 
Although i spend some life in getting to know how is it like in different path choices. your talk is of a great help! whats worse than not pursue the things meaningful?",thank currently crossroad age struggling didnt know whether choose family marriage careermultitasking really thing increased salary metaphor great perspective although spend life getting know like different path choice talk great help whats worse pursue thing meaningful,1.0
"Some people below are saying this talk is redundant or meaningless, but they seem to miss the point. If you were hoping this speech would offer a perfect solution to whatever problem, then you're confirming her logic. There's no DVD or TED TALK that will give you the answer to a good or better life. Instead, recognize that YOU'RE the one creating the pros and cons for choosing between two subjects. Therefore, go ahead and write out the pros and cons, then choose based on which cons you're more willing to live with, knowing that YOU alone have made that choice. Also, it was really cool to see Esther Perel in the audience. Much love. =)",people saying talk redundant meaningless seem miss point hoping speech would offer perfect solution whatever problem youre confirming logic there dvd ted talk give answer good better life instead recognize youre one creating pro con choosing two subject therefore go ahead write pro con choose based con youre willing live knowing alone made choice also really cool see esther perel audience much love,1.0
"I have to choose between my Mom and my Dad, And both choices are Bad I don‘t know what to do...😞",choose mom dad choice bad dont know,0.0
"Great video, started talking in circles for a little bit, brought it all back towards the end. Finish the video I promise she’s answers the question.",great video started talking circle little bit brought back towards end finish video promise shes answer question,1.0
I dont get the answer need to think like jesus,dont get answer need think like jesus,1.0
"Wow, what a great talk!",wow great talk,1.0
This is awesome.  I have struggled with hard choices big and small.... agonizing over the pros and cons of things for days and days.  But this has really given me the context to tackle those choices better and more efficiently.  Thank you!!!,awesome struggled hard choice big small agonizing pro con thing day day really given context tackle choice better efficiently thank,1.0
Best TED talk ever 🙌 Thank you very much! We’ll always need philosophers like you!,best ted talk ever thank much well always need philosopher like,1.0
"Am in that position to make a hard choice and seriously am confuse. 
I traveled out to another country for greener pastures but the situation turns out not to be what I thought it was. I v to work for 12 to 14 hrs a day. My routine activities now is work, sleep and work. No social life nothing at all other than work. But due to exchange rate, if I send my salary to my home country is a big money. Now am thinking of returning to my home country but the problem is getting a job there will be hard and business is really a risk to start over there. But to continue leaving here seems like a prison which subjects me to cry almost everyday. 
If I stay here I make more money with no any good life. 
If I go back to my country, I make 4 times lesser to what I make here but I will have my freedom. 
I need an advice. Thanks",position make hard choice seriously confuse traveled another country greener pasture situation turn thought v work hr day routine activity work sleep work social life nothing work due exchange rate send salary home country big money thinking returning home country problem getting job hard business really risk start continue leaving seems like prison subject cry almost everyday stay make money good life go back country make time lesser make freedom need advice thanks,1.0
So unfortunat that she's too bad of a speaker for me to be able to listen.,unfortunat shes bad speaker able listen,0.0
@12:20 Esther Perel straight up falling in love right now.,esther perel straight falling love right,1.0
most boring ted talk ever... i slept three times watching it... she should have stick to her lawyer thing... Talking is not her strong talent...,boring ted talk ever slept three time watching stick lawyer thing talking strong talent,0.0
"I went to this because at school in a boring class we are doing something really really fun and my brother is having surgery, I really want to be there but also I don’t want to miss school help :P",went school boring class something really really fun brother surgery really want also dont want miss school help p,0.0
"I kinda don’t understand what she was getting at, how can there be no such thing as the “best choice” choices are chosen through verdict of the best outcome or the most pros. Obviously you can not exactly pinpoint how well something is going to go in the future but I think it’s pretty clear to visualize the bad outcomes more than anything. The bad outcomes are used as a point of reference no? burn crack or don’t",kinda dont understand getting thing best choice choice chosen verdict best outcome pro obviously exactly pinpoint well something going go future think pretty clear visualize bad outcome anything bad outcome used point reference burn crack dont,0.0
"Well as for me Options and hard choices can sometimes route NOT ON SOMEONES PERCEPTION OF NOT BEING EQUALLY GOOD BUT OUR SOCIETIES PERCEPTION OF WHICH ONE IS BETTER.
For example when choosing a dress eventhough you perceive both of your dress as beautiful and worth-wearing, you still have a hard time in chosing so you ask which one is better. 
True that in the end you're the one who will make the decision for yourself ""look inside"" ""who am i to be? "" but in the end We dont really know the ones which are good for us so we ask advice from PEOPLE who matters to us, the ones we loved. 

You see as an Asian being ""Practical"" routes to our family decissions and YOUR OWN PERSONALITY clashing in between them WILL make it hard for you. So you see, Even if My mindset say BOTH CHOICES I MAKE IS EQUALLY GOOD, SOCIETY will still Slap me on the face,my family, my friends, MY own fear, WILL MAKE IT HARD FOR ME TO ACCOMMODATE OR PERCEIVE EACH ONE OF my CHOICES AS BOTH GOOD. And Because EVERYONE WILL SAY that when choosing ""CHOOSE WHICH ONE IS BETTER"" SO IN THE END It will lead me think that choosing between finance and art, FINANCE is better as a job than being a graphical artist. The sector of succes really routes on their perception of success,MONEY AND INCOME. So for us to NOT make a mistake we chose to simply lead with the safe option in order for us to survive.",well option hard choice sometimes route someone perception equally good society perception one better example choosing dress eventhough perceive dress beautiful worthwearing still hard time chosing ask one better true end youre one make decision look inside end dont really know one good u ask advice people matter u one loved see asian practical route family decissions personality clashing make hard see even mindset say choice make equally good society still slap facemy family friend fear make hard accommodate perceive one choice good everyone say choosing choose one better end lead think choosing finance art finance better job graphical artist sector succes really route perception successmoney income u make mistake chose simply lead safe option order u survive,1.0
"Ruth Chang you are indeed a philosopher! And a great one! Thank you so much, this is a life changing speech! Beautifully and gracefully laid out!",ruth chang indeed philosopher great one thank much life changing speech beautifully gracefully laid,1.0
"I've always been indecisive. So much I even ask what to buy, what to wear, who should i like... It's ridiculous. Maybe deep down I don't want to own up to my choices. But this video just solved years of confussion. Thank YOU!",ive always indecisive much even ask buy wear like ridiculous maybe deep dont want choice video solved year confussion thank,1.0
Wow this is so boring and tiring. It explains why choices are difficult but doesn’t help to solve difficult choices.,wow boring tiring explains choice difficult doesnt help solve difficult choice,0.0
"This vid seems to explain what the hard choices are, the benefits of choosing hard choices, and how to compare them. However, I like a comment said to weight your inner self more than others' might be the answer for someone. 'For me', this vid doesn't really help.",vid seems explain hard choice benefit choosing hard choice compare however like comment said weight inner self others might answer someone vid doesnt really help,1.0
"Yes, unless you're being drifted by the harsh realities that the kids you've been left with need to eat and go to the doctor.  Let's get real, most folk aren't choosing between philosophy and law, they're choosing between customer and food service, or maybe worse.  And yes, these choices, along with things out of their locus of control *do* shape people, yet we judge them for being angry, depressed, or not having the education or time for an edifying TED talk like this one.",yes unless youre drifted harsh reality kid youve left need eat go doctor let get real folk arent choosing philosophy law theyre choosing customer food service maybe worse yes choice along thing locus control shape people yet judge angry depressed education time edifying ted talk like one,1.0
What a great talk! Full of wisdom,great talk full wisdom,1.0
"Great concept but the marriage choice? Who really does that? To be deeply in love with two people at the same time, have gotten to know both so intimately, already sharing your life with both? Does that happen?",great concept marriage choice really deeply love two people time gotten know intimately already sharing life happen,1.0
Great video. She's not talking in circles. It's called the socratic method.,great video shes talking circle called socratic method,1.0
I love heeeeerrrrr!!!!!!,love heeeeerrrrr,1.0
I got the face like the >=< symbol at 8:04,got face like symbol,1.0
Excellent presentation on hard choices. I can't imagine it being presented any better. Thanks so much for the eye-opening  and mind-opening information!,excellent presentation hard choice cant imagine presented better thanks much eyeopening mindopening information,1.0
"But would it have mattered if she had put her agency behind becoming a lawyer and once she got there, hated it? Wouldnt the outcome have been the same?",would mattered put agency behind becoming lawyer got hated wouldnt outcome,0.0
"Some people never get the point mentioned about 5 minutes into the video. IMO, it is our education system which thinks science or anything that can be broken down through reductionism is better than thinking like outlined in this TED talk. Visualization can help in the process, something that reductionist thought can never duplicate.

That is why for many Westerners, this process either happens later in life (> 60 yo), or when the person experiences an event that shatters their reality, like a bankruptcy.",people never get point mentioned minute video imo education system think science anything broken reductionism better thinking like outlined ted talk visualization help process something reductionist thought never duplicate many westerner process either happens later life yo person experience event shatters reality like bankruptcy,1.0
Very true points! Good message and eloquently spoken :),true point good message eloquently spoken,1.0
"Might sub after watching, really like the vid.",might sub watching really like vid,1.0
"I saw this video 3 or 4 times, in years. First times I thought she was not catching the point. Today, that some thigns in my life taught me the importance of the inner space as a starting point to make decisions, this video start to make sense. It's very inspiring! Give to her an other chance, watch the video again. I think that her theory (""on a par"" + ""reason for us"") is the only way to take hard decisions and live them good. (sorry for my english)",saw video time year first time thought catching point today thigns life taught importance inner space starting point make decision video start make sense inspiring give chance watch video think theory par reason u way take hard decision live good sorry english,1.0
"Content is good, but she talked too much to make her point, need more focus on her pitch.",content good talked much make point need focus pitch,1.0
"WOW! Thank You Ruth Chang, for this talk and for becoming a philosopher ... and for providing a clear path in how we make those hard choices ...  and I have also watched the video that was next in YT's line up and  I think yours and hers together are a perfect blend in aid to making hard choices. (other video is""Tough decisions -use your heart"" by Alison Meyer) ... Love and Peace to All",wow thank ruth chang talk becoming philosopher providing clear path make hard choice also watched video next yts line think together perfect blend aid making hard choice video istough decision use heart alison meyer love peace,1.0
"Thanks Ruth, excellent talk",thanks ruth excellent talk,1.0
"Leave everything behind and try to find the most natural living commukity left on this planet,  learning about my true nature OR play the game and win in whatever comes out in the end, because I am smart, and even like it and dissolve in it, because its just the way you chose to make you, but might never be fulfilled and eventually torture yourself one day for not taking that risk",leave everything behind try find natural living commukity left planet learning true nature play game win whatever come end smart even like dissolve way chose make might never fulfilled eventually torture one day taking risk,1.0
"how to chose between an apple and an orange when we like both equally, and 
choosing either will make the other disappear?",chose apple orange like equally choosing either make disappear,1.0
"I'm 10 and my dad lives in Dubai and I live with my mom in Ireland my dad works in Dubai to get money and in 3 or 5 years he is coming home forever I think, but I really want to move over to my dad to Dubai because it's sunny there I have good friends I'll be with my dad and my dog but I'm afraid if I go my friends will miss me and my sisters will want to come and my mom will be alone and think we hate her can u guys help me decide",im dad life dubai live mom ireland dad work dubai get money year coming home forever think really want move dad dubai sunny good friend ill dad dog im afraid go friend miss sister want come mom alone think hate u guy help decide,1.0
"Am i the only one who feels like this was a total waste of time? Besides repeating herself for the first 7 minutes, the only thing she had to add was that values cannot be measured. :/",one feel like total waste time besides repeating first minute thing add value measured,1.0
I feel like she is talking in circles,feel like talking circle,1.0
"Drifting is choosing. Choosing to stay with that certain option. Good talk apart from that part. As Lao Tse would say:

“Do you have the patience to wait 
Till your mud settles and the water is clear?
Can you remain unmoving
Till the right action arises by itself?”",drifting choosing choosing stay certain option good talk apart part lao tse would say patience wait till mud settle water clear remain unmoving till right action arises,1.0
"I got a headache from this video. Don't overthink choices. YOUR life is definitely not ""randomness""! If you want to become something and you have the desire for it just take the hard choice and put in the work it needs. Close the alternative door, move on and accept the choices you made (good or bad). With philosophers, it's like with monks or Buddhists: While thinking about the life they are just missing life by doing nothing.",got headache video dont overthink choice life definitely randomness want become something desire take hard choice put work need close alternative door move accept choice made good bad philosopher like monk buddhist thinking life missing life nothing,1.0
"Great video, very helpfull",great video helpfull,1.0
"Very well justified speech , I think it was perfectly put together on how you need to find yourself and what you would like to be defined as also i read a comment earlier saying "" when something bad happens you have three choices you can let it define you let it destroy you or let it strengthen you"" I think that is learnt by bad decisions and even if they occur nothing happened you cant blame yourself as you couldnt have known. I think you just cant overthink too much as that will just make you feel worse you need to simply give things a try",well justified speech think perfectly put together need find would like defined also read comment earlier saying something bad happens three choice let define let destroy let strengthen think learnt bad decision even occur nothing happened cant blame couldnt known think cant overthink much make feel worse need simply give thing try,1.0
Great video. I can now start on my essay.,great video start essay,1.0
Good speech and revealing,good speech revealing,1.0
"Great Ted Talk. However, speaking to Ruth Chang, I think your conclusion would have been more powerful had it been a little more concise. As a disclaimer, I will add, I do not get (nor have I ever gotten) paid to write, speak, or persuade.",great ted talk however speaking ruth chang think conclusion would powerful little concise disclaimer add get ever gotten paid write speak persuade,1.0
Amazing and insightful lecture!  Loved it!,amazing insightful lecture loved,1.0
"My perplexity about this talk deals with finding a concrete solution to the problem. The speaker figured out in a very brilliant way what the problem is about, where the fundamental issue lies, but at the end of her speech I didn't feel like I got a new way to face hard choices.
I agree with the idea that there's no way to apply quantitative comparisons to values and so we can't say that an option is better than another. I also agree with the consideration that hard choices are chances to shape ourselves as we want to be in our life.
But, in my opinion, the real problem is here: what is the best choice if I want to be like THAT?
So many times we know what we want from life, but we can't figure out the best path to get to it. I can listen to myself, to the emotional part of me, to understand what I really want from life, what I desire, so I know how I want to shape myself, but I don't know what tools I have to choose to obtain this shape.",perplexity talk deal finding concrete solution problem speaker figured brilliant way problem fundamental issue lie end speech didnt feel like got new way face hard choice agree idea there way apply quantitative comparison value cant say option better another also agree consideration hard choice chance shape want life opinion real problem best choice want like many time know want life cant figure best path get listen emotional part understand really want life desire know want shape dont know tool choose obtain shape,1.0
"Okay so what I've learned about this video is that I should just flip a coin. I have a girlfriend and I like her but I'm starting to have a little feelings for someone else who likes me and I'm trying to decide what I should do. Thanks for the information, it really helped!",okay ive learned video flip coin girlfriend like im starting little feeling someone else like im trying decide thanks information really helped,1.0
"This talk struck a chord with me. I also ""drifted"" into becoming into a law student; and when people asked me why I became a lawyer, I told them I was the ""least uncertain"" about my career path. Seeing things from the perspective of the talk gave me some insight as to how I implicitly chose the person I wanted to become. Thanks Ted!",talk struck chord also drifted becoming law student people asked became lawyer told least uncertain career path seeing thing perspective talk gave insight implicitly chose person wanted become thanks ted,1.0
"a philosopher believes there's free will is not a philosopher. a philosopher believes there's no free will is not a philosopher either.  Ms Chang, through you speech i can tell why lawyer isn't a good job for you. arm chair philosophizing can never be good. because, there's no armchair as we know it. we knew it, and we will know it.",philosopher belief there free philosopher philosopher belief there free philosopher either m chang speech tell lawyer isnt good job arm chair philosophizing never good there armchair know knew know,1.0
"Excellent video. I m not fluent but it 's very clearfull. THanks for job.

@french Merci beacoup pour cette super vidéo",excellent video fluent clearfull thanks job french merci beacoup pour cette super vido,1.0
"Impossible to predict future. Between two choices I probably chose  one which will consume lots of my brain ! 
If  there are two girls , first one simple and other one confusing, I'll go for second one. 
Whatever seems risky and challenging is worth doing !",impossible predict future two choice probably chose one consume lot brain two girl first one simple one confusing ill go second one whatever seems risky challenging worth,0.0
I need to choose weather I want to go into a softball team I've been with for 3 seasons where I don't really get to catch(and I love catching) or I can go on a different b team and they don't have a catcher and they said I could catch the whole time I need help😣😭😢,need choose weather want go softball team ive season dont really get catchand love catching go different b team dont catcher said could catch whole time need help,1.0
"Great video, very relevant for personal decisions.
However, I wonder what she recommends about hard choices in the public context. Unfortunately, this notion of building oneself through personal decisions doesn't really hold, and it should become possible to quantify values, in order to take decisions in the best common interest.",great video relevant personal decision however wonder recommends hard choice public context unfortunately notion building oneself personal decision doesnt really hold become possible quantify value order take decision best common interest,1.0
This is the single best video I have ever watched on Youtube. And I like to watch it again every now and then.,single best video ever watched youtube like watch every,1.0
Great. Simply great.,great simply great,1.0
"Does that suggest that people who are on a fence about voting for Donald Trump as a president should just go and vote for him if they ""feel like it"" instead of seeking for more information and better ways to reason until the the choice becomes more clear?",suggest people fence voting donald trump president go vote feel like instead seeking information better way reason choice becomes clear,1.0
*claps* I can now choose better. Thanks,clap choose better thanks,1.0
"The overall message of ""Hard choices are good."" was alright, but she fumbled it when she talked about choices both being unequal and also having neither be better than the other. Those are two mutually exclusive attributes... one or the other must be false. It sounds more like it's the case that since our reasons for choosing one over the other is subjective, then there's no ""better"" option. That's fair. But when you use language like that you muddy objectivity with subjectivity and it just sounds murky and contradictory.",overall message hard choice good alright fumbled talked choice unequal also neither better two mutually exclusive attribute one must false sound like case since reason choosing one subjective there better option thats fair use language like muddy objectivity subjectivity sound murky contradictory,1.0
this helped me somewhat... brain twister .. but I liked it a lot..,helped somewhat brain twister liked lot,1.0
"How do i choose between something i want horribly bad but probably wont end up shaping me into the person i hope to be, or staying somewhere i hate but it has 2 huge factors that has kept me there for the past 2 years. if it wasn't for the relationships i've formed with these 2 factors (they arent people), there's no doubt in my mind id be doing exactly what i want... but now i'm stuck between not knowing whether or not it will be better for me in the end.",choose something want horribly bad probably wont end shaping person hope staying somewhere hate huge factor kept past year wasnt relationship ive formed factor arent people there doubt mind id exactly want im stuck knowing whether better end,0.0
this was very good.,good,1.0
"Here is my choice. I can start the second American Revolution v for vendetta style, or become an animal trainer and do what I love in a crappy country. Wtf do I do",choice start second american revolution v vendetta style become animal trainer love crappy country wtf,1.0
It's videos like these which betray the ignorance of people like Lawrence Krauss who insist that philosophy no longer contributes anything to humanity.,video like betray ignorance people like lawrence krauss insist philosophy longer contributes anything humanity,1.0
"To bring back the is-ought-gap in order to underline the power of our individual constructivism in life is a good starting point, but I don't see how this can truly help anyone. The trouble arises only once one has already understood that one has to be the author of one's life, and upon realization that there are paths that might not only be worse for one's own life than others, but that might even be deeply regretted later on in life. All these considerations come from individual experience, not from an illegitimate resort to science. There are better and worse alternatives for every life story, and ignorance about both the development of the self in each scenario and the scenario itself make choices hard. 'I did it my way' surely is not a great song if the melody is bad.",bring back isoughtgap order underline power individual constructivism life good starting point dont see truly help anyone trouble arises one already understood one author one life upon realization path might worse one life others might even deeply regretted later life consideration come individual experience illegitimate resort science better worse alternative every life story ignorance development self scenario scenario make choice hard way surely great song melody bad,1.0
